GJ8932,12/01/2019,BFJ,WNZ
GY7129,12/01/2019,BFJ,WUH
CZ3354,12/01/2019,BHY,CAN
9C8732,12/01/2019,BHY,CGD
RY8960,12/01/2019,BHY,CGO
3U8024,12/01/2019,BHY,CKG
CZ3620,12/01/2019,BHY,CKG
EU2717,12/01/2019,BHY,CKG
CZ3147,12/01/2019,BHY,CSX
3U8052,12/01/2019,BHY,CTU
EU2716,12/01/2019,BHY,CTU
A67195,12/01/2019,BHY,FOC
GY7141,12/01/2019,BHY,HAK
CA4074,12/01/2019,BHY,HFE
CZ6546,12/01/2019,BHY,HGH
8L9540,12/01/2019,BHY,HJJ
CA4132,12/01/2019,BHY,KHN
A67196,12/01/2019,BHY,KMG
G52876,12/01/2019,BHY,KWE
G54366,12/01/2019,BHY,KWE
GY7142,12/01/2019,BHY,KWE
9C6210,12/01/2019,BHY,LHW
MU2768,12/01/2019,BHY,NKG
MU5266,12/01/2019,BHY,PVG
9C8642,12/01/2019,BHY,SJW
CZ8844,12/01/2019,BHY,SZX
CZ6644,12/01/2019,BHY,WUH
MU2682,12/01/2019,BHY,WUH
3U8474,12/01/2019,BHY,XIY
CZ6224,12/01/2019,BHY,XIY
9C8998,12/01/2019,BHY,YTY
AK1530,12/01/2019,BKI,CAN
CZ8336,12/01/2019,BKI,CAN
CZ8484,12/01/2019,BKI,CAN
MF8002,12/01/2019,BKI,FOC
AK1574,12/01/2019,BKI,HGH
AK239,12/01/2019,BKI,HKG
AK1482,12/01/2019,BKI,KMG
AK1301,12/01/2019,BKI,MFM
9C8594,12/01/2019,BKI,PVG
AK1520,12/01/2019,BKI,SZX
AK1522,12/01/2019,BKI,SZX
AK1510,12/01/2019,BKI,TPE
MH68,12/01/2019,BKI,TPE
AK2138,12/01/2019,BKI,WUH
OD602,12/01/2019,BKI,WUH
9C8544,12/01/2019,BKK,CAN
9C8894,12/01/2019,BKK,CAN
CZ3036,12/01/2019,BKK,CAN
CZ3082,12/01/2019,BKK,CAN
CZ358,12/01/2019,BKK,CAN
CZ362,12/01/2019,BKK,CAN
CZ364,12/01/2019,BKK,CAN
KQ886,12/01/2019,BKK,CAN
MU252,12/01/2019,BKK,CAN
TG668,12/01/2019,BKK,CAN
TG678,12/01/2019,BKK,CAN
CZ3080,12/01/2019,BKK,CGO
QW6112,12/01/2019,BKK,CGO
WE680,12/01/2019,BKK,CGO
Q2352,12/01/2019,BKK,CKG
WE684,12/01/2019,BKK,CKG
WE616,12/01/2019,BKK,CSX
3U8146,12/01/2019,BKK,CTU
8L812,12/01/2019,BKK,CTU
CA472,12/01/2019,BKK,CTU
MU5036,12/01/2019,BKK,CTU
TG618,12/01/2019,BKK,CTU
CZ606,12/01/2019,BKK,DYG
MF838,12/01/2019,BKK,FOC
HU7940,12/01/2019,BKK,HAK
9C8574,12/01/2019,BKK,HFE
VZ3528,12/01/2019,BKK,HFE
CA716,12/01/2019,BKK,HGH
CA734,12/01/2019,BKK,HGH
AC6134,12/01/2019,BKK,HKG
CX614,12/01/2019,BKK,HKG
CX616,12/01/2019,BKK,HKG
CX654,12/01/2019,BKK,HKG
CX700,12/01/2019,BKK,HKG
CX702,12/01/2019,BKK,HKG
CX708,12/01/2019,BKK,HKG
CX712,12/01/2019,BKK,HKG
CX750,12/01/2019,BKK,HKG
EK384,12/01/2019,BKK,HKG
HX762,12/01/2019,BKK,HKG
HX768,12/01/2019,BKK,HKG
HX772,12/01/2019,BKK,HKG
HX776,12/01/2019,BKK,HKG
RJ182,12/01/2019,BKK,HKG
TG600,12/01/2019,BKK,HKG
TG602,12/01/2019,BKK,HKG
TG606,12/01/2019,BKK,HKG
TG638,12/01/2019,BKK,HKG
UO703,12/01/2019,BKK,HKG
WE630,12/01/2019,BKK,HKG
CI840,12/01/2019,BKK,KHH
WE688,12/01/2019,BKK,KHH
9C8610,12/01/2019,BKK,KHN
8L802,12/01/2019,BKK,KMG
KY8370,12/01/2019,BKK,KMG
MU2584,12/01/2019,BKK,KMG
MU5078,12/01/2019,BKK,KMG
MU742,12/01/2019,BKK,KMG
TG612,12/01/2019,BKK,KMG
MU270,12/01/2019,BKK,LHW
8L826,12/01/2019,BKK,LJG
NS3520,12/01/2019,BKK,LYG
NX881,12/01/2019,BKK,MFM
NX885,12/01/2019,BKK,MFM
9C8572,12/01/2019,BKK,NGB
CZ6100,12/01/2019,BKK,NNG
CZ8428,12/01/2019,BKK,NNG
GX8908,12/01/2019,BKK,NNG
CA960,12/01/2019,BKK,PEK
CA980,12/01/2019,BKK,PEK
HU7996,12/01/2019,BKK,PEK
MU2072,12/01/2019,BKK,PEK
TG614,12/01/2019,BKK,PEK
TG674,12/01/2019,BKK,PEK
CA758,12/01/2019,BKK,PKX
9C8580,12/01/2019,BKK,PVG
9C8756,12/01/2019,BKK,PVG
9C8892,12/01/2019,BKK,PVG
CA806,12/01/2019,BKK,PVG
FM834,12/01/2019,BKK,PVG
FM842,12/01/2019,BKK,PVG
FM854,12/01/2019,BKK,PVG
HO1358,12/01/2019,BKK,PVG
MU542,12/01/2019,BKK,PVG
MU548,12/01/2019,BKK,PVG
TG662,12/01/2019,BKK,PVG
TG664,12/01/2019,BKK,PVG
VZ560,12/01/2019,BKK,RMQ
CZ8358,12/01/2019,BKK,SHE
CZ8356,12/01/2019,BKK,SWA
CZ8324,12/01/2019,BKK,SZX
MU286,12/01/2019,BKK,SZX
ZH9002,12/01/2019,BKK,SZX
ZH9004,12/01/2019,BKK,SZX
ZH9020,12/01/2019,BKK,SZX
SC4080,12/01/2019,BKK,TAO
SC4076,12/01/2019,BKK,TNA
BR206,12/01/2019,BKK,TPE
BR212,12/01/2019,BKK,TPE
BR68,12/01/2019,BKK,TPE
BR76,12/01/2019,BKK,TPE
CI832,12/01/2019,BKK,TPE
CI834,12/01/2019,BKK,TPE
CI836,12/01/2019,BKK,TPE
CI838,12/01/2019,BKK,TPE
TG632,12/01/2019,BKK,TPE
TG634,12/01/2019,BKK,TPE
TG636,12/01/2019,BKK,TPE
CA750,12/01/2019,BKK,TSN
CA744,12/01/2019,BKK,WNZ
CZ3030,12/01/2019,BKK,WUH
CZ3058,12/01/2019,BKK,WUH
CZ8344,12/01/2019,BKK,WUH
9C6294,12/01/2019,BKK,XIY
U6764,12/01/2019,BKK,XIY
MF834,12/01/2019,BKK,XMN
MF854,12/01/2019,BKK,XMN
TG610,12/01/2019,BKK,XMN
9C8748,12/01/2019,BKK,YTY
6E1773,12/01/2019,BLR,HKG
KA153,12/01/2019,BLR,HKG
CZ382,12/01/2019,BNE,CAN
CX156,12/01/2019,BNE,HKG
QF97,12/01/2019,BNE,HKG
MU716,12/01/2019,BNE,PVG
BR316,12/01/2019,BNE,TPE
CI54,12/01/2019,BNE,TPE
AV8440,12/01/2019,BOG,PSO
AV8583,12/01/2019,BOG,PSO
AV8597,12/01/2019,BOG,PSO
AV9398,12/01/2019,BOG,PSO
AV9401,12/01/2019,BOG,PSO
AI310,12/01/2019,BOM,HKG
CX660,12/01/2019,BOM,HKG
CA890,12/01/2019,BOM,PEK
CX811,12/01/2019,BOS,HKG
HU482,12/01/2019,BOS,PEK
HU7962,12/01/2019,BOS,PVG
DR5012,12/01/2019,BPE,CTU
GJ8013,12/01/2019,BPE,DAT
GJ8014,12/01/2019,BPE,HGH
DR5011,12/01/2019,BPE,HRB
HU7268,12/01/2019,BPE,NKG
FM9142,12/01/2019,BPE,PVG
NS3292,12/01/2019,BPE,SJW
G54907,12/01/2019,BPL,AAT
G54908,12/01/2019,BPL,AKU
G54349,12/01/2019,BPL,KHG
JR1635,12/01/2019,BPL,KJI
G54328,12/01/2019,BPL,KRL
JR1620,12/01/2019,BPL,KRY
GS7508,12/01/2019,BPL,URC
GS7510,12/01/2019,BPL,URC
GS751Z,12/01/2019,BPL,URC
MU9880,12/01/2019,BPL,XIY
CX338,12/01/2019,BRU,HKG
HU492,12/01/2019,BRU,PEK
KY8335,12/01/2019,BSD,CGO
KY8331,12/01/2019,BSD,CKG
KY3026,12/01/2019,BSD,CSX
KY8337,12/01/2019,BSD,CTU
MU9731,12/01/2019,BSD,HGH
8L9944,12/01/2019,BSD,KMG
KY3025,12/01/2019,BSD,KMG
KY8334,12/01/2019,BSD,KMG
MU5739,12/01/2019,BSD,KMG
MU5818,12/01/2019,BSD,KMG
MU5982,12/01/2019,BSD,KMG
MU5984,12/01/2019,BSD,KMG
MU5986,12/01/2019,BSD,KMG
MU5988,12/01/2019,BSD,KMG
KY8329,12/01/2019,BSD,KWE
KY8323,12/01/2019,BSD,NKG
MU5817,12/01/2019,BSD,PVG
FM870,12/01/2019,BUD,PVG
BI635,12/01/2019,BWN,HKG
8L878,12/01/2019,BWN,KMG
BI627,12/01/2019,BWN,NNG
BI621,12/01/2019,BWN,PKX
BI451,12/01/2019,BWN,TPE
CA4480,12/01/2019,BZX,CTU
ZH8403,12/01/2019,BZX,INC
MU5720,12/01/2019,BZX,KMG
MU5719,12/01/2019,BZX,PEK
CA4479,12/01/2019,BZX,PVG
ZH8404,12/01/2019,BZX,SZX
MS958,12/01/2019,CAI,CAN
MS955,12/01/2019,CAI,PEK
ET607,12/01/2019,CAN,ADD
CZ663,12/01/2019,CAN,ADL
CZ305,12/01/2019,CAN,AKL
CZ307,12/01/2019,CAN,AMS
CZ6563,12/01/2019,CAN,AOG
CZ3941,12/01/2019,CAN,BFJ
CZ3353,12/01/2019,CAN,BHY
AK1531,12/01/2019,CAN,BKI
CZ8335,12/01/2019,CAN,BKI
CZ8483,12/01/2019,CAN,BKI
9C8893,12/01/2019,CAN,BKK
CZ3035,12/01/2019,CAN,BKK
CZ3081,12/01/2019,CAN,BKK
CZ357,12/01/2019,CAN,BKK
CZ361,12/01/2019,CAN,BKK
CZ363,12/01/2019,CAN,BKK
KQ887,12/01/2019,CAN,BKK
MU251,12/01/2019,CAN,BKK
TG669,12/01/2019,CAN,BKK
TG679,12/01/2019,CAN,BKK
CZ381,12/01/2019,CAN,BNE
MS959,12/01/2019,CAN,CAI
6E7302,12/01/2019,CAN,CCU
CZ347,12/01/2019,CAN,CDG
CZ8373,12/01/2019,CAN,CEB
CZ3229,12/01/2019,CAN,CGD
CZ3037,12/01/2019,CAN,CGK
CZ387,12/01/2019,CAN,CGK
GA899,12/01/2019,CAN,CGK
AQ1029,12/01/2019,CAN,CGO
AQ1265,12/01/2019,CAN,CGO
CZ3390,12/01/2019,CAN,CGO
CZ3392,12/01/2019,CAN,CGO
CZ3394,12/01/2019,CAN,CGO
CZ3396,12/01/2019,CAN,CGO
CZ3960,12/01/2019,CAN,CGO
CZ3972,12/01/2019,CAN,CGO
CZ6611,12/01/2019,CAN,CGO
CZ6625,12/01/2019,CAN,CGO
CZ6631,12/01/2019,CAN,CGO
HU7719,12/01/2019,CAN,CGO
HU7739,12/01/2019,CAN,CGO
PN6381,12/01/2019,CAN,CGO
CZ3606,12/01/2019,CAN,CGQ
CZ6276,12/01/2019,CAN,CGQ
CZ6342,12/01/2019,CAN,CGQ
CZ6378,12/01/2019,CAN,CGQ
CZ6852,12/01/2019,CAN,CGQ
CZ617,12/01/2019,CAN,CHC
9C6105,12/01/2019,CAN,CJU
3U8742,12/01/2019,CAN,CKG
3U8746,12/01/2019,CAN,CKG
3U8793,12/01/2019,CAN,CKG
CA4320,12/01/2019,CAN,CKG
CA4342,12/01/2019,CAN,CKG
CA4350,12/01/2019,CAN,CKG
CA4354,12/01/2019,CAN,CKG
CA4396,12/01/2019,CAN,CKG
CZ2806,12/01/2019,CAN,CKG
CZ2818,12/01/2019,CAN,CKG
CZ2826,12/01/2019,CAN,CKG
CZ2840,12/01/2019,CAN,CKG
CZ2856,12/01/2019,CAN,CKG
CZ3405,12/01/2019,CAN,CKG
CZ3425,12/01/2019,CAN,CKG
CZ3439,12/01/2019,CAN,CKG
CZ3463,12/01/2019,CAN,CKG
CZ3485,12/01/2019,CAN,CKG
HU7039,12/01/2019,CAN,CKG
JD5227,12/01/2019,CAN,CKG
PN6206,12/01/2019,CAN,CKG
PN6254,12/01/2019,CAN,CKG
CZ3059,12/01/2019,CAN,CMB
UL881,12/01/2019,CAN,CMB
9C8933,12/01/2019,CAN,CNX
CZ3033,12/01/2019,CAN,CNX
CZ8327,12/01/2019,CAN,CNX
5J291,12/01/2019,CAN,CRK
CZ3129,12/01/2019,CAN,CSX
CZ3380,12/01/2019,CAN,CSX
CZ3388,12/01/2019,CAN,CSX
3U8730,12/01/2019,CAN,CTU
3U8732,12/01/2019,CAN,CTU
3U8734,12/01/2019,CAN,CTU
3U8736,12/01/2019,CAN,CTU
3U8738,12/01/2019,CAN,CTU
3U8744,12/01/2019,CAN,CTU
CA4302,12/01/2019,CAN,CTU
CA4304,12/01/2019,CAN,CTU
CA4306,12/01/2019,CAN,CTU
CA4308,12/01/2019,CAN,CTU
CA4310,12/01/2019,CAN,CTU
CA4318,12/01/2019,CAN,CTU
CA4334,12/01/2019,CAN,CTU
CA4362,12/01/2019,CAN,CTU
CZ3181,12/01/2019,CAN,CTU
CZ3377,12/01/2019,CAN,CTU
CZ3403,12/01/2019,CAN,CTU
CZ3413,12/01/2019,CAN,CTU
CZ3417,12/01/2019,CAN,CTU
CZ3427,12/01/2019,CAN,CTU
CZ3437,12/01/2019,CAN,CTU
CZ3483,12/01/2019,CAN,CTU
EU2236,12/01/2019,CAN,CTU
HU7349,12/01/2019,CAN,CTU
JD5161,12/01/2019,CAN,CTU
MU5322,12/01/2019,CAN,CTU
ZH9441,12/01/2019,CAN,CTU
ZH9443,12/01/2019,CAN,CTU
ZH9445,12/01/2019,CAN,CTU
3U8397,12/01/2019,CAN,CXR
CZ6049,12/01/2019,CAN,CXR
CZ8475,12/01/2019,CAN,CXR
CZ3899,12/01/2019,CAN,CZX
MU2948,12/01/2019,CAN,CZX
ZH9651,12/01/2019,CAN,CZX
ZH9675,12/01/2019,CAN,CZX
BS326,12/01/2019,CAN,DAC
CZ391,12/01/2019,CAN,DAC
HU7951,12/01/2019,CAN,DAD
VN549,12/01/2019,CAN,DAD
CA4356,12/01/2019,CAN,DAX
CZ3027,12/01/2019,CAN,DEL
CZ359,12/01/2019,CAN,DEL
CZ3604,12/01/2019,CAN,DLC
CZ3608,12/01/2019,CAN,DLC
CZ6200,12/01/2019,CAN,DLC
CZ6322,12/01/2019,CAN,DLC
CZ6485,12/01/2019,CAN,DLC
CZ3481,12/01/2019,CAN,DLU
FD537,12/01/2019,CAN,DMK
SL901,12/01/2019,CAN,DMK
QR875,12/01/2019,CAN,DOH
HU7244,12/01/2019,CAN,DOY
CZ625,12/01/2019,CAN,DPS
CZ8481,12/01/2019,CAN,DPS
JT2626,12/01/2019,CAN,DPS
CZ383,12/01/2019,CAN,DXB
CZ8447,12/01/2019,CAN,DXB
EK363,12/01/2019,CAN,DXB
CZ3245,12/01/2019,CAN,DYG
CZ3381,12/01/2019,CAN,DYG
CZ3647,12/01/2019,CAN,FOC
CZ3649,12/01/2019,CAN,FOC
CZ3877,12/01/2019,CAN,FOC
MF8324,12/01/2019,CAN,FOC
MF8326,12/01/2019,CAN,FOC
MF8348,12/01/2019,CAN,FOC
CZ6915,12/01/2019,CAN,FUG
CA4583,12/01/2019,CAN,GYS
AQ1025,12/01/2019,CAN,HAK
CZ340,12/01/2019,CAN,HAK
CZ6772,12/01/2019,CAN,HAK
CZ6774,12/01/2019,CAN,HAK
CZ6776,12/01/2019,CAN,HAK
CZ6778,12/01/2019,CAN,HAK
CZ6784,12/01/2019,CAN,HAK
CZ6790,12/01/2019,CAN,HAK
CZ6792,12/01/2019,CAN,HAK
HU7002,12/01/2019,CAN,HAK
HU7004,12/01/2019,CAN,HAK
HU7006,12/01/2019,CAN,HAK
HU7008,12/01/2019,CAN,HAK
HU7010,12/01/2019,CAN,HAK
CZ3049,12/01/2019,CAN,HAN
CZ371,12/01/2019,CAN,HAN
CZ8315,12/01/2019,CAN,HAN
VN507,12/01/2019,CAN,HAN
CZ3299,12/01/2019,CAN,HDG
AY98,12/01/2019,CAN,HEL
CA1382,12/01/2019,CAN,HET
CZ3197,12/01/2019,CAN,HET
CZ354,12/01/2019,CAN,HET
JD5719,12/01/2019,CAN,HET
AQ1101,12/01/2019,CAN,HFE
CZ3813,12/01/2019,CAN,HFE
CZ3815,12/01/2019,CAN,HFE
CZ3817,12/01/2019,CAN,HFE
MU5226,12/01/2019,CAN,HFE
MU5288,12/01/2019,CAN,HFE
ZH9985,12/01/2019,CAN,HFE
ZH9989,12/01/2019,CAN,HFE
3U8422,12/01/2019,CAN,HGH
CA1720,12/01/2019,CAN,HGH
CA1722,12/01/2019,CAN,HGH
CA1726,12/01/2019,CAN,HGH
CA1728,12/01/2019,CAN,HGH
CA1730,12/01/2019,CAN,HGH
CZ3373,12/01/2019,CAN,HGH
CZ3501,12/01/2019,CAN,HGH
CZ3511,12/01/2019,CAN,HGH
CZ3521,12/01/2019,CAN,HGH
CZ3801,12/01/2019,CAN,HGH
CZ3803,12/01/2019,CAN,HGH
CZ3819,12/01/2019,CAN,HGH
CZ3829,12/01/2019,CAN,HGH
CZ3847,12/01/2019,CAN,HGH
CZ3869,12/01/2019,CAN,HGH
FM9352,12/01/2019,CAN,HGH
GJ8700,12/01/2019,CAN,HGH
GJ8990,12/01/2019,CAN,HGH
HU7261,12/01/2019,CAN,HGH
HU7361,12/01/2019,CAN,HGH
HU7461,12/01/2019,CAN,HGH
JD5269,12/01/2019,CAN,HGH
MF8320,12/01/2019,CAN,HGH
MF8382,12/01/2019,CAN,HGH
MU5212,12/01/2019,CAN,HGH
MU5216,12/01/2019,CAN,HGH
MU5218,12/01/2019,CAN,HGH
ZH9979,12/01/2019,CAN,HGH
ZH9981,12/01/2019,CAN,HGH
ZH9983,12/01/2019,CAN,HGH
MU2870,12/01/2019,CAN,HIA
KA781,12/01/2019,CAN,HKG
KA789,12/01/2019,CAN,HKG
9C8771,12/01/2019,CAN,HKT
CZ6053,12/01/2019,CAN,HKT
CZ6057,12/01/2019,CAN,HKT
CZ6063,12/01/2019,CAN,HKT
CZ3085,12/01/2019,CAN,HND
CZ385,12/01/2019,CAN,HND
JL88,12/01/2019,CAN,HND
NH924,12/01/2019,CAN,HND
CZ3227,12/01/2019,CAN,HRB
CZ3615,12/01/2019,CAN,HRB
CZ3623,12/01/2019,CAN,HRB
CZ3905,12/01/2019,CAN,HRB
ZH9671,12/01/2019,CAN,HRB
ZH9673,12/01/2019,CAN,HRB
MU2475,12/01/2019,CAN,HYN
ZH9967,12/01/2019,CAN,HYN
HU7551,12/01/2019,CAN,HZG
CZ3061,12/01/2019,CAN,ICN
CZ337,12/01/2019,CAN,ICN
CZ339,12/01/2019,CAN,ICN
KE866,12/01/2019,CAN,ICN
OZ356,12/01/2019,CAN,ICN
OZ370,12/01/2019,CAN,ICN
CZ3269,12/01/2019,CAN,INC
JD5307,12/01/2019,CAN,INC
TK73,12/01/2019,CAN,IST
SV883,12/01/2019,CAN,JED
CZ399,12/01/2019,CAN,JFK
CZ3945,12/01/2019,CAN,JGS
AK1395,12/01/2019,CAN,JHB
OD665,12/01/2019,CAN,JHB
AQ1103,12/01/2019,CAN,JHG
MF8386,12/01/2019,CAN,JJN
ZH9655,12/01/2019,CAN,JJN
ZH9835,12/01/2019,CAN,JJN
CZ3519,12/01/2019,CAN,JNG
AQ1053,12/01/2019,CAN,KHN
AQ1267,12/01/2019,CAN,KHN
CZ3423,12/01/2019,CAN,KHN
CZ3535,12/01/2019,CAN,KHN
MU5232,12/01/2019,CAN,KHN
9C6159,12/01/2019,CAN,KIX
CZ389,12/01/2019,CAN,KIX
CZ393,12/01/2019,CAN,KIX
3U8206,12/01/2019,CAN,KMG
8L9976,12/01/2019,CAN,KMG
CZ3145,12/01/2019,CAN,KMG
CZ3407,12/01/2019,CAN,KMG
CZ3409,12/01/2019,CAN,KMG
CZ3419,12/01/2019,CAN,KMG
CZ3449,12/01/2019,CAN,KMG
CZ3489,12/01/2019,CAN,KMG
CZ3499,12/01/2019,CAN,KMG
KY8280,12/01/2019,CAN,KMG
MU5734,12/01/2019,CAN,KMG
MU5736,12/01/2019,CAN,KMG
MU5738,12/01/2019,CAN,KMG
MU5740,12/01/2019,CAN,KMG
MU5742,12/01/2019,CAN,KMG
MU5744,12/01/2019,CAN,KMG
MU5746,12/01/2019,CAN,KMG
AQ1009,12/01/2019,CAN,KOS
QD703,12/01/2019,CAN,KOS
CZ3637,12/01/2019,CAN,KOW
CZ3067,12/01/2019,CAN,KTM
