Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.89649,0.87834,0.23558,0.12007,0.18542,0.55582,0.74491,0.69329,0.4936,0.26111,0.33047,0.54817,0.68708,0.60918,0.37464,0.33505,
5 to 9,0.93806,7.55291,2.14314,0.30185,0.16521,0.20965,0.73822,1.03923,0.89356,0.47098,0.37483,0.54939,0.6298,0.86065,0.9795,0.42468,
10 to 14,0.38293,1.04882,10.87675,3.20742,0.20385,0.11374,0.44509,0.82847,1.308,0.68451,0.51346,0.37434,0.39903,0.67281,0.79159,0.57755,
15 to 19,0.24513,0.27141,0.88019,9.79932,2.11792,0.39942,0.22275,0.40692,0.96442,1.17051,0.7084,0.49953,0.4171,0.38178,0.78863,0.45788,
20 to 24,0.35406,0.18454,0.30051,0.86715,2.95295,1.52605,0.81241,0.61085,0.91844,1.07292,1.04115,0.75375,0.52332,0.44424,0.28507,0.2052,
25 to 29,0.67005,0.36786,0.23067,0.35188,1.22265,3.14378,1.69537,1.40712,1.4212,1.16086,1.51829,1.34321,0.92376,0.62905,0.52979,0.22078,
30 to 34,0.96836,0.75774,0.36734,0.24346,0.80585,1.72321,2.76952,1.77131,1.86668,1.4027,1.35879,1.521,1.08526,0.90539,0.51416,0.37682,
35 to 39,0.77156,0.85326,0.67123,0.4091,0.74924,1.41976,1.86481,3.11618,2.23739,1.71082,1.41951,1.29403,1.16507,0.84258,0.89532,0.46089,
40 to 44,0.40238,0.62274,0.84745,0.59834,0.68224,1.25517,1.46777,2.20771,3.53129,1.91811,1.96254,1.54946,1.06512,0.80111,0.93773,0.49027,
45 to 49,0.25352,0.25303,0.45631,0.63606,0.92606,1.04449,1.21165,1.50608,2.13834,2.69972,2.17256,1.34388,0.94742,0.53267,0.77033,0.50245,
50 to 54,0.29203,0.16774,0.22144,0.26859,0.62441,1.09227,0.97204,1.1638,1.54401,1.52723,2.3015,1.63593,0.91725,0.59486,0.58432,0.52815,
55 to 59,0.26366,0.17534,0.13116,0.10913,0.35146,0.59503,0.74687,0.69026,0.67604,0.81191,1.2392,1.82558,1.08551,0.68658,0.51057,0.34405,
60 to 64,0.19023,0.17392,0.10266,0.06659,0.1327,0.24495,0.33541,0.40309,0.42648,0.33745,0.4393,0.6632,1.26571,0.73807,0.97797,0.28999,
65 to 69,0.14678,0.12141,0.10266,0.05508,0.04836,0.0735,0.12861,0.20978,0.20888,0.15259,0.14973,0.24267,0.46556,1.18893,0.94403,0.41095,
70 to 74,0.10088,0.06418,0.08106,0.03664,0.05406,0.04029,0.06685,0.13197,0.15639,0.13942,0.10756,0.12778,0.29943,0.40041,1.28543,0.38755,
75+,0.05177,0.04929,0.06881,0.02409,0.04452,0.02436,0.06291,0.05356,0.07539,0.11736,0.09426,0.08621,0.12482,0.18876,0.43666,0.37499,
