Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.77199,1.11388,0.56063,0.34583,0.48585,0.75626,0.64027,0.58179,0.42842,0.29288,0.40525,0.57129,0.60419,0.36866,0.21802,0.20361,
5 to 9,1.40357,7.38788,2.62911,0.73676,0.4168,0.40679,0.79858,0.8937,0.65353,0.45962,0.43657,0.63935,0.6426,0.58609,0.57242,0.31788,
10 to 14,0.95455,1.77064,9.16692,2.81651,0.53409,0.26816,0.67371,0.85003,0.77792,0.55597,0.55834,0.43124,0.42523,0.50918,0.51056,0.43351,
15 to 19,0.66512,0.69691,1.21365,6.47838,2.55435,0.8419,0.4055,0.65312,0.77853,0.88935,0.67263,0.57257,0.4767,0.30925,0.47029,0.43317,
20 to 24,0.97779,0.41672,0.62396,1.78641,3.82432,2.2318,1.09482,0.71359,0.85113,0.86325,0.83924,0.66282,0.51927,0.33531,0.13727,0.13809,
25 to 29,1.24356,0.86146,0.53731,0.93465,2.21057,3.14051,1.95536,1.42603,1.17596,0.98209,1.20065,1.0943,0.85914,0.5446,0.23536,0.10066,
30 to 34,1.28693,1.0343,0.68952,0.64817,1.41036,2.13596,2.40274,1.77452,1.58258,1.12152,1.15321,1.22229,0.99194,0.71195,0.17976,0.1521,
35 to 39,1.06361,0.99007,0.83561,0.85848,1.14341,1.64479,1.97149,2.27875,1.74079,1.29794,1.09666,0.94699,1.00421,0.48163,0.31863,0.19025,
40 to 44,0.76843,0.84938,0.88835,0.92368,0.99111,1.35101,1.53753,2.0078,2.00892,1.35442,1.47693,1.07465,0.94218,0.5307,0.33234,0.18745,
45 to 49,0.56213,0.45139,0.59047,0.82754,1.08037,1.15889,1.22888,1.35674,1.56253,1.36104,1.55599,0.92492,0.87246,0.37517,0.21249,0.24333,
50 to 54,0.70053,0.3996,0.41388,0.47261,0.77835,1.10342,1.0272,1.0445,1.18383,1.07546,1.26665,1.082,0.81003,0.4489,0.15781,0.18503,
55 to 59,0.64207,0.44313,0.27694,0.25228,0.50333,0.62679,0.77495,0.63041,0.49185,0.5596,0.83927,0.79702,0.81585,0.4008,0.12953,0.07679,
60 to 64,0.48085,0.44195,0.23078,0.20229,0.27445,0.37102,0.46043,0.46788,0.4017,0.29092,0.38272,0.51123,0.47246,0.3884,0.26613,0.07593,
65 to 69,0.36838,0.29092,0.22794,0.15047,0.13155,0.16017,0.21596,0.26801,0.19847,0.14043,0.12222,0.18177,0.27764,0.21985,0.2286,0.11224,
70 to 74,0.2501,0.15808,0.18276,0.0958,0.12755,0.06452,0.08856,0.14574,0.11754,0.08283,0.06365,0.06673,0.14032,0.1372,0.20506,0.12074,
75+,0.12381,0.11139,0.1354,0.0601,0.10038,0.03722,0.07833,0.05559,0.05169,0.08019,0.0539,0.04091,0.05483,0.05924,0.11233,0.06659,
