Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.53558,1.58455,0.71063,0.4079,0.57209,0.92774,0.81937,0.8554,0.66763,0.39715,0.48821,0.69615,0.7239,0.45479,0.23305,0.21993,
5 to 9,2.01101,6.46662,2.55525,0.83513,0.44656,0.45907,0.93567,1.18036,1.04804,0.72576,0.54583,0.78816,0.72983,0.68932,0.64791,0.28509,
10 to 14,1.16783,2.12173,7.09627,2.77369,0.49777,0.23837,0.65063,0.92395,1.0557,0.74378,0.66137,0.47149,0.42541,0.51299,0.4496,0.37623,
15 to 19,0.71904,0.76812,1.31538,7.37582,2.78563,0.9035,0.44269,0.80961,0.94938,1.11782,0.87656,0.70689,0.47301,0.33896,0.37383,0.29816,
20 to 24,1.12247,0.46876,0.64097,2.12524,4.26952,2.20474,1.10603,0.79266,1.00527,0.90743,0.90352,0.69706,0.58011,0.37751,0.10103,0.09789,
25 to 29,1.63446,1.08211,0.5714,1.1133,2.37466,3.23608,1.92317,1.51472,1.39734,1.12832,1.33089,1.14027,0.94781,0.67326,0.19974,0.08665,
30 to 34,1.80179,1.412,0.80542,0.83032,1.56478,2.15983,2.44362,1.83846,1.81906,1.36305,1.35885,1.36506,1.06795,0.77176,0.17688,0.1241,
35 to 39,1.55105,1.44617,1.06391,1.08933,1.35497,1.74138,2.0283,2.47265,2.01469,1.59252,1.35923,1.16035,1.20545,0.52491,0.30459,0.19553,
40 to 44,1.04947,1.23953,1.18858,1.2362,1.17257,1.48256,1.63415,2.19224,2.42753,1.65436,1.82904,1.3811,1.17029,0.69106,0.29711,0.18813,
45 to 49,0.71318,0.62762,0.75111,1.10905,1.25298,1.22609,1.32357,1.50337,1.86625,1.7216,1.88763,1.1839,1.11242,0.50393,0.23341,0.18086,
50 to 54,0.86569,0.48974,0.48517,0.64422,0.93422,1.17906,1.05306,1.19351,1.43839,1.29323,1.62684,1.33948,1.03332,0.63615,0.20602,0.20425,
55 to 59,0.79023,0.53177,0.30829,0.32743,0.5825,0.67954,0.79658,0.69066,0.62213,0.72714,1.05644,1.05302,1.01947,0.50325,0.14617,0.10746,
60 to 64,0.5804,0.51435,0.24413,0.22873,0.33139,0.4147,0.46191,0.46282,0.47993,0.3709,0.46991,0.59819,0.54244,0.4407,0.23061,0.07456,
65 to 69,0.45242,0.35075,0.24391,0.16913,0.14726,0.17715,0.21198,0.25508,0.23638,0.18723,0.15251,0.20382,0.28411,0.22064,0.18524,0.10956,
70 to 74,0.30011,0.18246,0.18554,0.08673,0.11391,0.05257,0.06815,0.11521,0.10795,0.08835,0.066,0.06208,0.10925,0.0998,0.16886,0.08591,
75+,0.15185,0.13389,0.15184,0.05757,0.0922,0.03131,0.05975,0.04584,0.05122,0.07611,0.05381,0.04316,0.04395,0.04651,0.08901,0.05158,
