Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.68251,1.77512,0.93919,0.5516,0.7304,1.19465,1.05268,1.23177,0.78895,0.57779,0.47733,0.6079,0.69914,0.33299,0.19515,0.28583,
5 to 9,1.98678,7.33212,2.73614,0.90789,0.47008,0.54303,1.07228,1.39136,1.0529,0.9342,0.50894,0.70162,0.57164,0.43153,0.53271,0.29113,
10 to 14,1.10528,2.05895,6.80026,2.51152,0.48192,0.25197,0.71263,1.03732,0.86846,0.85771,0.59323,0.42538,0.36401,0.37303,0.36816,0.36633,
15 to 19,0.69319,0.71877,1.28041,6.35601,2.37869,0.78099,0.38423,0.73153,0.70345,1.00926,0.60977,0.5051,0.36356,0.24165,0.27387,0.26814,
20 to 24,1.04071,0.4603,0.67886,1.94029,3.70016,2.0652,1.02461,0.70227,0.81116,0.754,0.64825,0.52291,0.45402,0.2579,0.06147,0.09672,
25 to 29,1.47199,1.01501,0.61235,1.01421,2.17235,3.11039,1.86872,1.4255,1.24988,1.01144,1.1039,0.9207,0.80241,0.58152,0.10058,0.05145,
30 to 34,1.61796,1.19331,0.78756,0.73207,1.43091,2.07205,2.28308,1.67375,1.57757,1.20922,1.15594,1.15239,0.86766,0.61074,0.09721,0.06311,
35 to 39,1.4561,1.29436,1.00209,0.95914,1.23176,1.69396,1.91955,2.21439,1.75107,1.40406,1.19961,1.04598,0.98992,0.35139,0.13006,0.10439,
40 to 44,1.03482,1.15701,1.10927,1.01223,1.02212,1.43414,1.54863,2.00833,2.04931,1.43695,1.60259,1.27318,1.00891,0.52572,0.15006,0.10102,
45 to 49,0.75112,0.62386,0.76439,0.93853,1.06297,1.17181,1.26335,1.38301,1.62093,1.47395,1.67499,1.12546,1.0195,0.49611,0.14315,0.16506,
50 to 54,0.89078,0.49023,0.51365,0.51901,0.77284,1.07103,0.98228,1.09312,1.25854,1.152,1.38771,1.25388,0.93151,0.59115,0.16845,0.1674,
55 to 59,0.80383,0.53103,0.33732,0.27961,0.50318,0.62927,0.75457,0.64038,0.5632,0.68561,0.97286,0.97322,0.95753,0.47711,0.12318,0.1169,
60 to 64,0.58759,0.50216,0.25173,0.1926,0.28493,0.37499,0.41096,0.38496,0.38876,0.31897,0.39609,0.52538,0.44563,0.40764,0.17598,0.06162,
65 to 69,0.47895,0.3514,0.24625,0.14915,0.13374,0.1687,0.20498,0.21603,0.17414,0.16696,0.12623,0.16897,0.25033,0.17243,0.1368,0.08576,
70 to 74,0.33412,0.18848,0.19379,0.08215,0.10649,0.04958,0.06173,0.09106,0.0731,0.05983,0.04601,0.04817,0.08638,0.082,0.11334,0.07596,
75+,0.16511,0.14138,0.16562,0.05449,0.0869,0.02679,0.05638,0.03715,0.03304,0.05112,0.03265,0.03153,0.0335,0.03201,0.06736,0.03558,
