Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.77546,0.88237,0.20317,0.14182,0.28812,0.61515,0.78398,0.90561,0.54475,0.33951,0.55344,0.88218,1.09707,0.66225,0.33747,0.34578,
5 to 9,0.81873,8.42818,2.29464,0.34194,0.23301,0.26314,0.67897,1.18327,1.00059,0.66786,0.56946,0.8869,0.99882,0.9376,0.8822,0.43817,
10 to 14,0.30038,1.04982,11.67326,3.80792,0.27935,0.14284,0.45725,0.84981,1.2407,0.89615,0.7944,0.58506,0.64287,0.71807,0.68146,0.59,
15 to 19,0.20409,0.2411,0.81058,11.76772,2.64768,0.4741,0.23583,0.42178,0.80669,1.20434,0.99148,0.74981,0.66048,0.40411,0.61888,0.47154,
20 to 24,0.25697,0.16403,0.2464,0.89139,3.65134,1.63534,0.75959,0.57139,0.78256,0.93108,1.16519,0.88984,0.70444,0.47144,0.22189,0.19142,
25 to 29,0.40777,0.30889,0.19659,0.38273,1.48826,3.20055,1.58662,1.29334,1.20084,1.0796,1.5352,1.50092,1.18436,0.73155,0.41864,0.19741,
30 to 34,0.61372,0.51122,0.29483,0.2726,0.93194,1.7739,2.5492,1.67053,1.61239,1.29489,1.36843,1.66397,1.38372,0.98263,0.39907,0.32429,
35 to 39,0.6103,0.68731,0.48644,0.40788,0.76951,1.34103,1.68858,2.8435,1.84167,1.49967,1.30468,1.26912,1.43435,0.86662,0.68028,0.41843,
40 to 44,0.31894,0.59751,0.67592,0.56795,0.73468,1.14209,1.2969,1.91973,2.79082,1.68569,1.7487,1.42048,1.27497,0.90043,0.73888,0.42034,
45 to 49,0.1886,0.26795,0.40851,0.63257,0.97276,0.9967,1.07069,1.28976,1.73277,2.32542,2.01202,1.27417,1.13162,0.57979,0.56301,0.45208,
50 to 54,0.22036,0.15634,0.20257,0.31369,0.68877,0.97997,0.86157,0.97851,1.21238,1.354,2.15424,1.60389,1.10236,0.68087,0.45779,0.43936,
55 to 59,0.18134,0.15354,0.11356,0.12006,0.37096,0.54952,0.66373,0.60238,0.53109,0.68859,1.17585,1.86379,1.32138,0.69782,0.37461,0.29128,
60 to 64,0.1391,0.1503,0.09087,0.08357,0.17682,0.2887,0.36094,0.42952,0.413,0.3657,0.54537,0.87748,1.46393,0.70297,0.67391,0.23833,
65 to 69,0.10646,0.10569,0.08633,0.06409,0.08015,0.11482,0.15752,0.2483,0.22599,0.19175,0.21951,0.36194,0.62917,0.93747,0.62858,0.33897,
70 to 74,0.07232,0.05549,0.06795,0.03808,0.0801,0.04682,0.06565,0.13902,0.14325,0.14593,0.14552,0.17207,0.37176,0.33355,0.82158,0.31294,
75+,0.03833,0.04271,0.05795,0.02638,0.06413,0.03089,0.06091,0.05651,0.06591,0.12665,0.11883,0.12141,0.15486,0.15738,0.28944,0.29507,
