Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.95937,1.1916,0.49436,0.31158,0.50764,0.89715,0.86082,0.81747,0.57992,0.35136,0.51387,0.77084,0.87385,0.60166,0.28825,0.25785,
5 to 9,1.36088,7.86636,2.73846,0.65916,0.38419,0.43885,0.98827,1.15499,0.92356,0.62649,0.53857,0.80349,0.81936,0.85331,0.76209,0.33445,
10 to 14,0.75085,1.64608,11.2498,3.6795,0.45724,0.23253,0.73702,0.98692,1.05006,0.7199,0.71369,0.51945,0.50321,0.66757,0.57946,0.45799,
15 to 19,0.48714,0.52952,1.16702,9.59491,2.70414,0.74689,0.38104,0.65281,0.87705,1.01805,0.84858,0.67746,0.52721,0.37437,0.49771,0.3741,
20 to 24,0.76421,0.32542,0.49908,1.61116,3.96559,2.08115,1.02521,0.68929,0.871,0.85767,0.94268,0.72808,0.56677,0.41796,0.14834,0.13268,
25 to 29,1.09608,0.76465,0.43861,0.81016,2.09001,3.14247,1.87357,1.38131,1.21,0.99979,1.29247,1.19933,0.93211,0.64796,0.30053,0.12443,
30 to 34,1.21632,1.03181,0.65297,0.58356,1.33509,2.04017,2.47052,1.75854,1.62464,1.19882,1.23555,1.37411,1.08635,0.85581,0.27658,0.19538,
35 to 39,1.03708,1.04046,0.87705,0.83664,1.10694,1.57347,1.96144,2.40774,1.82934,1.4068,1.19437,1.0944,1.16703,0.72606,0.49363,0.2929,
40 to 44,0.69315,0.88625,0.98003,0.97524,0.99886,1.30686,1.50848,2.02029,2.23967,1.48312,1.58873,1.23644,1.04107,0.76484,0.50268,0.29132,
45 to 49,0.46684,0.44333,0.61265,0.89094,1.13891,1.12334,1.20484,1.35347,1.64865,1.59067,1.68134,1.06935,0.92622,0.47735,0.38958,0.29225,
50 to 54,0.56165,0.33364,0.38042,0.4874,0.80705,1.0865,0.99863,1.03921,1.21387,1.15313,1.45854,1.25099,0.87198,0.56388,0.30236,0.29026,
55 to 59,0.51344,0.36425,0.24015,0.23941,0.51202,0.63725,0.78569,0.64902,0.53744,0.63046,0.97848,1.06845,0.95189,0.52619,0.22251,0.16599,
60 to 64,0.37414,0.34943,0.18846,0.16664,0.25595,0.34906,0.43955,0.46489,0.41767,0.31945,0.42814,0.59914,0.61056,0.48754,0.37542,0.12348,
65 to 69,0.28709,0.23651,0.18732,0.12673,0.12233,0.15063,0.20377,0.26676,0.22272,0.16401,0.15584,0.22704,0.34984,0.36314,0.31949,0.17986,
70 to 74,0.19028,0.12431,0.14483,0.07499,0.11352,0.05894,0.08499,0.14054,0.12521,0.1073,0.09223,0.09323,0.18306,0.18638,0.31213,0.1578,
75+,0.09697,0.09146,0.11779,0.05042,0.09245,0.03548,0.07457,0.05566,0.05895,0.09323,0.07633,0.06395,0.07397,0.08785,0.15672,0.10454,
