Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.19987,1.54877,0.88224,0.52095,0.67253,1.03992,1.00463,1.00433,0.76592,0.39282,0.50064,0.64862,0.69071,0.40061,0.19842,0.17294,
5 to 9,1.67906,7.39265,2.87781,0.84784,0.42873,0.44932,0.96378,1.10702,0.96387,0.62697,0.48425,0.65702,0.61724,0.55862,0.41462,0.25767,
10 to 14,0.98174,1.98096,8.29035,2.79873,0.444,0.22966,0.6554,0.80981,0.85897,0.57525,0.57466,0.38035,0.38626,0.3941,0.28348,0.27778,
15 to 19,0.63199,0.6754,1.25948,6.86727,2.29872,0.69298,0.3538,0.5465,0.63345,0.70621,0.62739,0.50713,0.36883,0.25351,0.24795,0.24357,
20 to 24,0.89081,0.41028,0.62259,1.72476,3.47948,1.82672,0.94205,0.63586,0.7448,0.59303,0.64963,0.48291,0.36555,0.26405,0.06586,0.0786,
25 to 29,1.31999,0.94203,0.5943,0.92752,2.00691,2.66649,1.75149,1.34462,1.17752,0.9043,1.06414,0.8342,0.63667,0.48131,0.13093,0.05958,
30 to 34,1.52206,1.21037,0.81603,0.67603,1.33898,1.92879,2.23252,1.71797,1.63334,1.22646,1.18519,1.04911,0.75898,0.60539,0.12462,0.07678,
35 to 39,1.36653,1.28394,1.0332,0.90783,1.10846,1.54236,1.91788,2.23141,1.84429,1.45086,1.22685,0.92591,0.93326,0.38593,0.19414,0.12478,
40 to 44,0.97614,1.1474,1.13894,0.9665,0.93874,1.27509,1.51155,2.02984,2.11026,1.48279,1.63385,1.09579,0.89448,0.56549,0.20634,0.143,
45 to 49,0.66217,0.59203,0.73914,0.85887,0.97197,1.04944,1.23363,1.40255,1.67772,1.50562,1.71195,0.99617,0.87236,0.41648,0.16997,0.17494,
50 to 54,0.7696,0.45116,0.48459,0.47668,0.70149,0.95535,0.956,1.07907,1.26521,1.1392,1.39418,1.06222,0.819,0.54072,0.19891,0.23948,
55 to 59,0.69167,0.48447,0.31156,0.24664,0.43796,0.51489,0.66318,0.58005,0.50088,0.59286,0.84825,0.76801,0.72733,0.42105,0.1353,0.13983,
60 to 64,0.51576,0.48002,0.25174,0.18342,0.23418,0.29401,0.3613,0.39383,0.38013,0.30099,0.39213,0.457,0.37953,0.35675,0.21151,0.0748,
65 to 69,0.4183,0.33535,0.24619,0.14534,0.12188,0.14068,0.18748,0.22386,0.19478,0.15686,0.14132,0.18897,0.25017,0.1863,0.16423,0.10349,
70 to 74,0.2879,0.17473,0.18798,0.08345,0.1078,0.04976,0.06649,0.10953,0.09799,0.07884,0.07167,0.06416,0.11017,0.10799,0.13764,0.12327,
75+,0.14011,0.12957,0.15675,0.05405,0.0865,0.02708,0.05858,0.04341,0.04362,0.06496,0.05288,0.04539,0.0405,0.04144,0.09765,0.04472,
