Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.08803,1.03352,0.26318,0.15696,0.23467,0.68168,0.85066,0.74838,0.49953,0.31824,0.50001,1.08098,1.29233,0.94184,0.30729,0.37151,
5 to 9,1.02902,8.68448,2.34183,0.35857,0.17756,0.31453,0.99046,1.09372,0.82165,0.56745,0.53711,1.10544,1.19168,1.34729,0.82652,0.47968,
10 to 14,0.49515,1.31336,11.50764,3.52654,0.22142,0.17161,0.74045,0.96984,1.03052,0.69232,0.71039,0.70294,0.73496,1.0531,0.65557,0.65679,
15 to 19,0.32608,0.37347,0.86235,10.6134,1.68989,0.53188,0.34079,0.53419,0.86961,1.0341,0.85135,0.86483,0.73134,0.56743,0.55951,0.53572,
20 to 24,0.49143,0.21811,0.29271,0.88951,2.90327,2.11711,1.23633,0.83264,1.06885,1.07339,1.20264,1.04718,0.73554,0.57427,0.191,0.20943,
25 to 29,0.82941,0.56327,0.26057,0.41183,1.66347,3.7446,2.29136,1.68296,1.51532,1.2941,1.71884,1.73549,1.14731,0.73959,0.38939,0.20953,
30 to 34,0.9139,0.92686,0.44141,0.29661,1.12863,2.18755,3.3891,2.07079,1.95014,1.49363,1.56705,1.90305,1.35619,1.09268,0.34092,0.32456,
35 to 39,0.74637,0.88839,0.63905,0.47829,1.05021,1.74429,2.35732,3.15168,2.16507,1.7125,1.4926,1.38492,1.36273,1.16357,0.63833,0.43792,
40 to 44,0.43839,0.65409,0.66749,0.62564,0.92098,1.50403,1.83222,2.39945,2.95642,1.83995,2.01267,1.50268,1.11386,1.00059,0.66807,0.4426,
45 to 49,0.29849,0.31905,0.39497,0.56574,0.9888,1.27863,1.4742,1.62032,2.00812,2.26731,2.15859,1.30452,0.90081,0.55464,0.51619,0.49013,
50 to 54,0.37958,0.23676,0.22717,0.279,0.7319,1.24922,1.20826,1.24508,1.48304,1.43249,2.14539,1.64704,0.91326,0.61372,0.37968,0.48163,
55 to 59,0.32961,0.26966,0.14077,0.12383,0.35993,0.60867,0.84486,0.65753,0.54233,0.64807,1.05559,1.74883,1.06612,0.70181,0.29783,0.28886,
60 to 64,0.24667,0.24604,0.10935,0.08139,0.1404,0.24787,0.39437,0.42579,0.34578,0.26906,0.38598,0.75771,1.1543,0.75678,0.51083,0.22259,
65 to 69,0.17346,0.16375,0.10865,0.06298,0.04921,0.0842,0.163,0.24211,0.18445,0.12755,0.14551,0.32957,0.57752,0.955,0.45527,0.31619,
70 to 74,0.11642,0.08699,0.08797,0.03989,0.05926,0.04964,0.09151,0.15117,0.1363,0.12446,0.11177,0.17311,0.358,0.37514,0.57493,0.28143,
75+,0.06753,0.07113,0.07357,0.03141,0.05241,0.03711,0.08495,0.06016,0.065,0.12015,0.11009,0.13056,0.14984,0.18851,0.21169,0.24767,
