Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.95635,0.87702,0.26202,0.16758,0.29511,0.62732,0.80456,0.83388,0.49362,0.22943,0.32953,0.53867,0.66306,0.48855,0.27168,0.2546,
5 to 9,0.95431,8.41357,2.44385,0.42421,0.29609,0.31055,0.80492,1.09579,0.88004,0.45037,0.39704,0.57223,0.60518,0.68009,0.70648,0.32209,
10 to 14,0.41113,1.2029,12.07148,3.75503,0.36322,0.17681,0.53245,0.81912,1.01941,0.56616,0.57092,0.39791,0.37712,0.51992,0.57919,0.44001,
15 to 19,0.25937,0.30608,0.89861,11.2051,2.78931,0.59562,0.28437,0.42452,0.71772,0.87696,0.72572,0.51507,0.41156,0.2918,0.52362,0.35087,
20 to 24,0.34012,0.20401,0.32014,1.12942,4.58715,2.11967,1.03149,0.70999,0.88098,0.86122,0.98201,0.74388,0.56152,0.35217,0.20508,0.15387,
25 to 29,0.54853,0.39156,0.25292,0.49215,1.94026,3.99974,1.98456,1.5124,1.34591,1.07773,1.38147,1.29836,0.97517,0.50119,0.38571,0.16227,
30 to 34,0.82637,0.6514,0.37475,0.34264,1.2597,2.19135,3.31124,1.93135,1.77899,1.31952,1.29584,1.45727,1.17321,0.76638,0.38694,0.27596,
35 to 39,0.86304,0.80677,0.63268,0.52727,1.07878,1.67983,2.16107,3.27561,2.05075,1.53588,1.2911,1.16227,1.2072,0.71528,0.63754,0.34528,
40 to 44,0.58319,0.84481,0.90913,0.75517,0.9769,1.41182,1.63238,2.28933,2.98536,1.64879,1.72077,1.33431,1.06628,0.67135,0.71562,0.35698,
45 to 49,0.27767,0.34074,0.50285,0.82901,1.31414,1.24644,1.29595,1.4917,1.84683,2.15094,1.86264,1.15225,0.94756,0.39586,0.53563,0.39584,
50 to 54,0.30174,0.20486,0.29416,0.45928,0.95903,1.29572,1.03105,1.09361,1.29828,1.24916,1.87942,1.34696,0.86382,0.4472,0.42604,0.37871,
55 to 59,0.2652,0.20293,0.15348,0.16605,0.55482,0.80954,0.84049,0.65353,0.5546,0.65114,1.01543,1.49589,1.02723,0.53032,0.35291,0.25075,
60 to 64,0.2068,0.19379,0.11034,0.09726,0.23082,0.38622,0.48907,0.46846,0.39848,0.3097,0.42886,0.65367,1.1056,0.55831,0.66314,0.21044,
65 to 69,0.16123,0.13728,0.1119,0.0765,0.08759,0.11547,0.17461,0.24695,0.18797,0.12622,0.14545,0.24358,0.43709,0.82656,0.59359,0.28763,
70 to 74,0.1066,0.07196,0.09336,0.05037,0.10049,0.05891,0.09061,0.14735,0.13589,0.11491,0.1069,0.12491,0.27384,0.27864,0.80651,0.26742,
75+,0.0611,0.06001,0.08167,0.03872,0.08642,0.04588,0.08466,0.06285,0.06903,0.11043,0.10169,0.09542,0.11861,0.13906,0.28478,0.24783,
