Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.90079,1.23731,0.52183,0.25891,0.53093,1.05141,0.94448,0.76792,0.41296,0.26082,0.39914,0.70048,0.74305,0.49209,0.28749,0.29009,
5 to 9,1.21047,6.42064,2.42621,0.51127,0.25918,0.35533,0.97964,1.02825,0.64417,0.32078,0.29055,0.42826,0.42749,0.46116,0.59037,0.30629,
10 to 14,0.69932,1.68921,10.78401,3.26278,0.35905,0.1695,0.66582,0.98203,0.88993,0.45751,0.40942,0.28905,0.23002,0.29577,0.40343,0.52167,
15 to 19,0.44537,0.52924,1.08645,8.45746,2.31544,0.63878,0.30874,0.53863,0.80123,0.84589,0.57375,0.36642,0.26282,0.15188,0.31392,0.30194,
20 to 24,0.85583,0.33689,0.49533,1.36889,3.42065,2.05436,0.97156,0.56244,0.70925,0.8586,0.83398,0.61152,0.38661,0.26011,0.09424,0.10659,
25 to 29,1.28808,0.86825,0.41551,0.66084,1.87666,2.83117,1.79538,1.18537,0.9627,0.83203,1.10605,1.06318,0.72011,0.38086,0.24742,0.09362,
30 to 34,1.31493,1.22254,0.65768,0.4509,1.12837,1.87262,2.25852,1.58879,1.32633,0.97913,0.96284,1.10518,0.81204,0.53624,0.24721,0.19394,
35 to 39,1.10168,1.21516,0.95839,0.7225,0.91814,1.41619,1.89241,2.09082,1.59687,1.14353,0.95613,0.83411,0.86612,0.53455,0.46967,0.4155,
40 to 44,0.74825,1.02025,1.0157,0.88876,0.84252,1.15697,1.38512,1.83609,1.94688,1.32771,1.30269,0.96278,0.67189,0.39206,0.40772,0.42203,
45 to 49,0.55694,0.50199,0.62117,0.79735,1.08476,1.04467,1.11177,1.18549,1.49036,1.45666,1.47849,0.79727,0.59163,0.22111,0.22677,0.30594,
50 to 54,0.74534,0.41545,0.40076,0.45817,0.8097,1.09846,0.95167,0.8799,1.01434,1.06569,1.30811,1.07208,0.53282,0.23301,0.17382,0.23693,
55 to 59,0.70887,0.47977,0.25497,0.19801,0.48121,0.61909,0.76294,0.5382,0.41231,0.47888,0.791,0.88919,0.70367,0.2727,0.10611,0.06203,
60 to 64,0.47999,0.45276,0.19722,0.13596,0.19686,0.29295,0.40989,0.42711,0.29109,0.21504,0.2923,0.48014,0.48962,0.34283,0.26088,0.042,
65 to 69,0.347,0.2928,0.18455,0.0959,0.09195,0.11239,0.17517,0.22301,0.1433,0.09765,0.10337,0.16051,0.27038,0.23461,0.20971,0.08697,
70 to 74,0.24466,0.17583,0.16747,0.07207,0.10268,0.06368,0.10534,0.15324,0.11819,0.09031,0.07656,0.08786,0.17624,0.16776,0.2308,0.1134,
75+,0.12308,0.12371,0.1331,0.0463,0.08361,0.03705,0.08866,0.06124,0.06254,0.08694,0.06163,0.05332,0.0683,0.06975,0.12474,0.06638,
