Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.28929,1.23764,0.48824,0.25833,0.42031,0.7409,0.67396,0.61148,0.41544,0.20526,0.24244,0.32529,0.33779,0.17168,0.09526,0.08926,
5 to 9,1.35588,8.85613,2.8298,0.5369,0.29661,0.37493,0.7791,0.84807,0.6619,0.36878,0.31787,0.35304,0.29676,0.24568,0.2438,0.11943,
10 to 14,0.77128,1.54238,11.49813,3.63086,0.36702,0.19966,0.67862,0.80936,0.81803,0.47364,0.49064,0.30616,0.21194,0.21639,0.20454,0.1918,
15 to 19,0.49619,0.49734,1.11339,10.04813,2.51671,0.82271,0.4205,0.71277,0.87769,0.95043,0.7594,0.55921,0.3375,0.19685,0.23456,0.19152,
20 to 24,0.73492,0.28846,0.45684,1.56067,3.54585,2.17389,1.09689,0.76431,0.97406,0.84154,0.89285,0.66794,0.5424,0.30011,0.10697,0.08574,
25 to 29,1.01373,0.71991,0.41489,0.80745,2.03994,3.15429,1.9508,1.48642,1.31452,1.06947,1.35728,1.19355,0.94271,0.60669,0.21435,0.09273,
30 to 34,1.12211,0.94912,0.67626,0.61714,1.34449,2.12453,2.54566,1.89039,1.74919,1.31676,1.3426,1.41721,1.14408,0.79757,0.24376,0.17225,
35 to 39,0.96827,0.93382,0.87352,0.85919,1.17113,1.66751,2.08563,2.54699,1.99247,1.52361,1.31956,1.16577,1.26198,0.61524,0.41941,0.2544,
40 to 44,0.67498,0.81885,0.91039,0.98708,1.06376,1.40737,1.62368,2.21607,2.43265,1.65776,1.78436,1.38825,1.1771,0.73998,0.48789,0.30849,
45 to 49,0.44274,0.41553,0.58298,0.86114,1.12269,1.21481,1.32852,1.51058,1.86449,1.75981,1.93033,1.17108,1.09264,0.51494,0.36823,0.35403,
50 to 54,0.50355,0.29464,0.36871,0.48441,0.80969,1.16425,1.0961,1.16491,1.37704,1.29519,1.63453,1.38524,0.98052,0.59136,0.24839,0.28528,
55 to 59,0.45595,0.30977,0.22997,0.25337,0.5174,0.68354,0.84898,0.71422,0.61153,0.71147,1.09673,1.18233,1.10115,0.53849,0.19793,0.14456,
60 to 64,0.32985,0.29571,0.17253,0.16324,0.28325,0.39066,0.48962,0.5165,0.47417,0.36565,0.48868,0.67742,0.69232,0.5563,0.39223,0.12059,
65 to 69,0.25717,0.20358,0.174,0.1195,0.12206,0.16667,0.22995,0.2984,0.24986,0.18716,0.17179,0.23712,0.40627,0.3748,0.36329,0.19888,
70 to 74,0.17282,0.10828,0.13183,0.06265,0.10095,0.05948,0.0911,0.1538,0.14053,0.11667,0.09631,0.09712,0.1991,0.20051,0.35483,0.19756,
75+,0.08585,0.07813,0.10814,0.04182,0.08118,0.03376,0.07746,0.06012,0.06523,0.10397,0.08073,0.06282,0.0793,0.0946,0.17771,0.13621,
