Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.19603,1.44523,0.68566,0.39719,0.58862,1.00908,0.92428,0.8643,0.62099,0.35308,0.48854,0.57327,0.57671,0.46581,0.17447,0.16022,
5 to 9,1.73495,7.79747,2.83337,0.80968,0.44608,0.49515,1.0468,1.1986,0.97545,0.63991,0.53215,0.63179,0.54336,0.65317,0.4514,0.20738,
10 to 14,1.03765,2.1358,9.06889,2.99336,0.51783,0.26153,0.75211,0.97816,1.03351,0.69359,0.66694,0.39138,0.32306,0.49661,0.32591,0.27087,
15 to 19,0.65497,0.75171,1.36105,7.15745,2.52875,0.72458,0.34601,0.56488,0.77859,0.85496,0.6891,0.45196,0.32555,0.26413,0.27829,0.22303,
20 to 24,1.0373,0.44785,0.63736,1.72867,3.80088,1.81402,0.78906,0.46768,0.59196,0.61713,0.65466,0.40344,0.27149,0.25157,0.07747,0.07399,
25 to 29,1.4967,1.06248,0.56745,0.87442,1.89923,2.5934,1.44102,0.92626,0.76028,0.62894,0.79158,0.62759,0.41865,0.32025,0.1576,0.06834,
30 to 34,1.65373,1.40126,0.81425,0.59942,1.12474,1.63188,1.81798,1.21204,1.04471,0.70801,0.69418,0.66244,0.47912,0.45038,0.13863,0.10086,
35 to 39,1.42049,1.43186,1.08304,0.88122,0.82754,1.14027,1.38765,1.5847,1.15443,0.82699,0.62103,0.48352,0.48894,0.41758,0.24207,0.15263,
40 to 44,0.95306,1.22656,1.22078,1.01591,0.7852,0.8952,1.00128,1.26093,1.37903,0.85947,0.80461,0.50843,0.40271,0.38429,0.23872,0.14772,
45 to 49,0.64252,0.61486,0.76583,0.9366,0.97058,0.82582,0.78381,0.82744,0.98028,0.93465,0.87738,0.46145,0.34344,0.21273,0.18432,0.14237,
50 to 54,0.77862,0.47054,0.4837,0.51214,0.65682,0.79818,0.69262,0.60552,0.67458,0.67556,0.73642,0.54344,0.33279,0.24719,0.15533,0.14799,
55 to 59,0.71027,0.51057,0.30486,0.24477,0.42151,0.44857,0.52874,0.39512,0.27699,0.3175,0.4881,0.43216,0.34285,0.24654,0.10952,0.08229,
60 to 64,0.5225,0.49328,0.24083,0.17904,0.18685,0.2257,0.30004,0.33766,0.25741,0.18129,0.22623,0.26327,0.2477,0.22946,0.17657,0.0588,
65 to 69,0.40512,0.3362,0.24097,0.1405,0.1101,0.11355,0.15362,0.2098,0.16507,0.10152,0.09561,0.11697,0.15805,0.1981,0.14651,0.08598,
70 to 74,0.26843,0.17578,0.18447,0.08752,0.12072,0.05921,0.08049,0.12456,0.10808,0.08573,0.06878,0.05378,0.09169,0.10881,0.13876,0.07235,
75+,0.13606,0.12947,0.15072,0.05858,0.09815,0.03561,0.07036,0.04932,0.05106,0.07446,0.0563,0.03736,0.03656,0.05047,0.07403,0.04638,
