Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.8031,1.28894,0.6339,0.35981,0.53558,0.94689,0.89072,0.87671,0.59862,0.35164,0.48223,0.64928,0.60035,0.3527,0.1866,0.16337,
5 to 9,1.36968,6.76502,2.76037,0.75631,0.40146,0.45654,1.01189,1.2359,0.96022,0.63774,0.55244,0.67723,0.56244,0.49625,0.49027,0.2122,
10 to 14,0.79051,1.86573,9.76203,3.33015,0.47934,0.23892,0.73327,1.03664,1.07169,0.7264,0.7247,0.43256,0.34013,0.384,0.36613,0.28489,
15 to 19,0.50152,0.63792,1.37057,8.43526,2.55644,0.66263,0.32036,0.55366,0.79681,0.90332,0.7508,0.4971,0.34336,0.19899,0.31148,0.23133,
20 to 24,0.80834,0.38649,0.62161,1.6767,3.81773,1.81962,0.8062,0.51585,0.60014,0.6617,0.7161,0.45371,0.2818,0.19466,0.09051,0.08055,
25 to 29,1.18093,0.92447,0.54817,0.81928,1.86096,2.65922,1.47762,1.02629,0.7287,0.62379,0.83712,0.66174,0.41639,0.23169,0.18555,0.07605,
30 to 34,1.31724,1.25221,0.80577,0.55479,1.10779,1.64834,1.92553,1.35406,1.0187,0.69033,0.70639,0.65065,0.47847,0.34584,0.16844,0.11609,
35 to 39,1.12624,1.27754,1.09447,0.84913,0.84208,1.1872,1.4774,1.86596,1.17765,0.84452,0.65587,0.44987,0.48693,0.34294,0.29652,0.17473,
40 to 44,0.74784,1.08919,1.2362,0.99366,0.75072,0.83662,0.95299,1.30685,1.31522,0.79933,0.73676,0.40071,0.35231,0.29504,0.29731,0.17041,
45 to 49,0.5021,0.53847,0.76652,0.92331,0.95286,0.78677,0.74233,0.84781,0.88603,0.9121,0.83022,0.38154,0.27986,0.1548,0.22965,0.17007,
50 to 54,0.60761,0.41162,0.48151,0.49969,0.64898,0.78812,0.69025,0.63817,0.61629,0.66827,0.75496,0.51667,0.29862,0.17707,0.18512,0.17156,
55 to 59,0.55469,0.44297,0.29902,0.23149,0.39379,0.40332,0.48359,0.37701,0.22107,0.25995,0.44314,0.43633,0.31908,0.19704,0.13369,0.09744,
60 to 64,0.40629,0.42793,0.23573,0.17012,0.17101,0.20387,0.28834,0.36056,0.24504,0.176,0.22824,0.29518,0.28973,0.19649,0.22419,0.07147,
65 to 69,0.31326,0.29092,0.23553,0.13477,0.10246,0.10312,0.14834,0.22627,0.16755,0.10384,0.10347,0.14444,0.18765,0.18877,0.1911,0.10461,
70 to 74,0.20804,0.15276,0.18193,0.08601,0.11723,0.05952,0.08364,0.14054,0.11907,0.09958,0.08006,0.0718,0.11479,0.10121,0.18722,0.09131,
75+,0.1059,0.11272,0.14873,0.05772,0.09562,0.03583,0.07344,0.05573,0.05597,0.08667,0.06604,0.04919,0.04593,0.04665,0.09555,0.06067,
