Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.49982,1.60802,0.6843,0.37959,0.59269,1.06245,0.88607,0.77336,0.53168,0.30157,0.41351,0.59424,0.54166,0.33685,0.17832,0.1358,
5 to 9,1.86634,9.08969,3.28499,0.79468,0.45082,0.51337,1.01002,1.07891,0.8533,0.55113,0.53202,0.69992,0.51628,0.48032,0.46917,0.1786,
10 to 14,1.05887,2.25155,12.52963,4.03798,0.52502,0.27009,0.72407,0.88449,0.91575,0.59733,0.68793,0.46435,0.3079,0.36742,0.34499,0.235,
15 to 19,0.67089,0.7591,1.4906,10.46699,2.89369,0.75922,0.33352,0.50036,0.71747,0.77786,0.70647,0.52531,0.32458,0.18958,0.29049,0.191,
20 to 24,1.04949,0.45804,0.65541,1.72924,4.12796,2.02155,0.81794,0.47552,0.58089,0.55703,0.60613,0.43339,0.25814,0.18597,0.08337,0.06486,
25 to 29,1.53225,1.07248,0.57654,0.85135,2.03142,2.88337,1.45745,0.92109,0.7452,0.57759,0.7397,0.66005,0.38046,0.23226,0.17011,0.06161,
30 to 34,1.70892,1.44284,0.83752,0.58291,1.20732,1.77663,1.84293,1.17197,0.9907,0.64145,0.63909,0.68276,0.42863,0.33025,0.15018,0.09032,
35 to 39,1.46336,1.4686,1.12571,0.86452,0.90841,1.24662,1.39709,1.56329,1.10284,0.75226,0.58436,0.50121,0.43405,0.31246,0.26111,0.13634,
40 to 44,0.9777,1.26459,1.27503,1.01085,0.85064,0.97291,1.00493,1.23502,1.32428,0.77935,0.75459,0.5231,0.34667,0.28339,0.26101,0.13192,
45 to 49,0.65618,0.62952,0.79704,0.93415,1.03083,0.8744,0.75771,0.78035,0.9013,0.82307,0.7868,0.45535,0.27685,0.15343,0.20342,0.1309,
50 to 54,0.79289,0.48225,0.50575,0.51175,0.70031,0.85105,0.6752,0.57257,0.62525,0.59131,0.6743,0.55279,0.28106,0.17894,0.16972,0.13529,
55 to 59,0.72425,0.51855,0.3168,0.24441,0.44752,0.48475,0.5223,0.37477,0.25958,0.282,0.44808,0.45994,0.30929,0.18733,0.12208,0.07592,
60 to 64,0.53124,0.49843,0.24604,0.1729,0.18786,0.22544,0.2804,0.30359,0.21849,0.14681,0.19193,0.26477,0.23833,0.17486,0.19912,0.05498,
65 to 69,0.41132,0.34011,0.24633,0.13611,0.11155,0.11684,0.14601,0.19063,0.14267,0.08374,0.08444,0.12333,0.15603,0.16102,0.16695,0.08023,
70 to 74,0.27244,0.17781,0.18918,0.08567,0.12477,0.06461,0.07953,0.11566,0.09703,0.07514,0.06289,0.05914,0.09409,0.08774,0.15943,0.06812,
75+,0.13883,0.13129,0.15468,0.05757,0.10155,0.039,0.06988,0.04605,0.04583,0.06539,0.05174,0.04078,0.03749,0.04041,0.0828,0.04443,
