Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.17121,1.48539,0.64526,0.3548,0.50992,0.90194,0.8239,0.8223,0.51318,0.29535,0.30513,0.45608,0.44689,0.26562,0.08773,0.20746,
5 to 9,1.89276,6.28902,2.79865,0.87589,0.44407,0.49789,1.05186,1.2785,0.95623,0.67471,0.47371,0.65645,0.68738,0.62175,0.34044,0.38269,
10 to 14,1.01671,2.07174,8.73653,2.95275,0.48759,0.24634,0.7065,0.95753,0.88822,0.71022,0.66637,0.42871,0.47388,0.51854,0.31126,0.51434,
15 to 19,0.55962,0.66505,1.19661,7.35133,2.76921,0.90726,0.44853,0.81529,0.74663,0.92519,0.8116,0.64585,0.45728,0.34336,0.2568,0.41133,
20 to 24,0.86503,0.3971,0.59172,2.16371,4.30006,2.25218,1.09724,0.75436,0.86147,0.71876,0.7657,0.59938,0.50289,0.33603,0.06938,0.1198,
25 to 29,1.36522,0.96845,0.56363,1.14879,2.47293,3.20933,1.8943,1.45131,1.23964,0.97896,1.11953,0.95161,0.77253,0.5388,0.15529,0.10231,
30 to 34,1.4774,1.16866,0.74975,0.85936,1.63822,2.17769,2.27447,1.73494,1.60368,1.21428,1.16361,1.16027,0.84087,0.58698,0.11615,0.14849,
35 to 39,1.30714,1.23573,0.95539,1.11506,1.40206,1.76901,1.98456,2.22139,1.75476,1.43682,1.17632,1.01045,0.93822,0.43718,0.20234,0.27017,
40 to 44,0.8833,1.03794,1.02851,1.13959,1.15017,1.45801,1.55882,2.00434,1.9814,1.4112,1.53854,1.1664,0.93775,0.50542,0.17827,0.17718,
45 to 49,0.61875,0.53675,0.68308,1.01604,1.17843,1.1918,1.26381,1.39772,1.59209,1.40367,1.56112,1.01305,0.88357,0.38734,0.13604,0.14763,
50 to 54,0.73549,0.4358,0.47399,0.60888,0.87028,1.07641,0.97408,1.05743,1.19443,1.02748,1.25686,1.06277,0.89014,0.54254,0.17629,0.25763,
55 to 59,0.66808,0.46055,0.29884,0.3116,0.55339,0.61755,0.73036,0.61649,0.51844,0.61039,0.83697,0.80153,0.75707,0.43898,0.14005,0.17012,
60 to 64,0.50894,0.48585,0.25629,0.23878,0.31342,0.35896,0.40052,0.39232,0.38363,0.29587,0.40848,0.45375,0.35976,0.31738,0.21865,0.10591,
65 to 69,0.40907,0.32732,0.2459,0.1756,0.14806,0.15902,0.18812,0.22136,0.17145,0.14099,0.13035,0.19017,0.20672,0.15443,0.14863,0.15503,
70 to 74,0.27779,0.16362,0.18042,0.08925,0.12527,0.05779,0.06613,0.10256,0.07866,0.06281,0.05697,0.0553,0.09934,0.07872,0.13265,0.08617,
75+,0.13933,0.12566,0.1544,0.06068,0.10298,0.03272,0.06189,0.04305,0.03785,0.05374,0.04583,0.04422,0.04135,0.04794,0.07377,0.04054,
