Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.96794,1.18245,0.46359,0.28668,0.46566,0.86451,0.80172,0.76466,0.55143,0.34188,0.49394,0.74505,0.81497,0.53325,0.26009,0.21057,
5 to 9,1.26776,8.48041,2.7562,0.62212,0.34427,0.41469,0.93381,1.09941,0.89658,0.61186,0.53142,0.7688,0.75151,0.74673,0.68391,0.27663,
10 to 14,0.6753,1.60264,11.1884,3.55242,0.4277,0.21828,0.69773,0.97927,1.08432,0.73642,0.71694,0.50449,0.46443,0.58924,0.53868,0.3861,
15 to 19,0.4308,0.49653,1.15502,9.11224,2.56744,0.72881,0.35717,0.6245,0.91164,1.0672,0.86697,0.65874,0.48974,0.32732,0.45617,0.31596,
20 to 24,0.69379,0.30262,0.48668,1.59567,3.85529,2.03564,0.95209,0.63573,0.8385,0.87868,0.96138,0.71213,0.51366,0.36959,0.14248,0.11596,
25 to 29,1.02322,0.73521,0.42272,0.79056,1.98288,3.06609,1.72386,1.24724,1.10121,0.93043,1.22619,1.1259,0.81965,0.54117,0.29848,0.11051,
30 to 34,1.13347,1.03334,0.65002,0.56334,1.23496,1.91809,2.29449,1.59569,1.47064,1.07477,1.09194,1.21806,0.94085,0.74379,0.28047,0.17738,
35 to 39,0.95778,1.02943,0.9052,0.82604,1.00337,1.42993,1.7523,2.21069,1.66346,1.2559,1.02456,0.91635,0.97135,0.66514,0.49641,0.26428,
40 to 44,0.62914,0.86556,1.00856,1.00254,0.93007,1.18022,1.32348,1.79004,2.0906,1.35045,1.36596,1.00909,0.82505,0.65644,0.50799,0.26346,
45 to 49,0.4206,0.4245,0.61542,0.90853,1.09825,1.03248,1.04748,1.17687,1.47238,1.50249,1.47613,0.87919,0.70456,0.38335,0.37954,0.2658,
50 to 54,0.50596,0.31467,0.37394,0.48526,0.76138,1.0043,0.87972,0.88245,1.04647,1.04928,1.30696,1.06598,0.67675,0.43841,0.28491,0.2527,
55 to 59,0.46327,0.34304,0.23279,0.2285,0.46832,0.56978,0.67736,0.54983,0.444,0.52673,0.83595,0.93433,0.757,0.43192,0.21373,0.14662,
60 to 64,0.33943,0.3314,0.18263,0.15679,0.21781,0.29431,0.3734,0.41789,0.35754,0.27541,0.36908,0.52528,0.56467,0.41919,0.36815,0.11363,
65 to 69,0.26067,0.22606,0.18333,0.12092,0.10955,0.13269,0.17958,0.25103,0.21071,0.15033,0.14775,0.21792,0.33584,0.37073,0.32708,0.16553,
70 to 74,0.17303,0.12076,0.1448,0.07379,0.10884,0.05965,0.08459,0.14271,0.13278,0.11703,0.09855,0.1003,0.19075,0.18839,0.33707,0.15113,
75+,0.08841,0.08871,0.11717,0.05058,0.08923,0.03621,0.07361,0.05662,0.0627,0.10319,0.0826,0.06844,0.07764,0.08761,0.16267,0.10444,
