Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.97281,1.07422,0.37637,0.25504,0.4328,0.81106,0.86463,0.88664,0.61089,0.35416,0.53964,0.86066,0.95693,0.63562,0.32147,0.25473,
5 to 9,1.1352,8.54198,2.49883,0.55155,0.33183,0.38818,0.97969,1.27061,0.9912,0.63001,0.57366,0.88322,0.89256,0.89794,0.85293,0.33207,
10 to 14,0.55156,1.3328,10.18235,3.37403,0.40051,0.20615,0.71961,1.08899,1.18272,0.74626,0.75385,0.56662,0.55092,0.70684,0.65866,0.45534,
15 to 19,0.36224,0.39766,0.97446,9.19698,2.62507,0.73824,0.39853,0.73899,0.99816,1.12142,0.93552,0.74507,0.56604,0.38602,0.57436,0.37092,
20 to 24,0.55185,0.24956,0.3979,1.5235,4.01784,2.12141,1.1078,0.79373,0.99766,0.96559,1.06896,0.81353,0.58306,0.40942,0.17921,0.13776,
25 to 29,0.81566,0.57384,0.34449,0.748,2.06558,3.23041,1.92104,1.47583,1.2674,1.02168,1.34469,1.24975,0.88712,0.5454,0.35891,0.13215,
30 to 34,0.9438,0.82581,0.52491,0.55055,1.33942,2.00692,2.61347,1.87262,1.68139,1.19103,1.20327,1.35049,1.02697,0.78355,0.33627,0.21154,
35 to 39,0.79441,0.84531,0.73926,0.7763,1.14326,1.54473,1.97344,2.65811,1.89778,1.39099,1.1371,1.01726,1.06467,0.74471,0.59435,0.3045,
40 to 44,0.50942,0.69848,0.84178,0.93393,1.01228,1.27265,1.48539,2.08335,2.39815,1.46433,1.48511,1.08738,0.88548,0.69609,0.61807,0.30782,
45 to 49,0.34132,0.3406,0.51117,0.86329,1.16811,1.07764,1.16708,1.3611,1.64561,1.64629,1.58826,0.94729,0.73798,0.39561,0.48447,0.31597,
50 to 54,0.4073,0.25194,0.30467,0.45071,0.79948,1.0273,0.94967,0.99439,1.13855,1.09996,1.40297,1.14576,0.71061,0.44459,0.36928,0.31035,
55 to 59,0.36875,0.27079,0.18954,0.21021,0.47019,0.55919,0.71012,0.60782,0.46629,0.53389,0.86446,1.03556,0.80175,0.47116,0.27706,0.1824,
60 to 64,0.26808,0.2596,0.14835,0.13929,0.21289,0.27508,0.37895,0.4635,0.37507,0.27501,0.38153,0.57202,0.67611,0.47083,0.48232,0.13976,
65 to 69,0.20511,0.17596,0.14766,0.10415,0.0981,0.11251,0.17264,0.27223,0.21586,0.14163,0.15283,0.24579,0.38675,0.47023,0.4219,0.20291,
70 to 74,0.13671,0.09309,0.11515,0.0644,0.10291,0.05615,0.0877,0.1623,0.14603,0.12244,0.1105,0.12075,0.2348,0.23125,0.44452,0.18318,
75+,0.06985,0.06896,0.09395,0.04349,0.08411,0.03403,0.07757,0.06446,0.06879,0.10666,0.09259,0.08272,0.09506,0.10929,0.20668,0.13066,
