Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.10051,1.07316,0.32992,0.17133,0.23561,0.46741,0.69448,0.88667,0.54955,0.28003,0.36528,0.58464,0.67434,0.53519,0.30146,0.27444,
5 to 9,1.09228,9.38538,2.7534,0.43084,0.22582,0.21728,0.6874,1.19744,0.99433,0.54858,0.45343,0.64438,0.62829,0.75885,0.79511,0.35151,
10 to 14,0.46141,1.44222,13.10728,3.91149,0.27166,0.12011,0.4445,0.87598,1.20149,0.69667,0.62887,0.4434,0.39329,0.57888,0.63202,0.4726,
15 to 19,0.29076,0.37405,1.10818,11.83984,2.45344,0.492,0.27833,0.51802,0.88499,1.12463,0.833,0.60118,0.44016,0.32749,0.58141,0.37591,
20 to 24,0.39897,0.24864,0.3971,1.2681,3.77993,1.6965,0.93352,0.73625,0.95376,0.97502,1.01953,0.76058,0.55445,0.37982,0.21658,0.15979,
25 to 29,0.67217,0.49641,0.31938,0.57109,1.66482,3.09081,1.70447,1.45309,1.31987,1.06336,1.34779,1.25056,0.91481,0.53865,0.40152,0.16672,
30 to 34,1.0299,0.87172,0.47805,0.41807,1.11525,1.75116,2.76324,1.85895,1.75651,1.28829,1.23478,1.39703,1.08359,0.78705,0.39343,0.27795,
35 to 39,1.01908,1.09917,0.81841,0.60084,0.98815,1.38388,1.83229,3.17192,2.0122,1.4922,1.20896,1.10353,1.11948,0.71821,0.65126,0.34768,
40 to 44,0.61833,1.03015,1.1524,0.84068,0.86833,1.17553,1.40117,2.13983,3.0098,1.61228,1.59825,1.25238,0.99767,0.69176,0.72301,0.35841,
45 to 49,0.32238,0.42597,0.6482,0.91405,1.11408,0.98387,1.11814,1.39085,1.78857,2.18728,1.74439,1.08195,0.88375,0.42507,0.55586,0.38801,
50 to 54,0.35938,0.25691,0.35279,0.47703,0.79938,0.99737,0.87887,1.03098,1.24885,1.24632,1.8157,1.29761,0.82508,0.48624,0.44944,0.38448,
55 to 59,0.31219,0.25398,0.19046,0.18397,0.45191,0.59036,0.69626,0.63267,0.54421,0.64294,0.98383,1.47021,0.97386,0.55512,0.37321,0.25454,
60 to 64,0.23859,0.24731,0.14284,0.10896,0.20026,0.28936,0.38435,0.456,0.41119,0.32265,0.42448,0.64362,1.0603,0.57622,0.69758,0.20998,
65 to 69,0.18578,0.17447,0.1412,0.08092,0.06972,0.08318,0.13816,0.24686,0.20752,0.14606,0.15061,0.24447,0.41242,0.8567,0.63356,0.29217,
70 to 74,0.1243,0.09139,0.11488,0.0511,0.07525,0.03983,0.06785,0.1475,0.14856,0.12918,0.10775,0.12316,0.257,0.29113,0.86079,0.27177,
75+,0.06765,0.07368,0.0997,0.03707,0.06267,0.02843,0.0635,0.06183,0.07301,0.11747,0.09634,0.09032,0.10909,0.14113,0.30233,0.25404,
