Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.35884,1.43719,0.65381,0.34718,0.48605,0.84684,0.70504,0.68248,0.52928,0.33532,0.51806,0.79133,0.84947,0.52148,0.24075,0.20255,
5 to 9,1.81695,9.94474,3.35168,0.74257,0.36557,0.40468,0.81269,0.97339,0.87431,0.62912,0.56028,0.8279,0.78681,0.72094,0.62107,0.2626,
10 to 14,1.04812,2.14355,12.49385,3.55558,0.44365,0.21689,0.57886,0.80231,0.95261,0.71229,0.73377,0.53261,0.47667,0.56138,0.45673,0.35033,
15 to 19,0.66057,0.70474,1.43409,8.47943,2.23317,0.62164,0.27172,0.44828,0.70917,0.87783,0.76725,0.61399,0.47718,0.2963,0.39385,0.28257,
20 to 24,1.04237,0.40808,0.63359,1.62646,3.57515,1.7259,0.72999,0.47133,0.61046,0.67431,0.78667,0.59593,0.42463,0.30293,0.11559,0.09857,
25 to 29,1.54383,0.98581,0.56428,0.80682,1.80743,2.43515,1.25622,0.86661,0.7381,0.64978,0.88642,0.86958,0.61831,0.38182,0.24032,0.09337,
30 to 34,1.73144,1.34978,0.82256,0.5526,1.1034,1.52208,1.63767,1.12619,1.01621,0.73625,0.74665,0.88775,0.7064,0.54023,0.21195,0.1405,
35 to 39,1.47954,1.37788,1.11411,0.82363,0.85679,1.08955,1.25116,1.51844,1.13695,0.87129,0.67553,0.62619,0.70678,0.49653,0.36403,0.20975,
40 to 44,0.98663,1.18864,1.26891,0.97125,0.78272,0.85001,0.90726,1.19451,1.36635,0.90171,0.85837,0.63066,0.56532,0.45795,0.36722,0.20997,
45 to 49,0.65954,0.5901,0.79165,0.89961,0.9425,0.77077,0.70732,0.77917,0.95285,0.99724,0.94345,0.57773,0.46144,0.25241,0.28503,0.2057,
50 to 54,0.79661,0.44088,0.49019,0.48196,0.63507,0.72947,0.5887,0.54852,0.62941,0.68575,0.79859,0.69985,0.45,0.28687,0.22916,0.2051,
55 to 59,0.72849,0.48023,0.30868,0.22942,0.40147,0.4162,0.45499,0.35527,0.2653,0.32742,0.54638,0.62081,0.5123,0.30074,0.16869,0.11633,
60 to 64,0.53586,0.46255,0.2425,0.16724,0.18345,0.21468,0.26024,0.29486,0.24532,0.19297,0.26673,0.39109,0.42578,0.29314,0.28209,0.08589,
65 to 69,0.41319,0.31514,0.24302,0.13146,0.09969,0.10261,0.12619,0.178,0.15152,0.10704,0.11662,0.17996,0.26685,0.27261,0.24149,0.1261,
70 to 74,0.27342,0.16472,0.18625,0.0824,0.10709,0.05278,0.06492,0.10524,0.09994,0.0928,0.08526,0.08647,0.15955,0.14339,0.23474,0.10908,
75+,0.1398,0.12199,0.15255,0.05535,0.08722,0.03212,0.0568,0.04181,0.04747,0.08089,0.07013,0.05908,0.06388,0.06596,0.11644,0.07215,
