Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.28314,1.50704,0.73468,0.42896,0.63026,1.11081,1.05088,1.05953,0.69226,0.41205,0.53378,0.80172,0.78753,0.5142,0.18792,0.17951,
5 to 9,1.84197,7.04978,2.84219,0.86224,0.47265,0.55086,1.1854,1.4263,1.07561,0.76077,0.62273,0.9396,0.81188,0.79448,0.52438,0.24713,
10 to 14,1.06367,2.08145,8.87032,3.12109,0.51335,0.276,0.7976,1.06047,1.01545,0.74542,0.74604,0.56243,0.47873,0.59088,0.37064,0.31115,
15 to 19,0.65341,0.72136,1.33637,7.5744,2.4059,0.67777,0.33481,0.53488,0.69634,0.79032,0.68416,0.578,0.43834,0.28089,0.29497,0.23298,
20 to 24,1.01093,0.4323,0.63538,1.64746,3.46589,1.63664,0.73798,0.43244,0.50616,0.51127,0.57693,0.45346,0.32043,0.25001,0.07763,0.07272,
25 to 29,1.47805,1.01593,0.57693,0.83153,1.70241,2.17523,1.34277,0.88234,0.70178,0.5561,0.72187,0.69461,0.49271,0.33628,0.15546,0.0663,
30 to 34,1.6305,1.30531,0.79845,0.56386,1.02108,1.48323,1.81042,1.31,1.17985,0.79682,0.81431,0.86321,0.64044,0.49186,0.13251,0.09429,
35 to 39,1.41145,1.34684,1.04417,0.82997,0.74214,1.06012,1.49619,1.73283,1.34151,0.98895,0.8216,0.71607,0.71519,0.4274,0.22538,0.14173,
40 to 44,0.96129,1.16199,1.16979,0.92892,0.70388,0.84946,1.16933,1.53731,1.65348,1.06587,1.15822,0.84569,0.67705,0.44933,0.22338,0.13376,
45 to 49,0.66089,0.5953,0.75167,0.85908,0.85344,0.76736,0.89822,1.01136,1.22144,1.07247,1.1755,0.74047,0.59823,0.29005,0.18163,0.14109,
50 to 54,0.79711,0.46813,0.49052,0.47968,0.58461,0.74556,0.78587,0.78537,0.92365,0.82613,1.00466,0.86671,0.60058,0.37515,0.17467,0.15802,
55 to 59,0.72741,0.50552,0.31341,0.23777,0.39084,0.42943,0.59772,0.48813,0.38742,0.43584,0.67255,0.64928,0.57532,0.32559,0.12328,0.08916,
60 to 64,0.53474,0.48844,0.24685,0.17747,0.17823,0.22282,0.33284,0.36971,0.3097,0.22461,0.29759,0.38283,0.33887,0.26127,0.1851,0.06041,
65 to 69,0.42115,0.33472,0.24617,0.13988,0.10748,0.11526,0.16859,0.22168,0.1687,0.11505,0.10944,0.16279,0.20938,0.17311,0.14472,0.08781,
70 to 74,0.28093,0.17345,0.18628,0.08619,0.11579,0.05725,0.07901,0.12172,0.09673,0.07574,0.06588,0.06454,0.11343,0.09856,0.12949,0.06538,
75+,0.14141,0.12812,0.15343,0.05726,0.09413,0.03391,0.06999,0.04853,0.04537,0.06519,0.05187,0.04477,0.04518,0.04731,0.07174,0.03811,
