Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.61347,0.92891,0.32617,0.2376,0.46413,0.96357,0.86017,0.88596,0.62227,0.40065,0.65555,1.0361,1.07973,0.67107,0.37889,0.33204,
5 to 9,0.97434,8.46666,2.39793,0.51382,0.34556,0.4593,0.97604,1.25535,1.0092,0.72355,0.67885,1.06802,1.01775,0.95892,1.0178,0.43519,
10 to 14,0.47064,1.22145,10.149,2.63761,0.42808,0.24301,0.70958,1.06078,1.17359,0.84148,0.89168,0.67603,0.62657,0.75529,0.78529,0.601,
15 to 19,0.29065,0.33586,0.79844,5.99362,2.33384,0.77488,0.35623,0.64802,0.93126,1.1438,1.01319,0.82202,0.61268,0.40096,0.66322,0.48186,
20 to 24,0.4571,0.19734,0.3321,1.32174,4.18227,2.40593,1.12247,0.7914,1.01762,1.04886,1.23896,0.94995,0.6375,0.42538,0.20013,0.17309,
25 to 29,0.69503,0.49014,0.29573,0.65799,2.22506,3.68859,1.96892,1.4982,1.33362,1.14041,1.56558,1.46552,0.96712,0.57173,0.40506,0.16196,
30 to 34,0.79842,0.70678,0.44998,0.47286,1.43643,2.27169,2.68766,1.88804,1.76343,1.3361,1.40911,1.59095,1.1086,0.79961,0.37,0.25525,
35 to 39,0.68715,0.7296,0.63488,0.68508,1.20949,1.71572,2.01889,2.65863,1.95681,1.53997,1.31923,1.19597,1.1367,0.74087,0.64991,0.37023,
40 to 44,0.44131,0.61222,0.72941,0.83866,1.09542,1.4393,1.56977,2.14564,2.52008,1.65594,1.77116,1.32375,0.97267,0.70613,0.6696,0.36945,
45 to 49,0.29145,0.29751,0.44141,0.77488,1.25846,1.24687,1.25951,1.43362,1.78385,1.87991,1.91744,1.16595,0.83017,0.40998,0.51268,0.37737,
50 to 54,0.35155,0.21913,0.26514,0.41071,0.89065,1.20989,1.01911,1.07684,1.27898,1.28142,1.72995,1.41091,0.81004,0.47273,0.40279,0.37792,
55 to 59,0.31606,0.2355,0.16404,0.19058,0.52588,0.67526,0.76683,0.64639,0.5327,0.64633,1.07283,1.26746,0.90567,0.48527,0.30169,0.22031,
60 to 64,0.23278,0.22542,0.12784,0.1282,0.2341,0.32026,0.38731,0.45067,0.383,0.30567,0.44508,0.66333,0.71238,0.46891,0.52063,0.16663,
65 to 69,0.17738,0.1533,0.12731,0.09769,0.10729,0.13362,0.17341,0.26216,0.21192,0.15555,0.17551,0.27934,0.40712,0.45911,0.45062,0.24232,
70 to 74,0.11831,0.08098,0.09966,0.06031,0.11067,0.06515,0.08478,0.15346,0.13884,0.12848,0.12374,0.13366,0.24273,0.22223,0.48071,0.21424,
75+,0.06127,0.06096,0.082,0.04183,0.09152,0.0408,0.07531,0.06102,0.06552,0.11336,0.10469,0.09279,0.09838,0.10545,0.21928,0.1537,
