Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.46089,1.53457,0.68894,0.38798,0.56557,1.15057,1.22808,1.20757,0.83973,0.47489,0.6349,0.79449,0.831,0.54939,0.29056,0.23564,
5 to 9,1.98485,7.23187,2.46228,0.75126,0.43652,0.56816,1.34609,1.59723,1.25312,0.82053,0.6303,0.82301,0.76225,0.75703,0.73088,0.29756,
10 to 14,1.1653,2.02175,6.6424,2.38917,0.48257,0.3073,0.95019,1.24588,1.23464,0.84334,0.75571,0.47664,0.4491,0.57085,0.50555,0.38451,
15 to 19,0.73328,0.75397,1.22248,5.72362,2.15067,0.76078,0.42366,0.68332,0.86767,0.93797,0.74766,0.53831,0.42176,0.29715,0.42397,0.3112,
20 to 24,1.09286,0.44212,0.59008,1.42474,3.18179,1.84384,0.95824,0.58329,0.6792,0.68488,0.71612,0.47691,0.32245,0.27348,0.11068,0.0985,
25 to 29,1.55969,1.01162,0.53123,0.73004,1.64589,2.63361,1.80756,1.23774,0.99208,0.7934,0.95244,0.76754,0.48859,0.36733,0.22685,0.08748,
30 to 34,1.72755,1.30202,0.7319,0.49789,1.02472,1.82216,2.3902,1.73698,1.51148,1.05337,1.01685,0.92101,0.60489,0.52739,0.19354,0.13153,
35 to 39,1.48338,1.32625,0.9439,0.72291,0.78358,1.35618,1.9622,2.30118,1.69364,1.27143,0.98894,0.72837,0.63538,0.45217,0.33173,0.1975,
40 to 44,1.01378,1.15001,1.06003,0.80787,0.71483,1.0772,1.46783,1.92938,1.9671,1.27991,1.27467,0.78564,0.52771,0.4585,0.32045,0.19319,
45 to 49,0.68661,0.58326,0.67529,0.74374,0.84047,0.94896,1.15033,1.28625,1.46766,1.31939,1.31941,0.69239,0.44947,0.26775,0.2445,0.17784,
50 to 54,0.83489,0.45771,0.43852,0.41871,0.58124,0.90247,0.96216,0.95756,1.04251,0.96012,1.06626,0.77091,0.436,0.31963,0.22038,0.1938,
55 to 59,0.76165,0.49707,0.27827,0.20295,0.3691,0.48748,0.69149,0.55245,0.39508,0.44705,0.64508,0.54478,0.4078,0.27308,0.14594,0.10534,
60 to 64,0.56194,0.48089,0.22206,0.15278,0.16144,0.23341,0.36607,0.42034,0.31108,0.21594,0.25978,0.30359,0.25978,0.22407,0.22816,0.07101,
65 to 69,0.43852,0.32856,0.22318,0.12145,0.09862,0.12674,0.19574,0.26552,0.20415,0.12703,0.11188,0.14348,0.18154,0.1756,0.18016,0.10318,
70 to 74,0.28966,0.17079,0.16868,0.07503,0.10415,0.06059,0.09579,0.14958,0.12009,0.09278,0.07389,0.06073,0.10413,0.0998,0.16099,0.08256,
75+,0.14647,0.12494,0.13698,0.04946,0.08416,0.0366,0.08299,0.05884,0.05726,0.08021,0.05967,0.04329,0.04087,0.04629,0.08897,0.05045,
