Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,3.36717,1.41102,0.40737,0.22278,0.30078,0.54505,0.70008,0.74945,0.47177,0.25548,0.32094,0.51962,0.64033,0.55223,0.30218,0.23202,
5 to 9,1.61952,10.3501,3.04087,0.5307,0.28518,0.26565,0.72489,1.00093,0.8257,0.48403,0.42135,0.59149,0.59633,0.77776,0.79253,0.29992,
10 to 14,0.71599,1.78283,13.88424,4.07452,0.34424,0.15146,0.48258,0.7415,0.94254,0.56887,0.57485,0.40752,0.36475,0.59068,0.62459,0.40262,
15 to 19,0.4514,0.49449,1.23198,11.78896,2.62295,0.59036,0.30521,0.49258,0.75768,0.95775,0.74894,0.55353,0.42433,0.33477,0.55509,0.32419,
20 to 24,0.6263,0.32462,0.47562,1.51739,4.18282,1.83042,0.93139,0.6697,0.84769,0.83194,0.87573,0.65834,0.53256,0.39465,0.19914,0.13155,
25 to 29,1.0094,0.66615,0.38911,0.70025,1.84134,3.18324,1.66504,1.30563,1.18051,0.95728,1.20032,1.09468,0.88147,0.58519,0.3806,0.13382,
30 to 34,1.47921,1.09519,0.56948,0.50947,1.2095,1.8121,2.68916,1.67987,1.58532,1.187,1.16167,1.26413,1.05425,0.83613,0.36707,0.21825,
35 to 39,1.50493,1.34513,0.932,0.72535,1.05405,1.41921,1.83992,2.76899,1.83048,1.39542,1.17023,1.03468,1.11588,0.7345,0.61393,0.28548,
40 to 44,0.99374,1.34559,1.32152,1.00003,0.94818,1.2006,1.41291,2.01085,2.59782,1.49622,1.56529,1.20226,1.01267,0.72416,0.66322,0.29146,
45 to 49,0.50058,0.56482,0.75107,1.09068,1.25566,1.04581,1.13362,1.3309,1.67358,1.88323,1.68362,1.03716,0.92132,0.45035,0.50707,0.31149,
50 to 54,0.55833,0.34511,0.43169,0.59853,0.92311,1.09903,0.91109,1.00835,1.21398,1.16426,1.64855,1.20898,0.84866,0.52359,0.40878,0.30781,
55 to 59,0.49273,0.3483,0.23177,0.23082,0.52937,0.67004,0.7315,0.59836,0.52195,0.61706,0.92791,1.22891,0.9533,0.5585,0.32847,0.19722,
60 to 64,0.37892,0.3352,0.1713,0.13823,0.24108,0.34401,0.43181,0.42491,0.39012,0.30596,0.39996,0.57302,0.87404,0.55923,0.60491,0.15824,
65 to 69,0.29289,0.23421,0.17069,0.10224,0.09224,0.11236,0.16227,0.2248,0.18422,0.13352,0.13003,0.20194,0.35657,0.71177,0.53104,0.22052,
70 to 74,0.1938,0.12266,0.14035,0.06357,0.09351,0.0477,0.07303,0.12481,0.11879,0.10149,0.08407,0.09336,0.20873,0.25467,0.69521,0.20135,
75+,0.10736,0.10057,0.12185,0.04791,0.07944,0.03578,0.06772,0.05262,0.05992,0.09522,0.07775,0.07072,0.0889,0.12568,0.25986,0.17647,
