Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.99937,1.4137,0.67984,0.36702,0.52518,0.91372,0.79512,0.80561,0.49675,0.27553,0.34657,0.54057,0.50278,0.29416,0.13661,0.16555,
5 to 9,1.72401,6.90172,2.89837,0.88062,0.4274,0.46905,0.9663,1.20375,0.9073,0.59504,0.4991,0.78218,0.64275,0.6035,0.53695,0.31629,
10 to 14,1.01491,2.06679,8.72961,3.10147,0.49589,0.23447,0.71024,1.01475,0.95764,0.67902,0.68024,0.54111,0.41217,0.51098,0.42112,0.49898,
15 to 19,0.57655,0.70981,1.34539,7.31908,2.47386,0.69321,0.35442,0.63929,0.75996,0.89754,0.74577,0.63211,0.4254,0.29358,0.35258,0.43264,
20 to 24,0.83937,0.39066,0.62605,1.8067,3.81992,2.00487,1.01514,0.68822,0.8103,0.69676,0.7292,0.58531,0.46188,0.31256,0.07402,0.09174,
25 to 29,1.28038,0.92183,0.5708,0.93671,2.18957,3.09822,1.95473,1.49921,1.31551,1.01683,1.19417,1.01536,0.83645,0.63129,0.13544,0.08301,
30 to 34,1.34723,1.11193,0.76575,0.6735,1.44162,2.1297,2.45605,1.84814,1.73924,1.29231,1.2834,1.27229,0.92596,0.68824,0.10975,0.09664,
35 to 39,1.18832,1.18042,0.99302,0.93116,1.21451,1.73258,2.09424,2.41724,1.93094,1.5144,1.30923,1.13098,1.08763,0.42702,0.18104,0.19136,
40 to 44,0.80785,1.01734,1.08726,1.00346,1.03655,1.47893,1.69303,2.21626,2.28775,1.59031,1.80441,1.39287,1.10914,0.63678,0.17837,0.14689,
45 to 49,0.56288,0.51866,0.70932,0.90037,1.08837,1.20408,1.37566,1.53267,1.82087,1.61031,1.85541,1.19484,1.07555,0.50648,0.13704,0.11773,
50 to 54,0.67585,0.4227,0.48249,0.50795,0.79606,1.11378,1.09526,1.20035,1.41589,1.22435,1.56353,1.34017,0.99288,0.6475,0.12337,0.15366,
55 to 59,0.62603,0.47323,0.32468,0.27263,0.52452,0.65379,0.83502,0.71451,0.62945,0.72683,1.06198,1.05127,1.01916,0.5261,0.10339,0.08683,
60 to 64,0.45621,0.45111,0.24769,0.1958,0.28969,0.38803,0.45435,0.45434,0.44675,0.34218,0.44889,0.58175,0.49128,0.44957,0.18625,0.06285,
65 to 69,0.36984,0.31587,0.24976,0.1564,0.14432,0.1794,0.23289,0.26168,0.21509,0.18038,0.14916,0.20019,0.27883,0.19682,0.14276,0.10039,
70 to 74,0.25178,0.16401,0.18954,0.08944,0.12021,0.05515,0.07448,0.11739,0.0934,0.07037,0.05407,0.05175,0.0968,0.08982,0.11859,0.07425,
75+,0.12489,0.12221,0.16073,0.06033,0.09754,0.03147,0.06918,0.04881,0.0436,0.05827,0.04293,0.03544,0.03817,0.04122,0.07409,0.03296,
