Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.49831,1.68538,0.96226,0.56749,0.80375,1.25625,1.14371,1.1993,0.89981,0.54865,0.69824,1.15348,1.03522,0.68562,0.31291,0.48729,
5 to 9,2.2369,5.67759,3.06699,1.11452,0.73052,0.69542,1.27357,1.50819,1.31907,0.97118,0.73428,1.30597,1.14795,1.03984,0.88168,0.68659,
10 to 14,1.31754,2.23297,8.86592,3.25837,0.69881,0.38759,0.86917,1.03144,1.04009,0.80825,0.78485,0.67236,0.6209,0.75201,0.63046,0.80065,
15 to 19,0.78453,0.83051,1.46352,7.61512,2.84351,0.93589,0.4646,0.70196,0.70613,0.86155,0.71795,0.71524,0.55414,0.36001,0.49226,0.62866,
20 to 24,1.02403,0.49011,0.71736,1.94952,3.90924,1.94834,0.9813,0.60561,0.69575,0.59694,0.60966,0.55934,0.42621,0.28727,0.11177,0.14618,
25 to 29,1.48893,1.04385,0.68289,1.07935,2.17568,2.6904,1.64439,1.23365,1.07364,0.86123,0.97297,0.9475,0.68766,0.48078,0.21236,0.14656,
30 to 34,1.64296,1.21148,0.83404,0.7677,1.43207,1.89314,1.95996,1.46325,1.42723,1.06354,1.07019,1.10308,0.83878,0.59159,0.17109,0.17392,
35 to 39,1.49302,1.29768,1.02017,0.99533,1.12811,1.52835,1.72424,1.8718,1.531,1.2529,1.06915,0.98492,0.93116,0.51446,0.28059,0.35712,
40 to 44,1.05718,1.15589,1.13502,1.01821,0.98119,1.25007,1.40807,1.7405,1.71817,1.19891,1.39197,1.08456,0.92427,0.60667,0.29774,0.26685,
45 to 49,0.77379,0.65933,0.79023,0.96117,1.05358,1.07976,1.14347,1.22137,1.38198,1.20067,1.38779,0.99453,0.82821,0.42286,0.29242,0.34606,
50 to 54,0.91984,0.54571,0.55225,0.56507,0.74842,0.98629,0.92668,0.97107,1.091,0.93971,1.11572,1.01139,0.76322,0.50608,0.31743,0.47673,
55 to 59,0.85254,0.60614,0.36631,0.30688,0.5136,0.57513,0.68342,0.58266,0.46981,0.54732,0.76674,0.7042,0.6658,0.38502,0.19595,0.2597,
60 to 64,0.617,0.56998,0.29432,0.23817,0.26339,0.31993,0.397,0.39351,0.39702,0.28451,0.34056,0.41482,0.31613,0.27494,0.22622,0.1084,
65 to 69,0.48223,0.37408,0.28629,0.17075,0.13162,0.14503,0.17215,0.21147,0.19065,0.13614,0.11711,0.17364,0.19275,0.147,0.13441,0.16055,
70 to 74,0.31712,0.1899,0.21135,0.10129,0.13168,0.05831,0.07261,0.10189,0.08442,0.0699,0.06811,0.06535,0.10512,0.08478,0.10629,0.07247,
75+,0.15934,0.13996,0.1696,0.06517,0.10357,0.03588,0.062,0.04176,0.03885,0.05989,0.05467,0.05404,0.04145,0.0491,0.06297,0.03665,
