Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.79185,0.92914,0.32195,0.20987,0.31832,0.66616,0.70819,0.73451,0.51576,0.34458,0.55015,0.99004,1.23291,0.86596,0.47144,0.423,
5 to 9,0.97818,8.63553,2.54948,0.47763,0.23864,0.30697,0.75405,1.05045,0.87921,0.63403,0.57152,0.9989,1.13823,1.21731,1.23017,0.53088,
10 to 14,0.45103,1.1992,11.71202,3.42107,0.30982,0.15908,0.52785,0.86646,1.06889,0.80562,0.77674,0.6459,0.70185,0.94072,0.94751,0.71792,
15 to 19,0.27573,0.31374,0.92127,8.92901,1.7752,0.54567,0.28537,0.52398,0.82891,1.13311,0.96102,0.83538,0.71614,0.51418,0.83335,0.58594,
20 to 24,0.3867,0.16704,0.3229,1.1845,3.47774,1.87164,0.98792,0.72657,0.94267,1.00623,1.17873,1.00215,0.79538,0.54824,0.27341,0.22215,
25 to 29,0.63526,0.43152,0.2881,0.58496,1.82026,3.24941,1.82479,1.45913,1.34318,1.16811,1.58661,1.61171,1.2659,0.72868,0.53491,0.21698,
30 to 34,0.80202,0.66047,0.4417,0.42752,1.22905,1.9747,2.73013,1.85271,1.79512,1.42357,1.50692,1.81147,1.46769,1.04629,0.49643,0.3492,
35 to 39,0.69521,0.73218,0.67645,0.63641,1.07331,1.55303,1.96524,2.79933,2.00143,1.63278,1.43779,1.39955,1.53143,1.00947,0.87773,0.48226,
40 to 44,0.42257,0.62035,0.816,0.81653,0.94363,1.32878,1.54446,2.15219,2.72401,1.75442,1.91763,1.55947,1.33635,0.94335,0.92009,0.47775,
45 to 49,0.25939,0.27795,0.48275,0.77651,1.07974,1.10661,1.25311,1.44481,1.83539,2.16669,2.06768,1.35928,1.16139,0.54175,0.70461,0.51025,
50 to 54,0.30745,0.1948,0.27108,0.40971,0.78266,1.07125,0.99522,1.12031,1.3569,1.37549,2.03374,1.67041,1.13265,0.62082,0.55185,0.50521,
55 to 59,0.27312,0.20514,0.16321,0.18195,0.46149,0.61283,0.75371,0.66167,0.58478,0.72728,1.19669,1.69678,1.29412,0.67419,0.43484,0.30388,
60 to 64,0.20297,0.19491,0.12455,0.11797,0.22609,0.32098,0.39203,0.4322,0.41717,0.35503,0.51163,0.82257,1.18785,0.6892,0.76126,0.24256,
65 to 69,0.15652,0.13499,0.12407,0.08715,0.07977,0.09544,0.13892,0.2209,0.19061,0.15164,0.17201,0.3121,0.55515,0.8249,0.6848,0.34474,
70 to 74,0.10488,0.07047,0.09736,0.05415,0.08305,0.04577,0.06679,0.1291,0.12634,0.12829,0.12164,0.15408,0.333,0.33368,0.79614,0.30624,
75+,0.05851,0.0544,0.08145,0.03816,0.06849,0.02931,0.06126,0.05213,0.05916,0.11493,0.10618,0.10639,0.13908,0.16189,0.31647,0.25631,
