Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.31135,1.10336,0.30724,0.17516,0.29066,0.63459,0.76914,0.68112,0.37613,0.25269,0.37311,0.63026,0.75033,0.54394,0.32551,0.29805,
5 to 9,1.16423,9.52535,2.71414,0.42743,0.24132,0.27799,0.73051,0.9528,0.70801,0.48835,0.43822,0.6697,0.69104,0.77236,0.85224,0.37782,
10 to 14,0.47881,1.37027,12.88224,3.96639,0.29839,0.14577,0.48663,0.70819,0.90418,0.64885,0.60957,0.46229,0.4441,0.59453,0.67443,0.51092,
15 to 19,0.30322,0.34209,1.06503,12.11138,2.81421,0.68197,0.35184,0.56311,0.78666,1.142,0.91216,0.71931,0.52192,0.36553,0.62973,0.40945,
20 to 24,0.42035,0.21981,0.35737,1.43224,4.32858,2.05216,1.02191,0.71655,0.89914,0.94541,1.08195,0.87407,0.69574,0.43323,0.23709,0.17699,
25 to 29,0.7013,0.46273,0.29186,0.66917,1.91839,3.64367,1.79403,1.36468,1.24984,1.07828,1.46758,1.41741,1.13351,0.65033,0.43809,0.18545,
30 to 34,1.03853,0.79713,0.45891,0.51815,1.2688,2.0097,2.84983,1.67763,1.60432,1.30077,1.36287,1.59528,1.29167,0.87475,0.42522,0.31028,
35 to 39,0.99016,1.02031,0.77376,0.70981,1.13325,1.56702,1.91538,2.80147,1.82736,1.50835,1.35069,1.28936,1.39041,0.77854,0.72521,0.38748,
40 to 44,0.53467,0.86125,1.03494,0.95566,1.02075,1.34205,1.49193,2.01941,2.67222,1.65976,1.82159,1.49468,1.30138,0.82154,0.81537,0.39646,
45 to 49,0.31458,0.37126,0.59354,0.95633,1.24419,1.13446,1.20931,1.35686,1.72495,2.19044,1.99572,1.29107,1.18276,0.52126,0.616,0.43669,
50 to 54,0.36372,0.22798,0.30171,0.49582,0.89884,1.14431,0.97491,1.05775,1.2763,1.30748,2.09205,1.59042,1.12261,0.60552,0.49037,0.42114,
55 to 59,0.30557,0.22549,0.1715,0.21524,0.51021,0.66043,0.75715,0.62655,0.56121,0.70622,1.16127,1.78658,1.30231,0.63901,0.40914,0.27797,
60 to 64,0.23135,0.22077,0.13376,0.13316,0.26483,0.36293,0.42102,0.41174,0.40892,0.35772,0.52087,0.82204,1.31117,0.67124,0.75913,0.23303,
65 to 69,0.17908,0.15529,0.1291,0.0894,0.08902,0.11306,0.15599,0.20435,0.17164,0.14957,0.16851,0.28626,0.49885,0.93505,0.70734,0.32948,
70 to 74,0.12164,0.08152,0.10187,0.0499,0.08532,0.04917,0.0685,0.11413,0.10758,0.11289,0.11008,0.1378,0.29324,0.31385,0.97199,0.31277,
75+,0.06453,0.06347,0.08713,0.03463,0.06914,0.03169,0.06396,0.04647,0.04987,0.09851,0.09166,0.09489,0.12274,0.14885,0.33458,0.30267,
