Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.0997,0.92365,0.29022,0.15846,0.21487,0.65687,0.86358,0.72814,0.52189,0.3697,0.52973,1.13717,1.37667,1.09591,0.46891,0.71892,
5 to 9,1.10993,8.24969,2.41983,0.36161,0.18123,0.30456,0.92195,1.04488,0.89022,0.67947,0.57773,1.17492,1.29245,1.56391,1.24018,0.90686,
10 to 14,0.51948,1.12998,11.48939,3.55554,0.1939,0.15585,0.64625,0.86125,1.06986,0.84725,0.77863,0.75971,0.79464,1.21241,0.95236,1.23547,
15 to 19,0.32846,0.29825,0.89159,10.75669,2.40736,0.47695,0.30376,0.45191,0.80755,1.14202,0.90806,0.92477,0.79232,0.64076,0.82709,0.99409,
20 to 24,0.4677,0.20939,0.32222,0.91354,3.05293,1.81446,1.05283,0.69512,0.91372,0.99574,1.09295,1.06899,0.81798,0.66195,0.26576,0.36691,
25 to 29,0.73307,0.40225,0.25967,0.38274,1.30203,3.15106,1.97624,1.44264,1.34858,1.18529,1.51803,1.72521,1.2955,0.84358,0.52102,0.35484,
30 to 34,0.91387,0.60591,0.3941,0.27426,0.91843,1.91879,2.89079,1.79455,1.76348,1.41398,1.43064,1.90553,1.48609,1.23794,0.48303,0.57205,
35 to 39,0.77981,0.66499,0.5931,0.42047,0.85904,1.53018,2.07961,2.68924,1.98035,1.63758,1.37916,1.47011,1.55106,1.23064,0.85648,0.7945,
40 to 44,0.47273,0.56065,0.70744,0.53495,0.73031,1.32663,1.62054,2.11998,2.68036,1.77496,1.86022,1.63924,1.33561,1.11792,0.89639,0.79585,
45 to 49,0.29799,0.25785,0.42984,0.51743,0.77116,1.09797,1.31272,1.43133,1.84388,2.15758,2.00523,1.44129,1.14946,0.62724,0.69122,0.84991,
50 to 54,0.35385,0.18238,0.24114,0.26894,0.56769,1.0338,1.04841,1.08907,1.33752,1.37106,1.90221,1.75315,1.1246,0.71365,0.54332,0.84676,
55 to 59,0.31632,0.19124,0.14713,0.12079,0.3368,0.59997,0.81427,0.65665,0.59112,0.74189,1.15736,1.7832,1.31496,0.79869,0.42553,0.50742,
60 to 64,0.23346,0.18116,0.11173,0.07895,0.16251,0.29589,0.40675,0.40941,0.39598,0.34273,0.46798,0.85989,1.19617,0.81773,0.73809,0.40099,
65 to 69,0.17997,0.12468,0.11027,0.05965,0.04576,0.08504,0.15333,0.2087,0.18102,0.14525,0.15568,0.33738,0.58768,0.96743,0.6624,0.5741,
70 to 74,0.12047,0.06502,0.0862,0.03765,0.04718,0.04392,0.07944,0.12499,0.12384,0.12883,0.11327,0.16883,0.35719,0.41035,0.74151,0.50448,
75+,0.06724,0.04977,0.07181,0.02635,0.03843,0.0276,0.07285,0.05045,0.0578,0.11475,0.09805,0.11609,0.14861,0.19869,0.30646,0.41023,
