Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.03117,1.16801,0.437,0.26842,0.42389,0.78451,0.76567,0.74114,0.56069,0.31492,0.45139,0.72894,0.87809,0.63652,0.36829,0.31599,
5 to 9,1.27252,8.93725,2.81422,0.58502,0.3298,0.37966,0.88033,1.05608,0.9085,0.56596,0.50539,0.77022,0.81275,0.89707,0.97077,0.41004,
10 to 14,0.672,1.57556,12.22071,4.15832,0.38859,0.20277,0.66397,0.91375,1.07394,0.66933,0.68123,0.51523,0.50541,0.70772,0.75493,0.56614,
15 to 19,0.44187,0.48689,1.15346,12.19601,2.94145,0.63674,0.3274,0.55296,0.89069,0.97462,0.81086,0.65971,0.54148,0.38535,0.66272,0.46446,
20 to 24,0.67454,0.30994,0.46157,1.44406,3.93283,1.95885,0.96837,0.66482,0.89568,0.85127,0.92799,0.72696,0.57184,0.41426,0.2103,0.17394,
25 to 29,0.99128,0.69309,0.39467,0.67717,1.87243,3.07792,1.78541,1.34349,1.22717,0.99069,1.28137,1.20235,0.92264,0.56671,0.4276,0.16818,
30 to 34,1.12222,0.98421,0.60993,0.48316,1.20656,1.94449,2.47701,1.73108,1.6692,1.19815,1.22244,1.36606,1.08884,0.82026,0.39865,0.27049,
35 to 39,0.96281,0.99981,0.84151,0.72823,1.0166,1.50196,1.89973,2.45873,1.89093,1.40104,1.18176,1.06718,1.14784,0.78149,0.7124,0.38989,
40 to 44,0.62465,0.83532,0.93943,0.8816,0.93041,1.26014,1.47142,2.00734,2.40955,1.5018,1.58685,1.20447,1.00002,0.73147,0.74244,0.39532,
45 to 49,0.41394,0.41163,0.57738,0.81262,1.06906,1.08393,1.17457,1.33839,1.70679,1.67271,1.68704,1.03527,0.86545,0.41648,0.56666,0.40993,
50 to 54,0.49973,0.30361,0.35101,0.43312,0.75747,1.05537,0.96463,1.01995,1.23945,1.16004,1.51102,1.23812,0.82453,0.47045,0.42696,0.39506,
55 to 59,0.44924,0.32869,0.21825,0.20413,0.45544,0.59517,0.73446,0.6123,0.52454,0.59869,0.9342,1.10074,0.91732,0.4976,0.32144,0.2301,
60 to 64,0.32985,0.31283,0.16943,0.13977,0.21617,0.30596,0.39511,0.43349,0.40113,0.29364,0.39428,0.58289,0.68844,0.50545,0.56664,0.17877,
65 to 69,0.2493,0.21148,0.16799,0.10583,0.09323,0.11236,0.1617,0.23614,0.20463,0.132,0.13329,0.21581,0.37308,0.48653,0.49572,0.26039,
70 to 74,0.16612,0.11168,0.13113,0.06622,0.09864,0.05517,0.08016,0.13825,0.1363,0.10987,0.09328,0.10362,0.21971,0.23885,0.52681,0.23599,
75+,0.0865,0.08401,0.10764,0.04601,0.08163,0.03465,0.07099,0.05486,0.06422,0.09789,0.08002,0.07172,0.08919,0.1137,0.24127,0.17051,
