Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.25654,1.54788,0.90088,0.56788,0.77221,1.17803,1.07571,1.06046,0.83596,0.48581,0.75108,1.19052,1.31285,0.83944,0.36129,0.4723,
5 to 9,1.90167,8.3794,3.17836,1.00675,0.62047,0.61946,1.1874,1.27537,1.17536,0.75318,0.69726,1.16579,1.17867,1.05603,0.91287,0.57504,
10 to 14,1.13599,2.0872,9.2025,3.09886,0.60853,0.34678,0.81224,0.85674,0.96924,0.6341,0.70072,0.60899,0.5956,0.71742,0.53058,0.6172,
15 to 19,0.76714,0.79483,1.39927,7.35129,2.60323,0.82167,0.41173,0.60421,0.7223,0.72083,0.67074,0.65737,0.54339,0.3729,0.4494,0.50692,
20 to 24,1.00212,0.46883,0.70084,1.79968,3.63495,1.88757,0.91583,0.57468,0.67822,0.59727,0.64325,0.54822,0.44215,0.34322,0.10689,0.14942,
25 to 29,1.39767,1.01585,0.67298,0.96024,2.02202,2.61374,1.69859,1.21131,1.05255,0.83088,0.97248,0.9545,0.72009,0.53819,0.22185,0.13529,
30 to 34,1.51451,1.18021,0.82319,0.6619,1.26974,1.86776,2.04089,1.54606,1.46046,1.05901,1.07294,1.15265,0.86055,0.6434,0.19051,0.17395,
35 to 39,1.40404,1.26634,1.01214,0.92735,1.01044,1.46489,1.80859,2.02784,1.61885,1.27687,1.06267,1.02777,1.02722,0.58587,0.36189,0.28988,
40 to 44,0.96136,1.09424,1.10557,0.92461,0.87824,1.17757,1.40605,1.79193,1.77619,1.23255,1.3353,1.10795,0.91297,0.65131,0.32347,0.26668,
45 to 49,0.70325,0.60145,0.74784,0.84427,0.97164,1.02919,1.13903,1.25483,1.42845,1.24963,1.37971,0.99708,0.83117,0.43583,0.28481,0.25203,
50 to 54,0.82274,0.48136,0.4993,0.46381,0.65553,0.91494,0.91458,0.94605,1.04977,0.92206,1.07051,1.00076,0.70772,0.47527,0.23764,0.30263,
55 to 59,0.77026,0.5413,0.3415,0.25948,0.45794,0.55612,0.7133,0.60956,0.49362,0.57013,0.79029,0.79535,0.73232,0.39244,0.15903,0.17435,
60 to 64,0.58126,0.53804,0.28002,0.20772,0.23859,0.31262,0.40136,0.42427,0.39819,0.28687,0.34235,0.46048,0.33946,0.3064,0.22546,0.09063,
65 to 69,0.45382,0.35984,0.27957,0.16188,0.12962,0.15263,0.19137,0.2399,0.21475,0.14999,0.12703,0.18186,0.21772,0.152,0.15825,0.11686,
70 to 74,0.29239,0.18318,0.20235,0.09476,0.12305,0.05855,0.07936,0.11952,0.10017,0.07883,0.07002,0.06345,0.10482,0.09222,0.1248,0.08172,
75+,0.14669,0.13252,0.16363,0.06119,0.09893,0.03555,0.06787,0.04617,0.04596,0.06313,0.05508,0.04972,0.04035,0.04237,0.07386,0.03488,
