Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.4789,1.55187,0.65128,0.34243,0.45601,0.8079,0.83836,0.85775,0.56053,0.28614,0.33854,0.4564,0.5481,0.28406,0.14918,0.19812,
5 to 9,1.746,8.31253,2.89797,0.81661,0.3873,0.36873,0.85538,1.10586,0.91177,0.61668,0.48051,0.68316,0.64558,0.50868,0.47616,0.29057,
10 to 14,0.97653,2.00919,9.18334,3.22118,0.4761,0.19718,0.59158,0.83957,0.93875,0.64798,0.63739,0.46541,0.42663,0.46196,0.42425,0.3915,
15 to 19,0.54606,0.67397,1.22305,7.82872,2.3955,0.62702,0.31213,0.49685,0.65132,0.75041,0.66912,0.53576,0.42059,0.22928,0.28213,0.28501,
20 to 24,0.78861,0.38144,0.58357,1.6537,3.59357,1.84999,0.90869,0.62317,0.73885,0.62667,0.68875,0.53154,0.39149,0.26699,0.07619,0.08193,
25 to 29,1.19369,0.81084,0.49132,0.81945,1.93719,2.72904,1.68268,1.2762,1.10325,0.85295,1.04833,0.83497,0.60887,0.41094,0.13967,0.06247,
30 to 34,1.40251,1.07859,0.6749,0.59544,1.29423,1.89285,2.19334,1.62521,1.5448,1.13437,1.12661,1.06217,0.69256,0.4666,0.12299,0.09463,
35 to 39,1.26711,1.1922,0.90984,0.82596,1.10064,1.52475,1.85924,2.16295,1.75236,1.36953,1.20087,0.98745,0.85874,0.32891,0.18777,0.16261,
40 to 44,0.88168,1.07091,1.05181,0.93271,0.9526,1.27822,1.50178,1.98535,2.07965,1.45129,1.63814,1.19626,0.88306,0.4943,0.2217,0.12365,
45 to 49,0.60076,0.56947,0.69331,0.8449,1.0117,1.05528,1.19682,1.35656,1.63506,1.456,1.70055,1.03242,0.81101,0.34784,0.17855,0.11753,
50 to 54,0.71362,0.44609,0.46856,0.50078,0.74634,0.99214,0.97217,1.07332,1.26539,1.1351,1.43229,1.18085,0.8163,0.4689,0.203,0.22908,
55 to 59,0.63717,0.47791,0.302,0.25514,0.4771,0.55209,0.71036,0.61467,0.53061,0.61962,0.92852,0.8787,0.76771,0.37131,0.13799,0.10703,
60 to 64,0.48608,0.47187,0.24303,0.19533,0.24293,0.29388,0.3616,0.39338,0.37652,0.28496,0.39837,0.4958,0.3708,0.2935,0.19928,0.07157,
65 to 69,0.38217,0.31153,0.23454,0.1411,0.12419,0.13716,0.18267,0.21986,0.18317,0.1414,0.13595,0.18118,0.22188,0.15756,0.1622,0.0854,
70 to 74,0.26133,0.16412,0.18084,0.08397,0.11539,0.05628,0.07479,0.11467,0.09784,0.08117,0.07445,0.07143,0.11459,0.0946,0.13012,0.07141,
75+,0.13194,0.1225,0.14679,0.0559,0.09369,0.03177,0.06818,0.04754,0.04405,0.06512,0.05919,0.04886,0.04812,0.04376,0.0767,0.04111,
