Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.5791,1.77056,0.90945,0.50103,0.70466,1.10754,1.04162,1.06253,0.75427,0.37252,0.48205,0.62514,0.66712,0.35321,0.18602,0.2453,
5 to 9,2.19022,6.20997,2.9468,1.00716,0.54766,0.54288,1.05579,1.31414,1.12438,0.69128,0.55914,0.75682,0.752,0.55138,0.4898,0.31212,
10 to 14,1.14505,2.15066,7.53851,2.83504,0.52791,0.27063,0.64862,0.83494,0.90356,0.62848,0.65867,0.45404,0.45937,0.45,0.37606,0.42895,
15 to 19,0.69358,0.77768,1.37281,6.70252,2.32238,0.68762,0.3391,0.54123,0.63687,0.71451,0.67209,0.54333,0.45106,0.26239,0.31854,0.36763,
20 to 24,1.00958,0.46125,0.67034,1.71355,3.20652,1.53708,0.74018,0.47943,0.5401,0.47176,0.53804,0.43044,0.3466,0.23383,0.08259,0.09583,
25 to 29,1.49803,1.02623,0.63152,0.91537,1.71851,2.00409,1.27881,0.97154,0.80623,0.62193,0.75416,0.68219,0.51621,0.35093,0.16334,0.07771,
30 to 34,1.6963,1.2493,0.80286,0.64899,1.09774,1.45507,1.61277,1.31705,1.25248,0.88409,0.84729,0.87436,0.6319,0.45282,0.1218,0.10665,
35 to 39,1.51614,1.34692,1.01722,0.89673,0.85988,1.1588,1.48953,1.73811,1.41589,1.13421,0.9447,0.81778,0.79671,0.37205,0.21354,0.19219,
40 to 44,1.05918,1.19001,1.13731,0.94798,0.75182,0.92283,1.18674,1.59016,1.59337,1.11778,1.24735,0.97202,0.78861,0.4582,0.23194,0.20085,
45 to 49,0.72404,0.61353,0.75217,0.8586,0.82992,0.80061,0.9402,1.11541,1.28297,1.11243,1.2522,0.84629,0.71425,0.33863,0.19007,0.17854,
50 to 54,0.84806,0.48251,0.50564,0.49263,0.57342,0.72708,0.75207,0.85047,0.97454,0.84418,0.99172,0.90539,0.6877,0.44491,0.22432,0.22642,
55 to 59,0.76426,0.51449,0.32609,0.25398,0.3913,0.42152,0.57157,0.51447,0.43339,0.49569,0.71069,0.67443,0.62278,0.35963,0.15283,0.13884,
60 to 64,0.57173,0.51122,0.26269,0.19681,0.19719,0.22815,0.30647,0.35277,0.33504,0.24807,0.32333,0.38816,0.30349,0.2614,0.20882,0.09812,
65 to 69,0.46038,0.34603,0.25327,0.14689,0.10914,0.11313,0.15544,0.19942,0.16142,0.12422,0.11677,0.1644,0.18955,0.1287,0.13037,0.1172,
70 to 74,0.31671,0.18131,0.19289,0.08716,0.1109,0.05085,0.06483,0.10335,0.08755,0.06856,0.06485,0.06128,0.10477,0.07741,0.10901,0.0637,
75+,0.15684,0.13528,0.16056,0.05731,0.08879,0.02855,0.05894,0.04183,0.04067,0.05648,0.04615,0.04265,0.04272,0.04389,0.06324,0.0303,
