Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.11505,0.92899,0.30545,0.23766,0.05542,0.54561,0.62443,0.49836,0.18159,0.01948,0.18007,0.2762,0.07362,0.03891,0.02466,0.0,
5 to 9,0.71724,10.80599,1.25253,0.75361,0.47828,0.06106,0.69703,0.77616,0.244,0.02722,0.36687,0.08004,0.01669,0.17446,0.15354,0.0,
10 to 14,0.52389,1.13244,16.3452,1.95963,0.50427,0.01332,0.18005,0.62034,0.87376,0.36769,0.26072,0.10248,0.03414,0.04005,0.20215,0.0,
15 to 19,0.13148,0.22368,1.02121,12.08359,2.31715,0.33616,0.23003,0.3124,0.52587,0.7677,0.37766,0.15744,0.08457,0.04434,0.26596,0.0,
20 to 24,0.29536,0.12673,0.66902,1.21688,5.1777,0.92594,0.73123,0.18598,0.52803,0.70676,1.08996,0.73753,0.33558,0.09477,0.07247,0.0,
25 to 29,0.85575,0.35332,0.20927,0.45861,1.51973,3.58064,1.53575,0.59368,1.1399,1.22217,1.84775,1.19362,0.64654,0.18222,0.24099,0.06059,
30 to 34,1.31664,1.10509,0.41274,0.29914,1.18757,1.74977,3.81074,1.44363,1.09732,1.26021,1.19557,1.93854,1.18417,0.48689,0.23956,0.22037,
35 to 39,0.75339,0.84525,1.12536,0.42906,0.60076,1.20578,2.48858,2.74011,1.47043,2.10293,1.21685,1.58396,0.71304,0.58124,0.48957,0.01891,
40 to 44,0.14801,0.57171,1.16885,0.79717,1.05386,1.13843,1.35166,1.80836,2.79121,1.35029,1.90397,2.00424,1.05533,0.70056,0.59605,0.05999,
45 to 49,0.14912,0.23315,0.6045,0.97995,1.39684,0.76669,1.16064,0.77713,1.30945,4.04947,1.56238,1.69126,0.75872,0.39702,0.51925,0.05258,
50 to 54,0.37211,0.15834,0.12223,0.29643,0.77521,0.94403,0.56248,0.62946,0.85244,1.03248,2.63616,2.11939,0.53183,0.09434,0.65545,0.28186,
55 to 59,0.31803,0.24368,0.21741,0.07129,0.29984,0.25301,0.77166,0.32797,0.11203,0.76955,1.18072,2.39757,0.94144,0.3677,0.20448,0.16123,
60 to 64,0.15538,0.20014,0.269,0.07745,0.12839,0.04965,0.14373,0.19583,0.16434,0.12,0.71779,0.64251,2.44858,0.46987,1.08609,0.09649,
65 to 69,0.14733,0.05463,0.1154,0.09285,0.083,0.01029,0.10286,0.11175,0.11778,0.06692,0.22097,0.17691,0.87183,1.50226,0.52871,0.34454,
70 to 74,0.05972,0.0651,0.07132,0.00468,0.10476,0.01309,0.01259,0.16072,0.14845,0.05075,0.1874,0.0749,0.72281,0.39161,1.14295,0.66064,
75+,0.08,0.05431,0.06725,0.0052,0.10908,0.05671,0.16454,0.01349,0.04318,0.00873,0.22911,0.18257,0.29426,0.25152,0.47653,0.48711,
