Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.10601,1.36324,0.5421,0.30388,0.48807,0.89495,0.91797,0.86213,0.58785,0.318,0.46692,0.71808,0.81449,0.51839,0.29792,0.18551,
5 to 9,1.59315,8.35097,2.84171,0.64488,0.35495,0.41748,1.03191,1.20494,0.94186,0.56313,0.49457,0.74414,0.73137,0.70315,0.75539,0.23543,
10 to 14,0.92266,2.03904,11.75363,3.51442,0.42531,0.21735,0.74036,1.0159,1.06691,0.64551,0.65481,0.48223,0.43742,0.53305,0.55315,0.32241,
15 to 19,0.58367,0.67093,1.21909,8.73436,2.38203,0.64046,0.33581,0.56292,0.82763,0.85455,0.71403,0.56958,0.43792,0.28132,0.46775,0.25379,
20 to 24,0.95313,0.40636,0.52955,1.45181,3.47819,1.77644,0.84912,0.52757,0.66382,0.66403,0.7362,0.5663,0.38528,0.29337,0.13635,0.0897,
25 to 29,1.40496,0.9708,0.46257,0.71434,1.75327,2.60777,1.55225,1.05407,0.85025,0.67116,0.91002,0.89535,0.57856,0.37797,0.28938,0.08393,
30 to 34,1.55528,1.3242,0.68379,0.48732,1.04304,1.61222,1.9804,1.36212,1.14111,0.74112,0.7724,0.93064,0.65382,0.53935,0.26536,0.13328,
35 to 39,1.32231,1.34207,0.9306,0.73461,0.80663,1.17409,1.51966,1.85235,1.31098,0.88711,0.72466,0.6946,0.65584,0.50826,0.45977,0.20471,
40 to 44,0.88389,1.14805,1.0523,0.87312,0.75176,0.93179,1.09018,1.45993,1.59539,0.94089,0.94125,0.73793,0.50869,0.45416,0.45693,0.20278,
45 to 49,0.59699,0.56642,0.65171,0.80397,0.91988,0.82809,0.83489,0.9284,1.09597,1.022,1.0075,0.6377,0.40361,0.24737,0.33507,0.19057,
50 to 54,0.73237,0.43267,0.40868,0.44172,0.64332,0.83021,0.75775,0.70138,0.77399,0.74746,0.90573,0.80553,0.42111,0.2848,0.26917,0.18842,
55 to 59,0.67152,0.47391,0.25678,0.20837,0.41181,0.48761,0.61297,0.47958,0.3449,0.37735,0.62026,0.71054,0.5114,0.30674,0.19142,0.10208,
60 to 64,0.48874,0.45572,0.1998,0.14502,0.16511,0.21117,0.31085,0.36923,0.2628,0.17616,0.23923,0.36927,0.39728,0.29701,0.33673,0.07607,
65 to 69,0.37443,0.30878,0.19833,0.1132,0.09551,0.10542,0.16167,0.2305,0.17294,0.10255,0.10521,0.16539,0.25681,0.26789,0.28392,0.11312,
70 to 74,0.24997,0.16421,0.15571,0.07264,0.10502,0.056,0.08732,0.14117,0.11933,0.09042,0.07691,0.07962,0.15586,0.14657,0.2826,0.10099,
75+,0.12745,0.12096,0.12724,0.04867,0.08571,0.03369,0.07643,0.05626,0.05714,0.07961,0.06336,0.0541,0.06202,0.0676,0.14261,0.06692,
