Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.92126,2.39268,1.56978,1.013,1.2325,1.98614,1.84033,1.94871,1.50683,0.91998,1.42207,1.81257,2.28215,1.57568,0.83901,0.99285,
5 to 9,3.03307,7.37581,3.77146,1.65543,1.05817,1.06035,1.93134,2.31493,1.94515,1.41927,1.16273,1.67581,1.85042,1.88707,1.85947,1.10061,
10 to 14,1.98091,2.88093,8.73641,3.6482,0.9933,0.63995,1.37093,1.61401,1.58076,1.26586,1.29539,0.86205,1.01321,1.31503,1.09242,1.32084,
15 to 19,1.27454,1.39152,1.98973,7.72787,3.15265,1.34099,0.7033,1.09062,1.16869,1.35818,1.28053,1.05792,0.98059,0.73066,0.93653,1.10588,
20 to 24,1.50068,0.763,0.98387,2.10386,3.9155,2.258,1.17629,0.73787,0.81416,0.89066,1.03753,0.81343,0.6738,0.61341,0.23903,0.33361,
25 to 29,1.87308,1.45398,0.90712,1.22035,2.24811,2.5696,1.80534,1.21125,1.01112,0.83458,1.12926,1.14951,0.88574,0.66733,0.51549,0.2747,
30 to 34,2.01114,1.62741,1.08559,0.83969,1.35727,1.87539,1.84548,1.53034,1.40263,0.93463,1.11061,1.29371,1.11072,1.02349,0.42258,0.43459,
35 to 39,1.72559,1.5792,1.19523,1.0932,0.9747,1.31275,1.66093,1.74951,1.41944,1.13737,0.93542,0.88356,1.09036,0.94603,0.71639,0.65834,
40 to 44,1.2301,1.38099,1.27001,1.06352,0.88874,1.01022,1.25123,1.54464,1.49259,1.02604,1.12739,0.84089,0.78445,0.87085,0.60879,0.67449,
45 to 49,0.82584,0.73817,0.83714,0.93517,0.95366,0.89527,0.91611,1.00792,1.12715,0.92962,1.04272,0.72342,0.58199,0.35856,0.41492,0.46766,
50 to 54,1.05802,0.66132,0.62523,0.65756,0.73558,0.95581,0.87744,0.85849,0.89403,0.81535,0.84616,0.81569,0.6126,0.45291,0.41314,0.55329,
55 to 59,0.94462,0.69766,0.39009,0.33019,0.49745,0.54444,0.67083,0.55112,0.37934,0.42308,0.63605,0.54895,0.51473,0.34613,0.20359,0.23519,
60 to 64,0.70556,0.65534,0.32265,0.25799,0.23854,0.30436,0.41365,0.47802,0.3703,0.24928,0.28762,0.35036,0.26253,0.24685,0.27502,0.12346,
65 to 69,0.54702,0.44622,0.3327,0.19873,0.13774,0.15838,0.19208,0.28658,0.2615,0.1376,0.12046,0.17236,0.2009,0.14906,0.16662,0.15754,
70 to 74,0.34151,0.22751,0.2349,0.11181,0.13461,0.06511,0.09857,0.15182,0.12254,0.09653,0.08732,0.0668,0.11761,0.09893,0.12466,0.08562,
75+,0.17278,0.1565,0.17733,0.06923,0.10445,0.04412,0.07562,0.05555,0.06354,0.08613,0.07093,0.05457,0.04339,0.04888,0.07522,0.04839,
