Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.13027,1.10642,0.37167,0.23758,0.41429,0.84156,0.89125,0.84822,0.56149,0.33459,0.53866,0.92316,1.02623,0.63765,0.34511,0.28612,
5 to 9,1.15403,8.92622,2.57621,0.51841,0.31336,0.40173,1.02649,1.21106,0.9218,0.6011,0.60619,0.98201,0.95633,0.90685,0.91586,0.37088,
10 to 14,0.5616,1.38741,10.95851,3.27405,0.38842,0.21593,0.75341,1.03186,1.08617,0.69157,0.78996,0.63169,0.58482,0.70519,0.70737,0.50436,
15 to 19,0.35997,0.40525,0.98207,8.5291,2.32144,0.69348,0.37428,0.62625,0.90724,1.0157,0.91434,0.77592,0.60365,0.3799,0.60773,0.40935,
20 to 24,0.55164,0.24151,0.39016,1.31756,3.91173,2.12388,1.0778,0.73591,0.90809,0.87615,1.05994,0.84724,0.61971,0.40271,0.19448,0.15283,
25 to 29,0.86441,0.59769,0.34754,0.64479,1.98468,3.40944,1.92653,1.42264,1.1971,0.97177,1.36485,1.34672,0.96903,0.5477,0.3944,0.14822,
30 to 34,0.98809,0.9036,0.54828,0.4647,1.25362,2.01787,2.74936,1.80895,1.59036,1.12876,1.21498,1.46728,1.12743,0.77758,0.35707,0.23213,
35 to 39,0.84298,0.91097,0.78182,0.70331,1.07558,1.55586,2.0089,2.71425,1.82977,1.34791,1.17594,1.11902,1.18193,0.75056,0.64397,0.3292,
40 to 44,0.52915,0.74511,0.87431,0.876,0.97143,1.26259,1.4842,2.03963,2.35991,1.4024,1.52204,1.19083,0.98688,0.69489,0.66648,0.3304,
45 to 49,0.34825,0.36183,0.52651,0.80971,1.14563,1.10424,1.16549,1.33863,1.58378,1.64228,1.63185,1.03267,0.83071,0.39808,0.51382,0.34803,
50 to 54,0.42338,0.26475,0.31224,0.42067,0.8051,1.08736,0.98395,1.00707,1.13523,1.07978,1.54995,1.27037,0.80748,0.45283,0.39174,0.34241,
55 to 59,0.37615,0.28727,0.19214,0.1928,0.46861,0.60975,0.76462,0.62244,0.48034,0.54713,0.92447,1.24947,0.91839,0.47697,0.29831,0.20182,
60 to 64,0.27809,0.26914,0.14846,0.12926,0.21772,0.30673,0.41751,0.46133,0.37593,0.27496,0.40537,0.64164,0.79393,0.47803,0.51363,0.15414,
65 to 69,0.20604,0.18136,0.14731,0.09732,0.09503,0.11855,0.1806,0.26224,0.20132,0.1316,0.15282,0.26264,0.41717,0.50559,0.44981,0.22163,
70 to 74,0.13731,0.09578,0.1167,0.06039,0.10143,0.05919,0.09161,0.15471,0.13516,0.11098,0.10887,0.12877,0.25018,0.22631,0.50899,0.1969,
75+,0.07445,0.07433,0.09654,0.04384,0.08605,0.03997,0.0827,0.06172,0.06422,0.10154,0.09771,0.09235,0.10297,0.10952,0.215,0.15248,
