Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.65982,0.82175,0.23312,0.13365,0.24794,0.65759,0.73759,0.66221,0.36796,0.19627,0.29526,0.56506,0.68654,0.49407,0.28577,0.26528,
5 to 9,0.92156,8.24757,2.38987,0.35434,0.20729,0.2728,0.7274,0.97484,0.69792,0.38345,0.37029,0.59752,0.63315,0.70118,0.72312,0.32098,
10 to 14,0.40699,1.18171,12.69719,3.68244,0.27295,0.13957,0.46022,0.79549,0.98398,0.56068,0.53089,0.42624,0.4038,0.54116,0.58648,0.43329,
15 to 19,0.24893,0.29929,0.92085,11.00677,2.5364,0.69119,0.35244,0.65168,0.8816,1.09508,0.8525,0.68213,0.4847,0.32729,0.58037,0.34534,
20 to 24,0.36623,0.17495,0.28297,1.2574,4.06588,1.98407,0.99752,0.72215,0.89863,0.87977,0.99213,0.8283,0.63203,0.39828,0.22668,0.16282,
25 to 29,0.66182,0.39351,0.22769,0.60671,1.76515,3.77338,1.81591,1.42572,1.28639,1.04185,1.39622,1.3535,1.03913,0.58743,0.40987,0.17624,
30 to 34,0.93841,0.71227,0.35545,0.47598,1.18338,2.01409,3.03021,1.80187,1.66461,1.27505,1.31525,1.52937,1.19015,0.8142,0.41852,0.30585,
35 to 39,0.81545,0.84898,0.66094,0.67726,1.05685,1.5629,1.97045,3.10882,1.91281,1.47023,1.30877,1.2471,1.29026,0.76079,0.73435,0.36167,
40 to 44,0.45835,0.71467,0.87757,0.90451,0.94452,1.33994,1.501,2.12984,2.95493,1.6286,1.77196,1.43702,1.18703,0.77636,0.77242,0.36955,
45 to 49,0.25904,0.28275,0.46187,0.84881,1.14987,1.12605,1.21295,1.40723,1.78166,2.24586,1.92711,1.22799,1.05518,0.50152,0.61497,0.41326,
50 to 54,0.29488,0.18683,0.23911,0.42732,0.79869,1.1125,0.97162,1.0749,1.28851,1.25437,2.07063,1.53817,1.00035,0.56578,0.46813,0.40182,
55 to 59,0.25173,0.18042,0.13492,0.18763,0.4494,0.60543,0.71691,0.62292,0.5385,0.64217,1.06487,1.83558,1.17379,0.62553,0.42162,0.27157,
60 to 64,0.19118,0.17259,0.09946,0.10658,0.20963,0.30479,0.36885,0.41104,0.37483,0.30481,0.44869,0.75665,1.43515,0.68303,0.77607,0.2418,
65 to 69,0.15099,0.1245,0.10232,0.07013,0.0745,0.09846,0.14466,0.21962,0.17484,0.13093,0.15415,0.29193,0.55211,1.09375,0.78029,0.33881,
70 to 74,0.10444,0.06514,0.0796,0.04189,0.07732,0.049,0.07123,0.13261,0.11826,0.10861,0.10579,0.15181,0.33294,0.34893,1.05873,0.31336,
75+,0.05775,0.05089,0.06817,0.02818,0.06434,0.03087,0.0669,0.05313,0.05544,0.09411,0.09141,0.10044,0.14276,0.16834,0.33603,0.32149,
