Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.42753,0.92718,0.47441,0.30804,0.54938,1.11069,1.07905,0.93264,0.58872,0.30387,0.44799,0.61928,0.71423,0.45042,0.26333,0.23104,
5 to 9,1.08975,6.40504,2.47967,0.66155,0.39644,0.52477,1.23186,1.33048,0.95356,0.54917,0.48228,0.6522,0.6565,0.6249,0.68485,0.29971,
10 to 14,0.62737,1.42365,10.11997,3.39741,0.48946,0.27273,0.90182,1.15985,1.1175,0.64398,0.64575,0.42909,0.39494,0.47961,0.52165,0.41536,
15 to 19,0.3979,0.45479,1.10762,8.51094,2.61838,0.78643,0.39391,0.61985,0.86488,0.86043,0.71346,0.5095,0.4119,0.25389,0.43644,0.33375,
20 to 24,0.66719,0.27342,0.48067,1.51179,4.06707,2.36561,1.13668,0.69769,0.84558,0.7951,0.86528,0.61219,0.47642,0.30808,0.13186,0.11974,
25 to 29,0.98752,0.67753,0.42356,0.74559,2.17541,3.62815,2.19491,1.50558,1.25795,1.01992,1.31346,1.10705,0.87184,0.51233,0.28081,0.11381,
30 to 34,1.06831,0.9232,0.6353,0.50588,1.34716,2.34537,2.87997,1.9506,1.70111,1.24555,1.2906,1.30289,1.01406,0.67569,0.26078,0.18062,
35 to 39,0.8965,0.91499,0.86803,0.77531,1.08091,1.76298,2.26467,2.65407,1.92306,1.44595,1.25911,1.05704,1.08963,0.55582,0.45846,0.27798,
40 to 44,0.59652,0.77492,0.96554,0.92742,1.00134,1.45466,1.71218,2.22233,2.36775,1.54479,1.69607,1.23283,0.99728,0.58994,0.46073,0.27462,
45 to 49,0.40478,0.38502,0.59683,0.84812,1.19589,1.30088,1.40235,1.52243,1.80467,1.70079,1.85528,1.09117,0.94059,0.3778,0.34095,0.26606,
50 to 54,0.49616,0.2942,0.37171,0.46073,0.85099,1.28864,1.19677,1.18483,1.34783,1.24831,1.63295,1.27365,0.88061,0.45236,0.26255,0.25707,
55 to 59,0.45827,0.32167,0.23369,0.21793,0.53294,0.73699,0.92595,0.72201,0.57229,0.66563,1.02826,1.02874,0.91428,0.40404,0.19318,0.14363,
60 to 64,0.33331,0.30989,0.1832,0.1566,0.25812,0.39997,0.52116,0.52861,0.43782,0.3206,0.43,0.5518,0.54511,0.37675,0.33167,0.10802,
65 to 69,0.25504,0.2102,0.18296,0.1221,0.12404,0.16586,0.23563,0.29801,0.22274,0.14638,0.13743,0.18266,0.28764,0.26934,0.2875,0.15954,
70 to 74,0.16841,0.11132,0.14307,0.07709,0.12318,0.0727,0.10931,0.1656,0.13161,0.09639,0.0805,0.07438,0.14746,0.13972,0.28345,0.1442,
75+,0.08531,0.0812,0.11572,0.05199,0.10039,0.04331,0.09484,0.06569,0.06243,0.08424,0.06618,0.05045,0.05972,0.0643,0.14322,0.09492,
