Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.63315,1.07798,0.52251,0.33795,0.53419,0.97893,0.99729,0.94606,0.67805,0.36212,0.50129,0.75116,0.77079,0.4566,0.24579,0.18917,
5 to 9,1.27652,4.91567,1.9699,0.69269,0.4026,0.47358,1.10744,1.30926,1.06796,0.64446,0.48798,0.75757,0.72471,0.65206,0.6555,0.24824,
10 to 14,0.76302,1.53963,5.82287,2.39282,0.47714,0.25131,0.80092,1.07999,1.16697,0.72486,0.62646,0.46239,0.43436,0.50377,0.48853,0.33011,
15 to 19,0.49153,0.56475,1.03837,5.9793,2.39032,0.75186,0.38809,0.64699,0.88758,0.92716,0.71071,0.57259,0.42631,0.26705,0.41973,0.27138,
20 to 24,0.78367,0.33846,0.50046,1.57872,3.9149,2.17582,1.088,0.7135,0.88254,0.82181,0.82706,0.64085,0.4159,0.26494,0.11938,0.09459,
25 to 29,1.13544,0.81089,0.44765,0.80676,2.1444,3.22159,1.96259,1.41127,1.1889,0.94015,1.08554,1.02576,0.64096,0.3406,0.24466,0.0879,
30 to 34,1.24457,1.06662,0.63853,0.55392,1.33142,2.04819,2.44925,1.7487,1.54941,1.06338,0.96813,1.10876,0.7206,0.4784,0.21666,0.13143,
35 to 39,1.05412,1.07397,0.84625,0.80428,1.09467,1.57124,1.9594,2.36329,1.76042,1.27034,0.93511,0.87027,0.75512,0.44958,0.37914,0.19825,
40 to 44,0.71256,0.92021,0.94893,0.92401,0.96873,1.26876,1.45193,1.93949,2.08153,1.30893,1.20897,0.94114,0.63236,0.41776,0.3824,0.19198,
45 to 49,0.48355,0.46033,0.59497,0.84154,1.0979,1.09363,1.14072,1.28157,1.51335,1.38235,1.28147,0.81992,0.53535,0.22966,0.29413,0.18987,
50 to 54,0.59093,0.35526,0.37676,0.45906,0.74456,0.99123,0.92042,0.8979,1.00602,0.94679,1.01045,0.90713,0.49564,0.25971,0.23835,0.19688,
55 to 59,0.54417,0.39491,0.24075,0.22461,0.48123,0.58248,0.73403,0.59264,0.44891,0.50217,0.70811,0.76829,0.56015,0.27451,0.1737,0.10916,
60 to 64,0.39958,0.3833,0.1921,0.16219,0.20964,0.26991,0.37551,0.43241,0.34014,0.23464,0.28452,0.41543,0.37622,0.25953,0.29224,0.0797,
65 to 69,0.30701,0.25956,0.19319,0.12566,0.10696,0.11742,0.17883,0.25578,0.20077,0.11854,0.11078,0.17208,0.2404,0.22379,0.24555,0.11727,
70 to 74,0.20217,0.13495,0.14705,0.07865,0.11657,0.06228,0.09507,0.15381,0.13474,0.10364,0.08116,0.0822,0.14414,0.12502,0.23277,0.10098,
75+,0.10282,0.09902,0.11918,0.05203,0.09479,0.03712,0.08382,0.06095,0.06302,0.08921,0.06645,0.05605,0.05762,0.05831,0.11906,0.06453,
