Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.26128,1.14714,0.39302,0.26203,0.45988,0.89698,0.9304,0.88104,0.50105,0.30705,0.44263,0.68329,0.75612,0.48371,0.23999,0.16839,
5 to 9,1.28558,9.25666,2.59133,0.57857,0.34388,0.41873,1.06334,1.26925,0.82833,0.55369,0.52315,0.75191,0.70665,0.69677,0.64225,0.22104,
10 to 14,0.64999,1.47718,10.48145,3.32889,0.43203,0.2258,0.78708,1.09777,1.00362,0.64928,0.67148,0.4857,0.43482,0.54166,0.50405,0.30061,
15 to 19,0.41013,0.43716,1.03715,8.74854,2.64554,0.71401,0.37624,0.63115,0.84007,0.95614,0.77505,0.58992,0.44933,0.29691,0.43046,0.24576,
20 to 24,0.6653,0.26634,0.42242,1.48024,4.43857,2.27987,1.1148,0.74467,0.86817,0.8636,0.93202,0.66207,0.46119,0.33847,0.14118,0.09362,
25 to 29,1.07241,0.66701,0.37438,0.71509,2.21478,3.92659,2.12664,1.55372,1.26258,1.04047,1.3172,1.1367,0.75854,0.53049,0.28791,0.09304,
30 to 34,1.20285,1.04212,0.61193,0.50519,1.34525,2.24361,3.01727,1.92115,1.60499,1.16847,1.15823,1.23872,0.86542,0.69116,0.25793,0.14327,
35 to 39,1.01255,1.0362,0.87799,0.79405,1.11025,1.6999,2.12095,2.88609,1.80074,1.35401,1.10058,0.94289,0.89563,0.62616,0.47151,0.20113,
40 to 44,0.61402,0.80491,0.95362,1.01843,1.04767,1.39933,1.58239,2.13371,2.3779,1.43079,1.44892,1.03346,0.75566,0.62145,0.49138,0.19953,
45 to 49,0.41223,0.39243,0.56915,0.92762,1.27213,1.22787,1.24437,1.4,1.59187,1.7086,1.54832,0.88449,0.6357,0.38152,0.37562,0.2131,
50 to 54,0.5141,0.29006,0.33256,0.46807,0.87208,1.19071,1.03326,1.02417,1.11284,1.07461,1.45699,1.05136,0.60758,0.43194,0.28428,0.20801,
55 to 59,0.4522,0.32076,0.20601,0.21088,0.49073,0.64104,0.78576,0.62523,0.4501,0.52037,0.81132,1.03271,0.68465,0.41887,0.21868,0.1236,
60 to 64,0.33613,0.29855,0.16066,0.14296,0.20822,0.29523,0.40605,0.465,0.32915,0.2447,0.33016,0.48331,0.62064,0.40317,0.37615,0.0949,
65 to 69,0.24432,0.20044,0.15927,0.11351,0.11096,0.14159,0.20463,0.29182,0.20165,0.14256,0.14119,0.21125,0.33264,0.43527,0.33133,0.13641,
70 to 74,0.16347,0.10636,0.12743,0.06982,0.11452,0.06394,0.09715,0.16743,0.12798,0.10889,0.09325,0.09962,0.19516,0.18312,0.39488,0.12187,
75+,0.09016,0.08395,0.10572,0.0523,0.0988,0.04449,0.08838,0.0666,0.06065,0.10151,0.08593,0.07246,0.0807,0.08917,0.15946,0.09904,
