Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.35848,1.10075,0.32249,0.18294,0.28923,0.63225,0.7359,0.7808,0.46382,0.28084,0.38947,0.71054,0.90425,0.64678,0.35188,0.31254,
5 to 9,1.11194,9.5419,2.72748,0.44464,0.28244,0.30246,0.79745,1.08675,0.82914,0.53339,0.50653,0.79141,0.84553,0.91454,0.92395,0.40309,
10 to 14,0.45728,1.36064,12.68607,3.90252,0.3191,0.16738,0.52347,0.81712,0.97653,0.62301,0.68596,0.53836,0.51886,0.69763,0.72906,0.54062,
15 to 19,0.29777,0.35942,1.05433,12.58145,3.64014,0.89453,0.46519,0.80502,1.00153,1.31345,1.07892,0.87828,0.64578,0.42135,0.66029,0.43244,
20 to 24,0.40332,0.26728,0.40214,1.80168,5.06743,2.2278,1.12211,0.81765,1.00597,0.98467,1.12097,0.92404,0.79362,0.47373,0.23633,0.17803,
25 to 29,0.64145,0.4712,0.30941,0.83411,1.95156,3.76083,1.89495,1.50249,1.35077,1.10247,1.48365,1.462,1.26093,0.69331,0.44659,0.18126,
30 to 34,0.94563,0.80735,0.46474,0.67764,1.34506,2.13916,3.01805,1.90153,1.78282,1.36622,1.41403,1.65101,1.48889,0.98103,0.43482,0.29897,
35 to 39,0.91854,0.97606,0.77889,0.85277,1.21893,1.66819,2.0655,3.08973,2.01669,1.57308,1.39588,1.31685,1.56202,0.86438,0.73108,0.38657,
40 to 44,0.58514,0.92639,1.0781,1.11147,1.06238,1.421,1.61129,2.26169,2.87307,1.69175,1.87246,1.51691,1.42461,0.86138,0.79097,0.39718,
45 to 49,0.30974,0.38904,0.60213,1.11019,1.30438,1.21128,1.29063,1.49524,1.8543,2.12939,2.00751,1.30665,1.28107,0.53638,0.609,0.42624,
50 to 54,0.34139,0.24297,0.33778,0.61303,0.95983,1.27271,1.03019,1.14925,1.36993,1.31376,2.02086,1.5712,1.20012,0.62292,0.48818,0.42488,
55 to 59,0.30072,0.23989,0.18465,0.26915,0.55412,0.76554,0.81547,0.67974,0.5933,0.70874,1.13934,1.67445,1.36722,0.66838,0.39645,0.27292,
60 to 64,0.22767,0.2318,0.13635,0.15892,0.29084,0.42671,0.49577,0.48469,0.45952,0.37084,0.52556,0.81146,1.33498,0.6889,0.734,0.21989,
65 to 69,0.1769,0.16168,0.13512,0.09355,0.08862,0.12464,0.16906,0.23778,0.18852,0.14475,0.16022,0.28002,0.51769,0.8979,0.65484,0.3073,
70 to 74,0.11793,0.08462,0.10964,0.05169,0.08372,0.05315,0.07477,0.13263,0.11995,0.10922,0.10494,0.13332,0.30672,0.31343,0.87144,0.28349,
75+,0.06385,0.06839,0.09484,0.03766,0.07046,0.0379,0.06933,0.0553,0.05962,0.09989,0.09477,0.09772,0.12974,0.15311,0.31903,0.25317,
