Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.77001,1.11031,0.50268,0.32098,0.56296,0.9847,0.84271,0.74925,0.56018,0.33476,0.48662,0.75242,0.86569,0.61378,0.32861,0.31117,
5 to 9,1.26851,6.12355,2.42074,0.6731,0.4224,0.49143,0.99497,1.07724,0.90962,0.60222,0.5008,0.77918,0.82308,0.88771,0.88418,0.4085,
10 to 14,0.70634,1.5244,9.13908,3.18543,0.50315,0.25411,0.74482,0.93075,1.02739,0.69671,0.66662,0.50164,0.51246,0.71227,0.67488,0.56961,
15 to 19,0.45252,0.50566,1.1094,8.14898,2.81668,0.77742,0.35589,0.59889,0.83073,0.9411,0.77237,0.63437,0.51067,0.38145,0.57363,0.45346,
20 to 24,0.70358,0.30745,0.49703,1.60886,4.1833,2.11163,0.9349,0.6125,0.79632,0.78728,0.85414,0.67044,0.51887,0.40212,0.16924,0.15951,
25 to 29,0.99881,0.72515,0.43684,0.80399,2.14305,3.03391,1.66607,1.18098,1.03794,0.86615,1.10995,1.04468,0.80188,0.55653,0.33899,0.14753,
30 to 34,1.09765,0.95658,0.64655,0.57133,1.34442,1.95805,2.15135,1.50959,1.40087,1.02089,1.03423,1.15471,0.92409,0.76447,0.31333,0.2326,
35 to 39,0.93656,0.96452,0.85799,0.82778,1.09234,1.47392,1.72891,2.04857,1.59824,1.21477,0.9992,0.90287,0.99526,0.69507,0.55686,0.34161,
40 to 44,0.63398,0.82852,0.95319,0.95172,0.99313,1.19581,1.30296,1.72144,1.92314,1.27564,1.31688,0.98758,0.85951,0.69368,0.57402,0.34876,
45 to 49,0.43138,0.41595,0.59933,0.86309,1.14524,1.0583,1.03728,1.15072,1.41685,1.36868,1.41449,0.87458,0.74864,0.40528,0.44007,0.3526,
50 to 54,0.51726,0.31553,0.37595,0.46671,0.78777,1.00504,0.8643,0.86087,1.01052,0.98573,1.19394,1.03173,0.70853,0.47208,0.34253,0.35488,
55 to 59,0.47058,0.34345,0.23833,0.22782,0.499,0.57292,0.66062,0.52728,0.42772,0.50543,0.78912,0.85281,0.76937,0.46478,0.25062,0.19701,
60 to 64,0.34449,0.33078,0.18749,0.16196,0.24148,0.30388,0.36765,0.3926,0.34912,0.26538,0.35488,0.50658,0.53209,0.44231,0.43508,0.15034,
65 to 69,0.26718,0.22558,0.1883,0.12487,0.12297,0.13713,0.17397,0.22763,0.19429,0.13587,0.13451,0.20663,0.3249,0.3548,0.37031,0.22035,
70 to 74,0.17792,0.11851,0.14444,0.07584,0.12381,0.06311,0.08042,0.12628,0.11793,0.10035,0.08715,0.09186,0.18342,0.1936,0.35314,0.19359,
75+,0.09006,0.08695,0.11811,0.05063,0.10055,0.03727,0.07024,0.0498,0.05511,0.08652,0.07141,0.06176,0.07349,0.09073,0.17865,0.12633,
