Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.12771,1.28734,0.46384,0.20594,0.33192,0.82972,0.96864,0.81576,0.55356,0.34993,0.50324,0.9726,0.99482,0.672,0.24501,0.21775,
5 to 9,1.41465,7.27467,2.68131,0.44537,0.24826,0.39337,1.09281,1.15509,0.89531,0.61723,0.5642,1.005,0.92162,0.9366,0.64169,0.28148,
10 to 14,0.77984,1.80863,12.98017,3.65074,0.29553,0.20679,0.81232,0.9916,1.04706,0.72388,0.77925,0.67776,0.57105,0.73487,0.48991,0.39141,
15 to 19,0.5072,0.57702,1.19312,10.07285,2.13574,0.61757,0.37067,0.5543,0.84539,1.00961,0.85926,0.79663,0.56749,0.382,0.41638,0.31027,
20 to 24,0.80539,0.3589,0.48091,1.06545,3.03593,2.10472,1.17463,0.74471,0.93013,0.92903,1.00259,0.88514,0.54394,0.38959,0.12692,0.11324,
25 to 29,1.17611,0.84548,0.41744,0.50476,1.67919,3.40559,2.21971,1.57554,1.39413,1.16154,1.4785,1.46804,0.85312,0.47819,0.25785,0.10712,
30 to 34,1.33149,1.17375,0.62888,0.35753,1.12991,2.18809,2.96626,1.9595,1.82794,1.39511,1.4241,1.62793,0.98381,0.71465,0.2393,0.17115,
35 to 39,1.13967,1.20671,0.86817,0.53762,1.00343,1.73493,2.30743,2.72044,2.04357,1.61182,1.38789,1.26651,1.02011,0.72093,0.42881,0.25369,
40 to 44,0.74777,1.02202,0.98961,0.64259,0.8682,1.4685,1.78299,2.27992,2.55274,1.71295,1.85705,1.41869,0.84567,0.62509,0.43579,0.25388,
45 to 49,0.5031,0.50285,0.61015,0.59934,0.94804,1.23812,1.44013,1.54597,1.89083,1.87927,1.98187,1.24165,0.7179,0.33885,0.336,0.25497,
50 to 54,0.60685,0.37791,0.3764,0.32337,0.69435,1.19482,1.17967,1.1909,1.39887,1.33532,1.74371,1.49605,0.71464,0.38308,0.2611,0.24931,
55 to 59,0.55103,0.40864,0.23506,0.15272,0.40294,0.65194,0.87233,0.67444,0.56362,0.67225,1.04818,1.25506,0.80716,0.43243,0.19438,0.14109,
60 to 64,0.40024,0.39118,0.1812,0.10154,0.15534,0.26085,0.39323,0.40999,0.32975,0.25507,0.34987,0.60123,0.61028,0.44036,0.33681,0.10785,
65 to 69,0.3071,0.26504,0.17937,0.07809,0.06633,0.0974,0.17292,0.23025,0.17483,0.117,0.12581,0.24874,0.36788,0.42808,0.29043,0.15805,
70 to 74,0.20521,0.14054,0.14024,0.05033,0.075,0.05543,0.09627,0.14324,0.12576,0.11092,0.09598,0.12582,0.22917,0.22609,0.2982,0.14262,
75+,0.10524,0.10412,0.11468,0.03405,0.06123,0.03346,0.08523,0.05673,0.05964,0.09688,0.07966,0.08539,0.09234,0.1057,0.14371,0.09778,
