Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.45898,1.05454,0.28073,0.16305,0.22002,0.44318,0.63137,0.68987,0.4079,0.23748,0.34989,0.59282,0.73814,0.60756,0.3799,0.31136,
5 to 9,1.08236,9.45683,2.60467,0.40675,0.21744,0.21251,0.6334,0.91843,0.73604,0.46318,0.42662,0.62926,0.67188,0.84612,0.98613,0.39355,
10 to 14,0.43064,1.27554,12.25814,3.58561,0.2644,0.12101,0.41041,0.68132,0.87326,0.59023,0.60692,0.43581,0.42306,0.65099,0.80854,0.53935,
15 to 19,0.27328,0.32051,0.95248,10.42952,2.16649,0.45485,0.24126,0.38985,0.64672,0.95174,0.79915,0.58069,0.45271,0.36535,0.74139,0.42933,
20 to 24,0.34851,0.21096,0.3415,1.12712,3.50528,1.65025,0.87355,0.63727,0.80437,0.88451,1.05103,0.80449,0.54775,0.42606,0.28713,0.18818,
25 to 29,0.5777,0.41244,0.27312,0.50627,1.5768,3.1763,1.70456,1.37467,1.26402,1.08487,1.46466,1.38585,0.90148,0.57984,0.53589,0.1981,
30 to 34,0.88377,0.71163,0.40292,0.35973,1.04773,1.79152,2.76971,1.71861,1.63835,1.31991,1.3543,1.54183,1.09182,0.90284,0.53493,0.33772,
35 to 39,0.89804,0.88751,0.69327,0.53613,0.932,1.4375,1.86117,2.88871,1.87764,1.53528,1.34827,1.22483,1.08905,0.8584,0.88476,0.41854,
40 to 44,0.58605,0.89514,0.99909,0.76739,0.83212,1.25069,1.45682,2.08465,2.75272,1.6782,1.82562,1.42294,0.92838,0.78215,0.97876,0.43532,
45 to 49,0.28542,0.36282,0.55579,0.84984,1.08151,1.06222,1.18004,1.3866,1.7592,2.2232,1.9984,1.23934,0.80048,0.46194,0.7438,0.47832,
50 to 54,0.3117,0.21657,0.31383,0.4586,0.7993,1.09443,0.92914,1.05456,1.28423,1.31331,2.07787,1.49267,0.77453,0.52194,0.59118,0.46449,
55 to 59,0.27349,0.21424,0.16479,0.16844,0.45052,0.65238,0.72857,0.60509,0.54036,0.6817,1.10763,1.66565,0.97284,0.63992,0.49532,0.3093,
60 to 64,0.21176,0.20525,0.11957,0.09447,0.15682,0.2494,0.34036,0.3566,0.29764,0.26346,0.39053,0.63531,1.1781,0.68152,0.93696,0.2601,
65 to 69,0.16483,0.14542,0.12082,0.07366,0.0619,0.07538,0.12595,0.19598,0.15088,0.1216,0.14996,0.26225,0.4847,1.05544,0.84933,0.35727,
70 to 74,0.10962,0.07625,0.10027,0.04866,0.07329,0.04066,0.0675,0.12003,0.1128,0.11676,0.11338,0.1373,0.30869,0.35369,1.15945,0.3316,
75+,0.06228,0.06323,0.08773,0.03688,0.0625,0.031,0.06324,0.05099,0.05721,0.11049,0.10699,0.10403,0.13299,0.17578,0.403,0.31171,
