Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.11763,1.40633,0.65845,0.38819,0.5463,0.81361,0.68948,0.73621,0.5081,0.32769,0.53719,0.7734,0.80836,0.56592,0.28738,0.24799,
5 to 9,1.54973,7.72839,3.06071,0.81302,0.39171,0.38245,0.80823,1.05014,0.83044,0.5898,0.57138,0.80778,0.73815,0.7785,0.7314,0.31609,
10 to 14,0.8806,1.97245,11.81135,4.01708,0.47638,0.199,0.57716,0.8799,0.9243,0.66316,0.75381,0.52611,0.44203,0.58725,0.53449,0.43079,
15 to 19,0.56026,0.66471,1.44082,10.42397,2.47361,0.59906,0.2757,0.50676,0.75308,0.91261,0.83513,0.6323,0.47291,0.32027,0.45474,0.34245,
20 to 24,0.88673,0.38902,0.63272,1.82212,4.00673,1.83405,0.81906,0.59577,0.7533,0.77604,0.92664,0.6849,0.50921,0.38283,0.13186,0.11916,
25 to 29,1.30764,0.94825,0.56032,0.90276,2.13464,2.68967,1.45359,1.14946,1.00852,0.85913,1.19605,1.0853,0.81748,0.59009,0.27716,0.11095,
30 to 34,1.45348,1.29522,0.82592,0.6171,1.3022,1.68756,1.82639,1.40748,1.28659,0.96764,1.05278,1.16041,0.90317,0.73625,0.24895,0.17119,
35 to 39,1.24125,1.32284,1.13097,0.93506,1.07286,1.31872,1.48739,1.95099,1.49308,1.16784,1.03652,0.93169,0.98717,0.6191,0.44263,0.26985,
40 to 44,0.82599,1.1292,1.26791,1.10275,0.9809,1.10454,1.15445,1.65716,1.84377,1.25651,1.39425,1.05872,0.88519,0.64864,0.43325,0.26317,
45 to 49,0.56077,0.56175,0.79219,1.02025,1.15427,0.95933,0.93351,1.11654,1.37921,1.36491,1.51137,0.93059,0.80319,0.41701,0.32247,0.24974,
50 to 54,0.68395,0.42604,0.49316,0.55528,0.82683,0.94265,0.77468,0.86495,1.02102,1.00095,1.33222,1.11151,0.75989,0.49931,0.25704,0.24436,
55 to 59,0.62874,0.46618,0.31147,0.26473,0.52189,0.54938,0.60602,0.53672,0.44751,0.53847,0.89005,0.93913,0.82578,0.45491,0.1857,0.13279,
60 to 64,0.45599,0.44731,0.24361,0.19024,0.25962,0.30626,0.34279,0.38935,0.34964,0.27481,0.39432,0.53523,0.52472,0.42684,0.32236,0.09854,
65 to 69,0.34904,0.30292,0.24102,0.14765,0.12741,0.1343,0.16012,0.2238,0.18555,0.14375,0.14765,0.20389,0.2992,0.30003,0.27147,0.14678,
70 to 74,0.2329,0.16075,0.1886,0.09226,0.11746,0.05017,0.06422,0.11702,0.10158,0.08881,0.08596,0.08203,0.15116,0.15458,0.26544,0.13031,
75+,0.11844,0.11791,0.15366,0.06152,0.09552,0.03011,0.05607,0.04653,0.04868,0.0778,0.0704,0.05556,0.06069,0.07113,0.13469,0.08447,
