Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.56815,0.76888,0.24717,0.14729,0.21453,0.39376,0.59322,0.78642,0.53563,0.28614,0.44977,0.69404,0.90391,0.66501,0.42408,0.40384,
5 to 9,0.7542,8.07243,2.36517,0.37593,0.22752,0.20004,0.61001,1.05029,0.92765,0.56014,0.52175,0.73146,0.8296,0.92668,1.11089,0.52033,
10 to 14,0.30813,1.03704,11.62184,4.10442,0.25392,0.11542,0.41212,0.77827,1.07492,0.69059,0.73559,0.49652,0.51611,0.71399,0.90099,0.71058,
15 to 19,0.21172,0.26399,0.9096,14.55731,3.07451,0.38659,0.22181,0.39279,0.76712,1.04445,0.929,0.63651,0.54424,0.3942,0.80493,0.57531,
20 to 24,0.26184,0.19856,0.31873,1.02635,3.60426,1.3672,0.72624,0.56528,0.76759,0.8775,1.10098,0.76792,0.58793,0.44356,0.30221,0.23821,
25 to 29,0.40417,0.32127,0.24133,0.40436,1.27975,2.85898,1.65225,1.42465,1.33243,1.10717,1.51953,1.37163,1.00265,0.60469,0.57318,0.24465,
30 to 34,0.59211,0.52019,0.35035,0.28186,0.83252,1.68324,2.63297,1.82729,1.78708,1.34995,1.36681,1.48121,1.20407,0.94327,0.56223,0.41038,
35 to 39,0.60757,0.64469,0.57541,0.42663,0.71156,1.365,1.82314,2.99607,2.04175,1.56927,1.32604,1.12574,1.18897,0.90318,0.94767,0.52406,
40 to 44,0.41228,0.654,0.82698,0.60574,0.64774,1.18617,1.4358,2.17338,2.95317,1.70556,1.77941,1.2662,0.99202,0.81217,1.03134,0.54638,
45 to 49,0.203,0.27434,0.46756,0.67572,0.86713,0.97899,1.13379,1.40388,1.8278,2.19851,1.92927,1.09341,0.8306,0.46436,0.78615,0.59997,
50 to 54,0.22599,0.16856,0.26986,0.37431,0.63127,0.98421,0.8665,1.02485,1.27357,1.29147,1.9745,1.32796,0.80162,0.52047,0.62386,0.5866,
55 to 59,0.19863,0.16837,0.14327,0.13615,0.34892,0.56014,0.64597,0.57576,0.50519,0.6126,1.02434,1.47168,1.0007,0.63597,0.50283,0.37892,
60 to 64,0.15324,0.16046,0.10428,0.08021,0.12993,0.23818,0.33232,0.40118,0.34919,0.28712,0.42536,0.6455,1.20352,0.67973,0.9441,0.30821,
65 to 69,0.11785,0.11146,0.10394,0.06326,0.05564,0.06998,0.12174,0.22591,0.19034,0.13946,0.17266,0.27764,0.52754,0.98371,0.82395,0.42691,
70 to 74,0.07785,0.0585,0.08636,0.04157,0.06611,0.0369,0.06477,0.13792,0.14151,0.13441,0.13178,0.14423,0.33306,0.33847,1.13133,0.39238,
75+,0.04408,0.04909,0.07558,0.03256,0.057,0.02841,0.06028,0.05823,0.07184,0.12897,0.12547,0.11077,0.14233,0.1716,0.41357,0.35452,
