Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.0737,1.4774,0.87852,0.516,0.69928,1.19237,1.04418,1.14816,0.76974,0.40941,0.48767,0.6411,0.81867,0.6133,0.3666,0.2962,
5 to 9,1.71282,7.01403,3.16144,0.98882,0.54671,0.595,1.16252,1.51499,1.14165,0.71878,0.58751,0.7612,0.75837,0.83814,0.9165,0.36569,
10 to 14,1.02972,2.05756,9.92202,3.1735,0.59934,0.32583,0.82518,1.17448,1.11396,0.72124,0.71551,0.47524,0.44159,0.62581,0.6274,0.47182,
15 to 19,0.65063,0.76155,1.54732,7.28396,2.61844,0.80947,0.37617,0.65982,0.80829,0.82559,0.63018,0.47631,0.42824,0.32682,0.52768,0.38413,
20 to 24,0.96154,0.44544,0.7448,1.8551,3.96052,2.05181,0.93405,0.62952,0.71321,0.65104,0.60662,0.4347,0.34635,0.3058,0.13786,0.12295,
25 to 29,1.36426,1.01015,0.67081,0.95543,2.11829,2.98179,1.74459,1.29104,1.0469,0.79942,0.88779,0.73858,0.54029,0.40174,0.28101,0.10784,
30 to 34,1.50652,1.29876,0.92074,0.64719,1.30881,1.99498,2.19782,1.66558,1.44115,0.97653,0.91335,0.87648,0.63928,0.55803,0.23805,0.16272,
35 to 39,1.29181,1.31761,1.18228,0.936,1.00211,1.47525,1.77111,2.14517,1.5564,1.12807,0.86437,0.69251,0.66371,0.48712,0.41071,0.24177,
40 to 44,0.87872,1.13942,1.32401,1.04468,0.91123,1.18947,1.35252,1.80673,1.82138,1.14277,1.13033,0.77539,0.56167,0.47959,0.39221,0.23836,
45 to 49,0.59659,0.58097,0.84407,0.95932,1.05122,1.02854,1.0541,1.19389,1.34779,1.16185,1.14595,0.66149,0.48031,0.26628,0.29526,0.21579,
50 to 54,0.72973,0.46735,0.55842,0.54656,0.73399,0.98041,0.87168,0.89894,0.97095,0.85106,0.93006,0.72401,0.45752,0.31844,0.2653,0.23551,
55 to 59,0.66419,0.49955,0.35351,0.26717,0.47068,0.54715,0.64683,0.54789,0.39549,0.43013,0.58483,0.53515,0.44141,0.28513,0.17348,0.12538,
60 to 64,0.48994,0.47923,0.279,0.20042,0.21057,0.26761,0.33942,0.41117,0.30458,0.20104,0.22378,0.27531,0.26209,0.23736,0.27122,0.08477,
65 to 69,0.38068,0.32611,0.27972,0.1581,0.12057,0.13205,0.1672,0.25004,0.18616,0.1066,0.08392,0.11326,0.17132,0.18191,0.21098,0.12175,
70 to 74,0.25046,0.16916,0.21075,0.09748,0.12658,0.06229,0.08102,0.14153,0.1089,0.07718,0.05419,0.04684,0.09716,0.10435,0.18812,0.09596,
75+,0.12705,0.12354,0.17018,0.06419,0.10226,0.03797,0.07002,0.05543,0.05204,0.06702,0.04407,0.03349,0.03816,0.04886,0.10287,0.05952,
