Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.49055,1.04173,0.52272,0.29556,0.44537,0.83516,0.88679,0.92213,0.7206,0.40115,0.55467,0.64426,0.60087,0.37183,0.17579,0.15892,
5 to 9,1.15421,6.65547,2.43531,0.62064,0.3488,0.40878,1.00148,1.28617,1.12731,0.70909,0.57203,0.66082,0.56348,0.52576,0.46391,0.20739,
10 to 14,0.70222,1.61018,9.00583,3.05275,0.40796,0.21947,0.74746,1.09712,1.28412,0.82137,0.7452,0.41843,0.33898,0.41149,0.35336,0.27666,
15 to 19,0.4604,0.5661,1.1453,8.06438,2.40302,0.62318,0.34101,0.6024,0.97501,1.0493,0.82105,0.49558,0.34923,0.22011,0.31197,0.23167,
20 to 24,0.73184,0.35117,0.52203,1.36269,3.29269,1.68778,0.84567,0.55475,0.77042,0.80462,0.83904,0.476,0.30062,0.21239,0.09079,0.08284,
25 to 29,1.05261,0.80407,0.45818,0.67003,1.58558,2.6862,1.73301,1.27094,1.12039,0.86944,1.10047,0.78715,0.50417,0.26318,0.18809,0.08008,
30 to 34,1.15017,1.06815,0.6631,0.45337,0.95526,1.74788,2.29761,1.70543,1.58459,1.00503,0.9856,0.84569,0.59836,0.39417,0.16905,0.12258,
35 to 39,0.97141,1.06357,0.88176,0.68552,0.71731,1.29427,1.78593,2.29077,1.79066,1.19356,0.91247,0.61247,0.61973,0.39218,0.30367,0.1805,
40 to 44,0.65489,0.90499,0.98002,0.7996,0.68353,1.05784,1.33451,1.86063,2.18327,1.27674,1.20744,0.64477,0.51937,0.35077,0.30982,0.1804,
45 to 49,0.4446,0.45344,0.61234,0.72811,0.81815,0.88185,0.97727,1.13855,1.44304,1.31981,1.2197,0.53648,0.40534,0.18094,0.23581,0.18122,
50 to 54,0.54462,0.35247,0.38891,0.39617,0.55617,0.85541,0.86099,0.8538,1.0189,0.96889,1.06922,0.68472,0.40075,0.19993,0.18269,0.17896,
55 to 59,0.50018,0.38902,0.2465,0.18813,0.34263,0.43435,0.60317,0.50333,0.37153,0.40053,0.6337,0.54489,0.40801,0.22433,0.13353,0.09981,
60 to 64,0.36794,0.37767,0.1969,0.14115,0.15323,0.22413,0.34832,0.44913,0.36718,0.25125,0.31109,0.35388,0.33149,0.23329,0.23173,0.07528,
65 to 69,0.27951,0.2538,0.19763,0.11145,0.08786,0.09884,0.16514,0.2707,0.23044,0.13776,0.12908,0.15639,0.20817,0.21733,0.19907,0.11144,
70 to 74,0.1841,0.1328,0.15134,0.07079,0.10062,0.0569,0.09252,0.16834,0.16333,0.13236,0.10004,0.07925,0.12696,0.11769,0.19693,0.09936,
75+,0.09414,0.09742,0.1217,0.04698,0.08242,0.03436,0.08173,0.06645,0.07614,0.1152,0.08315,0.0538,0.051,0.05501,0.0977,0.06611,
