Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.32937,1.56266,0.79203,0.48533,0.63004,0.98368,0.95886,0.9206,0.68527,0.39861,0.42203,0.65004,0.63696,0.35035,0.17964,0.24088,
5 to 9,1.90796,6.34122,3.05643,0.99336,0.5032,0.51387,1.13927,1.30118,1.09982,0.80157,0.55877,0.90962,0.77634,0.7275,0.61911,0.35236,
10 to 14,1.21292,2.29681,10.7198,3.29887,0.55323,0.27023,0.84847,1.11029,1.10857,0.8442,0.77899,0.61349,0.51696,0.58623,0.43704,0.59961,
15 to 19,0.73042,0.81307,1.39923,7.46724,2.57293,0.79722,0.41318,0.75542,0.87218,0.99741,0.75921,0.70774,0.48673,0.33279,0.39339,0.43131,
20 to 24,1.03767,0.4736,0.69172,2.03134,3.94577,2.11728,1.04355,0.71259,0.87786,0.78101,0.74761,0.6879,0.5107,0.34283,0.08119,0.11869,
25 to 29,1.39344,0.98034,0.60002,1.036,2.24267,2.99601,1.865,1.39397,1.22857,0.95277,1.0878,0.93729,0.77933,0.55841,0.13271,0.07503,
30 to 34,1.60657,1.261,0.83339,0.76837,1.49058,2.0983,2.27802,1.72709,1.6266,1.18125,1.17516,1.13133,0.88041,0.62879,0.10649,0.10311,
35 to 39,1.40627,1.31766,1.04314,1.03572,1.27122,1.67844,1.97806,2.22801,1.8218,1.40217,1.19312,0.99258,0.99256,0.40633,0.19233,0.13069,
40 to 44,1.01738,1.18805,1.17694,1.12929,1.10218,1.42314,1.58271,2.06946,2.14271,1.49584,1.676,1.21559,1.00935,0.57622,0.18299,0.17931,
45 to 49,0.70474,0.62137,0.76995,0.98837,1.13265,1.1579,1.25538,1.39704,1.69962,1.45066,1.70775,1.08922,0.97231,0.43441,0.14252,0.15429,
50 to 54,0.80476,0.46738,0.50068,0.52492,0.80037,1.05321,0.98981,1.08516,1.3007,1.12279,1.40362,1.17452,0.91253,0.5331,0.11693,0.17428,
55 to 59,0.72877,0.50664,0.32694,0.27761,0.5178,0.59573,0.72134,0.61122,0.54305,0.62412,0.90403,0.83245,0.86463,0.4527,0.11605,0.09557,
60 to 64,0.54966,0.50836,0.26154,0.21066,0.29514,0.3646,0.41276,0.39875,0.40069,0.30743,0.40254,0.52002,0.41739,0.37219,0.18515,0.07245,
65 to 69,0.44228,0.34985,0.25375,0.15954,0.13958,0.16159,0.19929,0.22013,0.18215,0.149,0.11981,0.17875,0.2232,0.16245,0.14028,0.1229,
70 to 74,0.30646,0.18408,0.19555,0.0916,0.1172,0.05317,0.065,0.10013,0.08063,0.0593,0.04456,0.048,0.08225,0.09074,0.09434,0.08392,
75+,0.15209,0.13737,0.16845,0.06085,0.09533,0.0298,0.06026,0.04002,0.03816,0.05045,0.03737,0.03322,0.03154,0.0385,0.07548,0.04773,
