Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.82887,1.21756,0.54127,0.35346,0.57079,1.01998,0.93299,0.85189,0.57529,0.352,0.49331,0.72825,0.72482,0.43696,0.21065,0.16863,
5 to 9,1.38841,9.43748,2.85757,0.74453,0.42675,0.49822,1.08061,1.20918,0.92496,0.644,0.5584,0.79821,0.69199,0.6285,0.55891,0.22178,
10 to 14,0.77256,1.7309,9.83066,3.192,0.51289,0.26211,0.78901,1.02015,1.02648,0.71931,0.70687,0.50276,0.42058,0.48908,0.42186,0.30019,
15 to 19,0.49009,0.55697,1.17003,7.67429,2.69061,0.8193,0.3954,0.66372,0.84301,0.97886,0.7949,0.62012,0.43226,0.2719,0.3588,0.24423,
20 to 24,0.78002,0.33129,0.53017,1.79706,4.36262,2.29361,1.08506,0.72117,0.88317,0.8485,0.8915,0.66709,0.46592,0.30954,0.10467,0.08592,
25 to 29,1.12581,0.79944,0.47137,0.90202,2.31803,3.25743,1.85612,1.32806,1.1346,0.9237,1.15095,1.0241,0.71359,0.46478,0.21211,0.08035,
30 to 34,1.24818,1.07403,0.69315,0.63846,1.46433,2.08278,2.38253,1.67179,1.49612,1.07979,1.07227,1.13254,0.81541,0.60004,0.1927,0.12282,
35 to 39,1.06349,1.08579,0.93012,0.92143,1.21937,1.58724,1.9073,2.29122,1.70615,1.29004,1.04879,0.90069,0.88042,0.50275,0.34082,0.18468,
40 to 44,0.71714,0.9344,1.04528,1.07083,1.0999,1.30944,1.45437,1.93331,2.08796,1.36662,1.40345,1.0127,0.78429,0.53815,0.34494,0.18186,
45 to 49,0.48334,0.46729,0.6534,0.97129,1.23486,1.12411,1.13448,1.2668,1.51325,1.43149,1.45682,0.86667,0.6809,0.33526,0.26788,0.18065,
50 to 54,0.58146,0.35646,0.41071,0.52996,0.86313,1.07302,0.94432,0.9472,1.08466,1.02475,1.2284,1.00519,0.63408,0.39238,0.21232,0.18117,
55 to 59,0.53203,0.38457,0.25909,0.25692,0.5377,0.60711,0.71869,0.5754,0.451,0.52192,0.79294,0.81563,0.66273,0.35319,0.15558,0.10233,
60 to 64,0.38883,0.36976,0.20304,0.18113,0.25776,0.31676,0.39751,0.42736,0.3525,0.26531,0.34373,0.46622,0.43353,0.32031,0.25908,0.07602,
65 to 69,0.30059,0.25141,0.20278,0.14018,0.1309,0.14832,0.19575,0.25521,0.19955,0.14272,0.13323,0.1911,0.26262,0.24296,0.22028,0.11145,
70 to 74,0.19945,0.13179,0.15602,0.08462,0.12624,0.06482,0.08891,0.13986,0.11649,0.10041,0.08319,0.08213,0.14204,0.12773,0.21074,0.09662,
75+,0.10103,0.0967,0.12707,0.05654,0.10255,0.03861,0.07779,0.05532,0.05484,0.08677,0.06816,0.05593,0.05713,0.05943,0.10814,0.06287,
