Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.8296,0.92683,0.33804,0.14613,0.3471,1.50831,1.7833,1.22295,0.6562,0.30863,0.3423,0.45529,0.42111,0.20882,0.07555,0.08276,
5 to 9,1.23941,6.68676,2.28452,0.32903,0.26401,0.70307,1.96626,1.7242,1.05739,0.55683,0.42744,0.54302,0.39826,0.301,0.20028,0.11038,
10 to 14,0.69619,1.40202,11.9286,2.94677,0.32433,0.38044,1.44741,1.46769,1.24627,0.65188,0.5887,0.38743,0.23849,0.22707,0.15266,0.14501,
15 to 19,0.43987,0.42739,0.92435,7.51465,1.98643,1.07283,0.6301,0.76244,0.95757,0.87676,0.61167,0.42628,0.26898,0.11825,0.13081,0.12104,
20 to 24,0.72752,0.25769,0.35512,0.75313,3.25048,3.31238,1.74676,0.87502,0.95183,0.81854,0.69452,0.46535,0.29302,0.13707,0.04208,0.04548,
25 to 29,1.16284,0.64387,0.31398,0.35879,1.75283,5.3919,3.23857,1.79456,1.33428,0.98442,1.04702,0.85218,0.52979,0.21542,0.08714,0.04657,
30 to 34,1.2823,0.96121,0.49019,0.24781,1.11742,3.10345,4.61282,2.31446,1.76573,1.13129,0.98415,0.99079,0.60784,0.2923,0.07965,0.06868,
35 to 39,1.07442,0.95107,0.69137,0.38944,0.93654,2.19616,3.14658,3.35369,1.94652,1.27989,0.91614,0.77236,0.63755,0.25764,0.14403,0.09978,
40 to 44,0.67086,0.75922,0.76478,0.48932,0.83432,1.7255,2.20464,2.42282,2.49528,1.31973,1.17661,0.85361,0.55683,0.25052,0.14557,0.09649,
45 to 49,0.44639,0.37094,0.45935,0.45117,0.95446,1.57063,1.6752,1.5405,1.62107,1.50595,1.20338,0.69939,0.48063,0.1469,0.11345,0.09809,
50 to 54,0.55891,0.28256,0.28255,0.23883,0.65389,1.54682,1.50812,1.09973,1.09485,0.95481,1.05685,0.76849,0.42214,0.16337,0.08931,0.09754,
55 to 59,0.49821,0.30955,0.1748,0.11133,0.38503,0.88052,1.23185,0.74821,0.47819,0.48778,0.63856,0.71252,0.45485,0.16423,0.06824,0.05659,
60 to 64,0.36787,0.28836,0.13323,0.07413,0.17154,0.42168,0.68521,0.60629,0.38591,0.24025,0.25747,0.33366,0.32169,0.15459,0.10809,0.04216,
65 to 69,0.27043,0.19376,0.13185,0.05706,0.07604,0.18988,0.33606,0.36705,0.22469,0.11856,0.09124,0.12166,0.15913,0.15519,0.09426,0.06115,
70 to 74,0.17889,0.10151,0.10358,0.03572,0.08328,0.10443,0.18276,0.223,0.15497,0.10427,0.06518,0.05846,0.09209,0.06987,0.10507,0.05369,
75+,0.09715,0.0792,0.08581,0.0262,0.0709,0.07049,0.16535,0.08873,0.07381,0.09582,0.05879,0.04225,0.03805,0.03298,0.04825,0.04121,
