Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.59545,0.94568,0.37584,0.17043,0.25427,0.55999,0.88588,1.2557,0.93883,0.5202,0.70401,0.75855,0.72335,0.28985,0.091,0.05923,
5 to 9,0.98373,6.66943,2.29802,0.38497,0.19665,0.26531,1.00295,1.79679,1.51856,0.93591,0.71941,0.79496,0.67571,0.42199,0.24319,0.08007,
10 to 14,0.53233,1.37214,10.78874,2.99497,0.24134,0.14251,0.73921,1.54676,1.8539,1.13575,0.95812,0.51347,0.41193,0.32276,0.18855,0.10374,
15 to 19,0.3389,0.42192,1.03882,8.39353,1.75933,0.45915,0.34758,0.83709,1.45226,1.57492,1.12037,0.63102,0.43812,0.17973,0.1627,0.08792,
20 to 24,0.55498,0.25694,0.40859,0.9596,2.51819,1.41965,0.93138,0.797,1.15142,1.26421,1.28914,0.66452,0.44858,0.21494,0.05314,0.0333,
25 to 29,0.91444,0.6477,0.36284,0.46737,1.25525,2.86207,2.02581,1.82489,1.63501,1.38284,1.78302,1.23396,0.88521,0.44539,0.10864,0.03569,
30 to 34,1.02419,1.02522,0.58853,0.33339,0.78511,1.7124,2.98292,2.39176,2.23598,1.53793,1.53568,1.37751,1.02515,0.53861,0.09761,0.05165,
35 to 39,0.85304,1.01312,0.85111,0.52399,0.66439,1.37593,2.09038,3.70011,2.55217,1.8254,1.43501,1.05039,1.0963,0.42191,0.17863,0.07332,
40 to 44,0.51053,0.76975,0.91788,0.67144,0.62427,1.18196,1.59163,2.61977,3.54741,1.97553,1.91435,1.16736,0.99569,0.48877,0.18457,0.06936,
45 to 49,0.34179,0.3712,0.54155,0.61333,0.74971,0.99721,1.26859,1.71654,2.22406,2.54658,2.09627,1.00843,0.8911,0.33657,0.14457,0.07304,
50 to 54,0.43024,0.27571,0.31601,0.31187,0.5324,0.98733,1.07911,1.30954,1.59359,1.6083,2.14545,1.24368,0.8454,0.40573,0.11209,0.07288,
55 to 59,0.37736,0.30931,0.19545,0.14002,0.28874,0.50281,0.78937,0.8118,0.64434,0.73903,1.15489,1.19509,0.84126,0.32602,0.08661,0.04275,
60 to 64,0.28144,0.28764,0.15341,0.09624,0.14786,0.29521,0.46374,0.68637,0.60811,0.44442,0.56227,0.61457,0.70246,0.31748,0.1419,0.03236,
65 to 69,0.20294,0.19275,0.15209,0.07414,0.06638,0.1136,0.21035,0.41586,0.36447,0.24809,0.22427,0.24323,0.33807,0.27414,0.12473,0.0468,
70 to 74,0.13581,0.10178,0.12138,0.04457,0.06278,0.03985,0.09135,0.23752,0.23656,0.19542,0.14612,0.10998,0.18053,0.10743,0.14955,0.04118,
75+,0.07579,0.08133,0.10124,0.03369,0.05459,0.0282,0.08386,0.09446,0.11192,0.18334,0.13706,0.08088,0.07517,0.05209,0.06158,0.03412,
