Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.08158,1.32911,0.52591,0.28964,0.48535,0.83052,0.70416,0.66792,0.44398,0.22421,0.22939,0.33599,0.35261,0.19079,0.08941,0.10814,
5 to 9,1.54267,8.50061,2.95875,0.67526,0.35497,0.44334,0.96907,1.11003,0.82304,0.47615,0.36849,0.4292,0.37467,0.26193,0.27121,0.13407,
10 to 14,0.84793,1.8355,10.82287,3.61848,0.43745,0.20369,0.72124,0.98066,0.99461,0.62671,0.54804,0.34197,0.24153,0.22882,0.25375,0.24531,
15 to 19,0.48405,0.54103,1.17412,9.25853,2.66903,0.7232,0.35189,0.62326,0.82891,0.90256,0.69006,0.5337,0.32006,0.17663,0.22016,0.21207,
20 to 24,0.76988,0.32749,0.51966,1.72313,3.78587,1.96619,0.94024,0.63492,0.80652,0.75757,0.74611,0.57372,0.44307,0.2699,0.09477,0.07556,
25 to 29,1.12027,0.82308,0.45839,0.87314,2.02404,2.95184,1.76632,1.3082,1.15234,0.93364,1.15525,1.02714,0.81808,0.5545,0.17772,0.08753,
30 to 34,1.16232,1.04453,0.69276,0.63909,1.31545,1.97304,2.37268,1.71211,1.57212,1.19049,1.18525,1.23894,0.94921,0.65245,0.19249,0.15498,
35 to 39,1.01951,1.07088,0.91857,0.89475,1.1066,1.54811,1.92985,2.34748,1.81031,1.38281,1.20048,1.04816,1.06208,0.47305,0.32686,0.26008,
40 to 44,0.70808,0.91709,1.00158,1.03118,0.99204,1.30751,1.50691,2.03485,2.24723,1.5132,1.64509,1.26694,1.01616,0.5952,0.38469,0.23272,
45 to 49,0.48216,0.47318,0.65605,0.92279,1.10984,1.12126,1.24191,1.39121,1.71858,1.63407,1.78542,1.09314,0.9717,0.47085,0.30547,0.27883,
50 to 54,0.5419,0.34335,0.40544,0.49526,0.76753,1.05222,1.00521,1.07779,1.27999,1.18891,1.56131,1.27332,0.88122,0.55489,0.19866,0.2009,
55 to 59,0.50176,0.36468,0.259,0.26595,0.50534,0.62361,0.78111,0.6516,0.56376,0.66198,1.009,1.10805,0.99223,0.49235,0.17196,0.13523,
60 to 64,0.36658,0.35598,0.19682,0.17689,0.2615,0.35032,0.43008,0.44172,0.40922,0.31727,0.42259,0.59286,0.59713,0.48494,0.32691,0.10746,
65 to 69,0.29609,0.24434,0.19667,0.1377,0.12965,0.16076,0.2105,0.25699,0.20691,0.16717,0.14665,0.20345,0.3475,0.34934,0.30903,0.1848,
70 to 74,0.19617,0.1266,0.14977,0.07512,0.11214,0.05682,0.07722,0.125,0.10978,0.08918,0.07024,0.07221,0.1462,0.14374,0.31083,0.17681,
75+,0.09915,0.0952,0.12832,0.05247,0.09126,0.03243,0.07019,0.05234,0.05157,0.07948,0.05726,0.04891,0.06069,0.07372,0.16673,0.13408,
