Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.78493,1.14893,0.46833,0.27277,0.44173,0.8765,0.85422,0.85827,0.55978,0.32826,0.51155,0.86035,1.01981,0.67478,0.29885,0.26486,
5 to 9,1.23723,8.43164,2.58842,0.58175,0.31432,0.3991,0.94684,1.20457,0.89962,0.56456,0.49599,0.82378,0.8931,0.89968,0.74801,0.33276,
10 to 14,0.67143,1.61977,9.80885,2.98441,0.3861,0.20765,0.6818,1.03457,1.06313,0.66973,0.64955,0.51829,0.53835,0.68358,0.5582,0.47023,
15 to 19,0.42544,0.50937,1.07242,7.4171,2.20878,0.6239,0.30913,0.55963,0.81957,0.90466,0.74026,0.62264,0.53058,0.36038,0.46913,0.35928,
20 to 24,0.69975,0.31197,0.47003,1.36072,3.35953,1.77162,0.79905,0.51683,0.65312,0.72488,0.83582,0.67988,0.5001,0.39105,0.14192,0.13032,
25 to 29,1.04687,0.75384,0.41013,0.66319,1.63899,2.69237,1.49553,1.05518,0.84569,0.70623,1.00559,1.07992,0.7811,0.52023,0.30246,0.12378,
30 to 34,1.1719,1.05573,0.61959,0.4526,0.96917,1.62067,1.9871,1.38953,1.15072,0.77722,0.82064,1.09655,0.88651,0.7479,0.28131,0.20353,
35 to 39,1.00556,1.08776,0.87462,0.70447,0.74098,1.16061,1.47617,1.93987,1.33026,0.92533,0.75323,0.78863,0.89716,0.72335,0.50569,0.31612,
40 to 44,0.65929,0.91789,0.99209,0.85679,0.70495,0.92048,1.0548,1.47947,1.67392,1.00221,0.9835,0.82243,0.69493,0.63391,0.49816,0.3161,
45 to 49,0.44039,0.44421,0.59892,0.78781,0.89407,0.83507,0.81215,0.93556,1.11646,1.14921,1.08751,0.72068,0.55363,0.34759,0.35989,0.30169,
50 to 54,0.54246,0.33491,0.36639,0.42437,0.6189,0.84554,0.7322,0.692,0.76762,0.803,1.0078,0.94321,0.56813,0.39304,0.28316,0.28759,
55 to 59,0.49428,0.36764,0.22877,0.19518,0.39303,0.50199,0.60208,0.4889,0.34906,0.39902,0.68684,0.89728,0.71943,0.43429,0.20494,0.1564,
60 to 64,0.35812,0.35134,0.17855,0.1366,0.16368,0.23394,0.32182,0.40091,0.28965,0.20956,0.29742,0.49865,0.61131,0.44275,0.37038,0.11926,
65 to 69,0.27159,0.23745,0.17688,0.10654,0.09089,0.11064,0.1617,0.24652,0.18341,0.11999,0.13011,0.21996,0.36778,0.41794,0.31575,0.17664,
70 to 74,0.18233,0.12764,0.14109,0.06906,0.09952,0.05765,0.08589,0.15136,0.1282,0.1056,0.09479,0.10834,0.22487,0.21631,0.3348,0.16377,
75+,0.09369,0.09463,0.11525,0.04685,0.08188,0.03524,0.07541,0.06014,0.06159,0.09436,0.079,0.07323,0.09019,0.10007,0.16038,0.11355,
