Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.68564,1.70632,0.81632,0.44132,0.60498,1.1564,1.10083,1.00255,0.57739,0.27704,0.37375,0.62048,0.70618,0.42858,0.15066,0.12094,
5 to 9,2.1568,6.67134,2.96141,0.8647,0.4534,0.55406,1.19041,1.30457,0.86066,0.50066,0.41462,0.6887,0.70497,0.64447,0.41538,0.15946,
10 to 14,1.27047,2.35783,9.76802,2.8922,0.50009,0.28302,0.80571,0.98143,0.81134,0.50037,0.52208,0.42791,0.42645,0.49052,0.29445,0.20615,
15 to 19,0.78005,0.83187,1.41417,6.76228,2.43875,0.86191,0.4328,0.68618,0.66634,0.69107,0.59402,0.54649,0.4207,0.28459,0.23731,0.16351,
20 to 24,1.19055,0.49762,0.6891,1.86822,3.86453,2.30037,1.1765,0.75928,0.83243,0.65947,0.6889,0.60095,0.51827,0.33446,0.06057,0.05206,
25 to 29,1.74502,1.15355,0.62275,0.99117,2.27578,3.46624,2.16248,1.56987,1.32607,1.01274,1.19955,1.07167,0.91564,0.65066,0.11694,0.04805,
30 to 34,1.92637,1.46394,0.84653,0.71371,1.50592,2.34788,2.69978,1.89783,1.71229,1.27912,1.30285,1.33912,1.03448,0.72342,0.09791,0.06525,
35 to 39,1.67769,1.52378,1.10053,0.95733,1.2927,1.88461,2.25677,2.51203,1.87632,1.46313,1.32496,1.17657,1.17629,0.47159,0.172,0.09825,
40 to 44,1.15267,1.32286,1.23763,1.06282,1.10143,1.58381,1.79708,2.25522,2.22768,1.50761,1.7747,1.41414,1.16533,0.65523,0.17213,0.08807,
45 to 49,0.7927,0.68017,0.80149,0.96853,1.16962,1.31371,1.45459,1.55687,1.77375,1.53932,1.82158,1.2128,1.12381,0.49405,0.14416,0.09384,
50 to 54,0.95338,0.53116,0.52272,0.55091,0.86052,1.23874,1.15763,1.23113,1.37642,1.14883,1.54164,1.32744,1.03383,0.63041,0.13521,0.10754,
55 to 59,0.87011,0.57797,0.33524,0.28328,0.55299,0.73011,0.89386,0.72321,0.61087,0.69346,1.01307,1.04959,1.03404,0.49765,0.09618,0.0608,
60 to 64,0.6409,0.56121,0.26542,0.20332,0.30808,0.43064,0.50015,0.4562,0.42726,0.31733,0.4229,0.56482,0.50486,0.41663,0.14072,0.04001,
65 to 69,0.50665,0.38483,0.26362,0.15378,0.14001,0.18768,0.23542,0.24946,0.19068,0.14895,0.12663,0.17983,0.2638,0.18867,0.10936,0.05975,
70 to 74,0.33978,0.20012,0.20021,0.08514,0.11128,0.0582,0.07854,0.10986,0.07436,0.0493,0.04495,0.04843,0.09659,0.08596,0.09417,0.04504,
75+,0.17059,0.14787,0.16537,0.05634,0.08986,0.03405,0.07012,0.0438,0.03466,0.04151,0.03542,0.03403,0.03864,0.04009,0.05418,0.02624,
