Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.2147,1.11049,0.35288,0.23236,0.385,0.7451,0.74425,0.70781,0.5454,0.3445,0.49618,0.86676,1.06821,0.75202,0.43462,0.42269,
5 to 9,1.18033,9.2138,2.6323,0.51571,0.2985,0.35314,0.85826,1.01809,0.91028,0.62616,0.57032,0.93458,0.99601,1.07094,1.15929,0.54463,
10 to 14,0.563,1.38809,11.62699,3.66229,0.36217,0.18881,0.62396,0.86013,1.08704,0.74288,0.75353,0.61119,0.61567,0.83788,0.90663,0.74913,
15 to 19,0.36154,0.39345,0.9944,10.1182,2.55823,0.6401,0.3296,0.54699,0.9112,1.10635,0.90394,0.77499,0.6384,0.45195,0.77987,0.60855,
20 to 24,0.54236,0.24589,0.38115,1.36189,4.00926,2.09127,1.04675,0.73233,0.99076,0.98564,1.07054,0.87496,0.66981,0.48017,0.2501,0.22761,
25 to 29,0.85191,0.56791,0.32972,0.6512,2.01904,3.468,1.89583,1.44886,1.36084,1.14035,1.46134,1.424,1.05134,0.64879,0.50316,0.22028,
30 to 34,1.00345,0.87108,0.52054,0.47554,1.31249,2.07905,2.71091,1.78934,1.77786,1.33864,1.35229,1.59342,1.21792,0.92009,0.45509,0.34745,
35 to 39,0.86679,0.90201,0.75288,0.70384,1.14668,1.63538,1.99296,2.65757,2.00224,1.55532,1.30357,1.23719,1.26677,0.89034,0.82113,0.48959,
40 to 44,0.53256,0.74015,0.85636,0.88605,1.02823,1.38274,1.5513,2.09223,2.64848,1.65708,1.73706,1.38232,1.0828,0.82044,0.85233,0.4892,
45 to 49,0.34493,0.35498,0.51832,0.8371,1.18768,1.17707,1.24874,1.4074,1.82041,1.95957,1.86025,1.19647,0.92774,0.47356,0.65341,0.518,
50 to 54,0.41869,0.25496,0.30197,0.43576,0.84528,1.13503,0.9907,1.06177,1.30886,1.26921,1.73874,1.41928,0.89122,0.53614,0.49854,0.51023,
55 to 59,0.37046,0.27457,0.1845,0.19841,0.49078,0.64458,0.76418,0.63165,0.56439,0.66968,1.03663,1.38899,1.02676,0.57504,0.38406,0.30415,
60 to 64,0.27465,0.25726,0.14179,0.12842,0.22035,0.30646,0.38129,0.40307,0.38976,0.30333,0.41077,0.65361,0.8762,0.57488,0.66602,0.23461,
65 to 69,0.20415,0.17406,0.13992,0.09574,0.08972,0.10907,0.15259,0.21799,0.19873,0.14103,0.14587,0.25403,0.44666,0.63586,0.58807,0.33653,
70 to 74,0.13631,0.09176,0.11115,0.05923,0.09435,0.05265,0.0743,0.12651,0.1327,0.11783,0.10221,0.12322,0.26757,0.27589,0.67471,0.29951,
75+,0.07463,0.07154,0.09248,0.04315,0.07967,0.03564,0.06752,0.05079,0.06301,0.10782,0.09194,0.08864,0.11064,0.13375,0.27892,0.23872,
