Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.77634,0.8263,0.20893,0.12849,0.23454,0.60248,0.7809,0.72488,0.39403,0.24711,0.42327,0.70661,0.75907,0.53096,0.34169,0.35935,
5 to 9,0.91293,7.25681,2.0225,0.32387,0.21083,0.23233,0.7807,1.07984,0.71732,0.45377,0.48215,0.72354,0.70963,0.76017,0.89922,0.4596,
10 to 14,0.37576,1.02145,10.49694,3.28746,0.25863,0.12537,0.4721,0.84569,1.01521,0.61982,0.65402,0.48602,0.44575,0.5885,0.7126,0.61679,
15 to 19,0.24,0.26381,0.80476,10.45485,2.92702,0.69369,0.37949,0.69395,0.94526,1.28145,1.05511,0.78511,0.50936,0.34298,0.6991,0.4874,
20 to 24,0.35219,0.18782,0.27393,1.34261,4.21902,1.94609,1.06238,0.77907,0.96244,1.06152,1.30906,0.97151,0.66154,0.38994,0.24771,0.2113,
25 to 29,0.65591,0.35327,0.20489,0.62955,1.74983,3.59642,1.93142,1.53473,1.37493,1.13919,1.71611,1.55324,1.098,0.56507,0.45513,0.22241,
30 to 34,0.95887,0.71802,0.32226,0.49942,1.19679,2.01334,3.09982,1.91754,1.7741,1.39754,1.52493,1.74203,1.27267,0.78607,0.44165,0.3749,
35 to 39,0.7786,0.82557,0.59256,0.65681,1.08715,1.59367,2.05112,3.20054,1.99623,1.59732,1.48736,1.39369,1.34901,0.70575,0.76645,0.45962,
40 to 44,0.41016,0.61918,0.76622,0.88502,0.94909,1.37075,1.58629,2.22793,2.99945,1.7377,1.98441,1.59496,1.24032,0.69412,0.79607,0.48403,
45 to 49,0.25521,0.25325,0.41293,0.88099,1.22288,1.11976,1.28803,1.49161,1.86213,2.36601,2.18786,1.37206,1.10915,0.46718,0.65704,0.49996,
50 to 54,0.29099,0.16538,0.20063,0.42016,0.83861,1.16905,1.0287,1.15281,1.36617,1.35825,2.39495,1.71516,1.06294,0.5306,0.51051,0.52759,
55 to 59,0.26019,0.16854,0.11774,0.19286,0.47437,0.64171,0.79026,0.68916,0.59812,0.73126,1.28722,1.99885,1.23071,0.58907,0.44335,0.3461,
60 to 64,0.18878,0.16722,0.09117,0.10615,0.21888,0.32035,0.40301,0.4404,0.40687,0.34257,0.54429,0.82324,1.36871,0.62114,0.83889,0.28794,
65 to 69,0.14672,0.11705,0.09069,0.06492,0.06632,0.08734,0.14121,0.21757,0.16794,0.13881,0.18498,0.30118,0.49238,0.96076,0.80583,0.40898,
70 to 74,0.101,0.06175,0.07115,0.03946,0.06884,0.04359,0.06908,0.13325,0.11858,0.11838,0.13009,0.15546,0.30948,0.32272,1.09827,0.38164,
75+,0.05143,0.04739,0.06058,0.02576,0.05644,0.02613,0.06483,0.05391,0.05709,0.09904,0.11199,0.10449,0.1289,0.15218,0.37432,0.36733,
