Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.16328,1.35044,0.47744,0.30924,0.51072,0.85112,0.63754,0.56034,0.36947,0.21566,0.25585,0.33182,0.41556,0.18256,0.12004,0.12271,
5 to 9,1.58282,8.62066,2.92466,0.6705,0.3725,0.4876,0.92155,0.95215,0.70959,0.42236,0.36572,0.44141,0.42698,0.31715,0.36136,0.17076,
10 to 14,0.81864,1.82657,11.13736,3.0613,0.47011,0.22933,0.73896,0.92486,0.88775,0.53944,0.49499,0.33925,0.31422,0.34741,0.31875,0.31537,
15 to 19,0.51413,0.55124,1.06598,6.93187,2.50854,0.74649,0.3099,0.62014,0.77823,0.79684,0.55454,0.3934,0.28354,0.1591,0.25934,0.21308,
20 to 24,0.78348,0.31304,0.48157,1.66139,3.90227,1.97348,0.77542,0.58079,0.77511,0.71784,0.68698,0.48733,0.36347,0.20357,0.10157,0.07964,
25 to 29,1.05715,0.81189,0.43084,0.84377,2.05842,2.75369,1.38889,1.06509,0.94236,0.80144,1.0124,0.85656,0.59681,0.30313,0.18409,0.07121,
30 to 34,1.12671,1.03091,0.6891,0.61198,1.31436,1.82305,1.72406,1.3686,1.24896,0.91144,0.96121,1.01745,0.71204,0.46476,0.21213,0.1326,
35 to 39,0.95838,1.02113,0.88581,0.90616,1.06699,1.34152,1.41601,1.72617,1.41695,1.03607,0.88064,0.78794,0.85777,0.50068,0.4221,0.1934,
40 to 44,0.66658,0.88281,0.93619,1.01012,1.01193,1.11055,1.08549,1.54126,1.68975,1.14257,1.18954,0.8678,0.73104,0.54748,0.49157,0.28074,
45 to 49,0.47125,0.4596,0.60387,0.87561,1.10816,0.999,0.84072,0.9821,1.23381,1.19337,1.293,0.74644,0.6047,0.27014,0.37704,0.31508,
50 to 54,0.54724,0.34819,0.37823,0.44587,0.72278,0.93315,0.73093,0.74989,0.88866,0.91029,1.08558,0.93702,0.55442,0.306,0.24149,0.31494,
55 to 59,0.47827,0.36327,0.2411,0.2233,0.45385,0.51006,0.54088,0.47086,0.36827,0.44152,0.72731,0.76305,0.66474,0.33125,0.16662,0.09371,
60 to 64,0.34944,0.34004,0.18536,0.15392,0.21173,0.24279,0.2694,0.35735,0.29487,0.22929,0.31845,0.44774,0.47563,0.34068,0.34404,0.08187,
65 to 69,0.27146,0.23204,0.18897,0.12183,0.11255,0.10967,0.12573,0.21192,0.17797,0.11747,0.12971,0.18817,0.31653,0.26935,0.30651,0.13885,
70 to 74,0.18605,0.12401,0.14198,0.07609,0.12211,0.05937,0.0627,0.12528,0.11644,0.10668,0.09266,0.09488,0.1979,0.16591,0.28413,0.12929,
75+,0.09231,0.08966,0.11682,0.05028,0.09831,0.03272,0.05302,0.04711,0.05158,0.08893,0.07482,0.05678,0.07881,0.07885,0.13472,0.08603,
