Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.04403,1.29985,0.53085,0.33077,0.65565,1.38442,1.11912,0.8475,0.49995,0.34407,0.53998,0.78745,1.15605,0.54637,0.1832,0.36842,
5 to 9,1.46008,8.47188,2.41029,0.58262,0.47829,0.61032,1.20174,1.14496,0.76624,0.52877,0.57555,0.74077,0.83124,0.66662,0.40692,0.40909,
10 to 14,0.70126,1.32242,8.22294,2.14591,0.52471,0.34112,0.82694,0.86098,0.83727,0.48816,0.57675,0.37153,0.31445,0.35686,0.25463,0.44317,
15 to 19,0.45529,0.48549,0.85542,4.66812,2.71685,1.21179,0.55532,0.61318,0.72975,0.79015,0.6012,0.44029,0.354,0.17726,0.20747,0.41656,
20 to 24,0.86234,0.36068,0.49403,1.2899,4.43518,3.66283,1.6738,0.89675,1.0388,0.95592,0.85019,0.60145,0.53373,0.2944,0.09031,0.1774,
25 to 29,1.49672,0.99465,0.4935,0.77771,2.87486,5.14117,2.94741,1.69258,1.31677,1.17907,1.3664,1.20091,1.02324,0.56364,0.25148,0.21905,
30 to 34,1.32127,1.22689,0.66356,0.50399,1.6331,3.23025,3.43063,2.08272,1.60502,1.1318,1.1953,1.36878,1.22236,0.92744,0.23558,0.31316,
35 to 39,0.91659,0.94108,0.7879,0.68733,1.25916,2.2416,2.62466,2.53798,1.72687,1.23772,0.91856,0.83491,1.11407,0.79991,0.44318,0.5591,
40 to 44,0.58037,0.74532,0.77627,0.71928,1.17156,1.7793,1.9,2.11379,1.98853,1.27928,1.1798,0.8234,0.75635,0.6786,0.39035,0.59066,
45 to 49,0.43295,0.42154,0.49324,0.64294,1.26272,1.65006,1.53402,1.41141,1.49724,1.30551,1.25628,0.71282,0.6055,0.29387,0.27641,0.44938,
50 to 54,0.61019,0.3862,0.34541,0.40534,0.88428,1.56007,1.41646,1.03174,1.02849,0.97269,0.99155,0.7864,0.55153,0.29636,0.18483,0.43042,
55 to 59,0.57579,0.41697,0.21302,0.20367,0.55444,0.86024,1.10261,0.71014,0.42948,0.46771,0.63619,0.62913,0.58496,0.28045,0.13808,0.20074,
60 to 64,0.38041,0.35355,0.15683,0.12452,0.26477,0.43649,0.59736,0.59992,0.3805,0.24816,0.27906,0.36131,0.39207,0.24504,0.17841,0.09299,
65 to 69,0.26507,0.23448,0.16692,0.09103,0.1288,0.22397,0.32556,0.3808,0.26302,0.13887,0.10763,0.1508,0.24621,0.2189,0.17214,0.16127,
70 to 74,0.14359,0.10331,0.11153,0.04825,0.12269,0.11191,0.15743,0.20337,0.14064,0.10173,0.06905,0.0656,0.11802,0.10152,0.12578,0.12332,
75+,0.0804,0.07911,0.08969,0.03576,0.10175,0.06711,0.14534,0.08311,0.07417,0.09546,0.06282,0.04876,0.04838,0.04388,0.08671,0.07255,
