Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.6566,0.82026,0.22082,0.11119,0.28852,1.20876,2.03673,1.46543,0.63713,0.26627,0.29097,0.37788,0.28004,0.07178,0.03076,0.02205,
5 to 9,0.87928,7.78405,2.17635,0.27971,0.25328,0.5359,1.77925,2.09177,1.0919,0.50735,0.33793,0.41517,0.26607,0.10698,0.08027,0.03281,
10 to 14,0.37427,1.12068,10.93807,2.7646,0.32723,0.29869,1.20405,1.51773,1.40289,0.67376,0.46177,0.28635,0.16543,0.07924,0.06238,0.03817,
15 to 19,0.2299,0.2753,0.74838,7.25304,2.21003,0.97799,0.62587,0.7767,0.96632,0.97386,0.59018,0.37301,0.19776,0.05014,0.05895,0.03591,
20 to 24,0.31942,0.16668,0.24977,0.74516,4.10248,3.36794,1.87815,1.05696,1.10787,1.00663,0.87376,0.59534,0.39402,0.11596,0.02239,0.01617,
25 to 29,0.52691,0.35586,0.20199,0.33536,2.00837,5.86489,3.34969,2.03587,1.51397,1.13288,1.27585,1.05108,0.72463,0.26769,0.04025,0.01826,
30 to 34,0.74978,0.56062,0.29728,0.24227,1.31399,3.08728,5.38998,2.63058,1.97887,1.35153,1.2063,1.20305,0.78743,0.28144,0.04061,0.02509,
35 to 39,0.70617,0.75394,0.50194,0.35348,1.1363,2.22752,3.35579,4.40551,2.23381,1.5306,1.16962,0.99535,0.8705,0.16399,0.0707,0.03383,
40 to 44,0.42954,0.635,0.71907,0.50098,1.01823,1.82281,2.38806,2.92158,3.29429,1.66948,1.57292,1.18624,0.87345,0.25316,0.07493,0.03045,
45 to 49,0.24224,0.27486,0.4031,0.50692,1.28259,1.62909,1.87067,1.87437,2.00869,2.14507,1.68147,0.99645,0.83296,0.1981,0.0615,0.03206,
50 to 54,0.29064,0.18038,0.20962,0.27064,0.9146,1.78679,1.67759,1.3799,1.39899,1.28429,1.6222,1.13608,0.72181,0.23419,0.05244,0.03173,
55 to 59,0.24851,0.18321,0.12114,0.11171,0.52884,1.06461,1.36795,0.92952,0.62515,0.67965,0.93675,1.14131,0.77066,0.18756,0.04249,0.01945,
60 to 64,0.18713,0.1804,0.09283,0.06912,0.26209,0.54471,0.77009,0.73841,0.50873,0.35825,0.4129,0.54217,0.54816,0.17041,0.06978,0.01562,
65 to 69,0.14523,0.12344,0.08824,0.0521,0.09687,0.20904,0.37822,0.4396,0.26409,0.16524,0.13039,0.16844,0.19757,0.12437,0.05969,0.02271,
70 to 74,0.09832,0.06493,0.06981,0.03114,0.09155,0.0981,0.18666,0.26198,0.17187,0.12281,0.07987,0.07347,0.09637,0.03796,0.0881,0.02103,
75+,0.05176,0.05287,0.06073,0.02329,0.07609,0.0625,0.17294,0.10482,0.08066,0.10905,0.06786,0.05073,0.04044,0.0181,0.03554,0.0198,
