Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.58057,1.71508,0.82516,0.45994,0.5517,0.854,0.85359,0.86815,0.64813,0.32667,0.51568,0.69919,0.74501,0.4092,0.18528,0.14186,
5 to 9,2.0028,9.06643,3.46417,0.93083,0.42534,0.42636,0.97901,1.18653,1.00746,0.59138,0.59723,0.81022,0.73227,0.59752,0.49552,0.18907,
10 to 14,1.14066,2.32917,11.46583,3.5878,0.47727,0.22443,0.69323,0.93724,1.01257,0.59938,0.73211,0.49702,0.43236,0.45429,0.35817,0.24466,
15 to 19,0.71172,0.80453,1.58411,8.48285,2.32337,0.63047,0.33296,0.56328,0.7657,0.74731,0.72823,0.55238,0.4249,0.23453,0.29689,0.19798,
20 to 24,1.08579,0.47674,0.73955,1.92262,3.60449,1.74929,0.89774,0.60356,0.74189,0.61919,0.73364,0.53031,0.38859,0.23021,0.07878,0.06292,
25 to 29,1.57025,1.11706,0.66553,0.97951,1.96199,2.58517,1.61852,1.20514,1.03762,0.77665,1.01501,0.86202,0.61113,0.32253,0.15786,0.05816,
30 to 34,1.73366,1.45102,0.93532,0.67742,1.24755,1.71871,2.05548,1.51026,1.39199,0.94585,0.99952,0.99382,0.70439,0.42701,0.13686,0.08337,
35 to 39,1.49238,1.48367,1.22597,0.97706,1.01806,1.34576,1.68211,2.0147,1.54974,1.11069,0.97611,0.81623,0.76173,0.36872,0.23594,0.12998,
40 to 44,1.01269,1.28083,1.37646,1.10252,0.89494,1.09666,1.28381,1.70431,1.80821,1.11996,1.26105,0.90459,0.67167,0.37587,0.23462,0.1202,
45 to 49,0.69094,0.65165,0.87589,1.01385,1.00608,0.92831,1.01979,1.14554,1.35311,1.15657,1.30782,0.78737,0.59583,0.22985,0.18628,0.11906,
50 to 54,0.83529,0.50822,0.56514,0.56467,0.71305,0.88062,0.83689,0.87922,1.00023,0.85373,1.09828,0.88658,0.56814,0.27662,0.16651,0.13216,
55 to 59,0.76391,0.55123,0.35978,0.27782,0.45311,0.49962,0.63,0.5275,0.42275,0.45737,0.72222,0.68576,0.56725,0.25155,0.11599,0.07372,
60 to 64,0.5599,0.5305,0.28342,0.20246,0.21254,0.25324,0.33102,0.36405,0.31856,0.20976,0.29492,0.36683,0.32839,0.21271,0.1785,0.04908,
65 to 69,0.4366,0.36106,0.28279,0.15631,0.10537,0.1042,0.14752,0.20432,0.16851,0.09548,0.10249,0.13956,0.19512,0.15608,0.14169,0.07187,
70 to 74,0.28947,0.18786,0.21521,0.09677,0.10917,0.04845,0.07073,0.11523,0.10206,0.06801,0.06791,0.05955,0.11055,0.08845,0.12887,0.05691,
75+,0.14646,0.13831,0.17589,0.06436,0.08834,0.02893,0.06209,0.04592,0.04817,0.05858,0.05508,0.04224,0.044,0.04168,0.07089,0.03513,
