Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.49498,1.41085,0.48547,0.23504,0.39817,0.89992,0.96838,0.96615,0.64755,0.35397,0.5128,0.77561,0.83899,0.60129,0.26482,0.23602,
5 to 9,1.67555,9.31167,2.53395,0.50238,0.30056,0.43117,1.10076,1.36614,1.04059,0.62836,0.55693,0.8053,0.77294,0.84262,0.69174,0.30669,
10 to 14,0.89089,1.81559,8.39365,2.58601,0.35225,0.22472,0.79328,1.15475,1.18336,0.71412,0.69434,0.49196,0.4633,0.64442,0.51652,0.41105,
15 to 19,0.56981,0.60087,1.10836,6.91064,2.10349,0.64076,0.35102,0.61996,0.89818,0.92316,0.76581,0.58526,0.45884,0.33897,0.44048,0.33477,
20 to 24,0.92157,0.37039,0.48932,1.13984,3.0409,1.77484,0.86689,0.54919,0.68865,0.69581,0.77425,0.56102,0.38666,0.33328,0.13215,0.11781,
25 to 29,1.37661,0.88809,0.43088,0.55288,1.46578,2.68259,1.60193,1.08388,0.85162,0.68142,0.90391,0.85019,0.56671,0.40198,0.27307,0.11113,
30 to 34,1.52339,1.23601,0.6469,0.37888,0.87211,1.6131,2.10648,1.4319,1.16332,0.74062,0.7328,0.84828,0.64812,0.60109,0.24735,0.17121,
35 to 39,1.28615,1.24319,0.89214,0.57936,0.66095,1.12321,1.52437,1.9615,1.3092,0.86863,0.64424,0.5821,0.63916,0.60276,0.43612,0.25686,
40 to 44,0.83811,1.03801,0.99615,0.69574,0.62576,0.88015,1.06848,1.45414,1.62784,0.91657,0.82819,0.57589,0.48118,0.51805,0.43998,0.25259,
45 to 49,0.56218,0.5087,0.61068,0.64138,0.7747,0.81009,0.82266,0.92644,1.07533,1.05438,0.91995,0.52667,0.37154,0.27051,0.33557,0.25202,
50 to 54,0.68885,0.38634,0.37552,0.34183,0.52061,0.7832,0.74101,0.65893,0.7096,0.71604,0.81769,0.6754,0.3921,0.30727,0.26568,0.25291,
55 to 59,0.6271,0.42234,0.23468,0.15828,0.31796,0.43063,0.57344,0.45331,0.29161,0.31841,0.52778,0.61187,0.4671,0.34412,0.19442,0.14365,
60 to 64,0.45958,0.40358,0.18415,0.11214,0.13094,0.19852,0.31712,0.4082,0.27932,0.18443,0.24526,0.3681,0.42702,0.34478,0.32978,0.10615,
65 to 69,0.34975,0.27422,0.1846,0.08834,0.07659,0.10079,0.16618,0.2622,0.19366,0.11016,0.11415,0.17858,0.27478,0.33849,0.28289,0.15458,
70 to 74,0.23191,0.14422,0.14362,0.0562,0.0875,0.05759,0.09332,0.16244,0.13735,0.10472,0.08763,0.08918,0.16875,0.17524,0.28686,0.13583,
75+,0.12032,0.1074,0.11736,0.03849,0.07203,0.03566,0.08225,0.06441,0.06461,0.09227,0.07366,0.06164,0.06793,0.08257,0.13812,0.09286,
