Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.37757,0.90598,0.38129,0.2464,0.41597,0.64591,0.5459,0.46644,0.33092,0.1737,0.21918,0.29116,0.27253,0.15924,0.08573,0.08199,
5 to 9,1.02606,7.12949,2.34424,0.51208,0.31165,0.36466,0.69424,0.71954,0.51486,0.30224,0.27845,0.33019,0.28369,0.24138,0.25698,0.12209,
10 to 14,0.60984,1.34438,9.47083,3.19397,0.38252,0.20451,0.63998,0.75021,0.7357,0.39989,0.38014,0.2581,0.20332,0.2265,0.24838,0.19755,
15 to 19,0.45638,0.44657,1.01162,8.52203,2.40582,0.7124,0.36871,0.62548,0.7363,0.76492,0.57484,0.40247,0.2725,0.16528,0.28127,0.20478,
20 to 24,0.7797,0.30014,0.44518,1.53272,3.77981,2.19797,1.09338,0.76663,0.95926,0.83186,0.8445,0.61709,0.45703,0.26307,0.11941,0.09648,
25 to 29,0.94906,0.7501,0.41316,0.76749,2.12812,3.18645,1.90356,1.45081,1.27656,1.01695,1.27221,1.10028,0.80004,0.46727,0.21234,0.09608,
30 to 34,0.96844,0.91586,0.65313,0.57774,1.4106,2.12115,2.43536,1.80207,1.66298,1.20935,1.23842,1.33695,0.96618,0.63204,0.23694,0.17606,
35 to 39,0.78858,0.83592,0.80802,0.83492,1.21537,1.66789,1.98809,2.37724,1.86388,1.387,1.20396,1.08494,1.07904,0.57702,0.4234,0.26674,
40 to 44,0.57189,0.7095,0.83727,0.91285,1.0805,1.39251,1.54575,2.07354,2.22026,1.47546,1.59592,1.2182,0.97399,0.6311,0.5106,0.31279,
45 to 49,0.40921,0.39482,0.54712,0.82349,1.15847,1.1926,1.23381,1.38174,1.67623,1.52417,1.68385,1.02656,0.86749,0.41928,0.47922,0.40639,
50 to 54,0.47655,0.29939,0.34215,0.44375,0.80782,1.1217,1.02705,1.05772,1.22607,1.1403,1.38567,1.2154,0.78007,0.45567,0.30731,0.34876,
55 to 59,0.42795,0.32618,0.22071,0.2239,0.50523,0.63794,0.79348,0.65701,0.52362,0.59997,0.94317,1.01808,0.88068,0.45169,0.23179,0.18477,
60 to 64,0.3015,0.3019,0.17291,0.15705,0.25448,0.33979,0.43577,0.48319,0.41202,0.30484,0.41625,0.59773,0.57411,0.45941,0.41296,0.12965,
65 to 69,0.2266,0.19565,0.17086,0.11822,0.11491,0.13897,0.19238,0.27302,0.22311,0.15297,0.15399,0.22827,0.35385,0.34361,0.36763,0.1976,
70 to 74,0.15073,0.10664,0.13411,0.07442,0.11224,0.06131,0.08922,0.1522,0.14101,0.1235,0.10566,0.11191,0.21086,0.20572,0.35528,0.20271,
75+,0.07541,0.07488,0.10318,0.04791,0.09014,0.03558,0.07669,0.05958,0.06562,0.10728,0.0881,0.07589,0.08616,0.1002,0.19029,0.12533,
